"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
3.53443677242432e-31,2.6509789470385e-31,2.12359296466747e-30,7.28336508822632e-26,3.75604112627755,1.12971213424783e+36,4.51629568168375e+82,1.81294146997788e+140,2.66393045957994e-31,1.88406079365295e-31,2.13385137630345e-31,2.47544291056216e-31,2.13877912625491e-31,2.08084210709955e-30,1.14324079050265e-30,5.80047077885878e-31,1.95669931472418e-31,3.74335093207427e-31,1.79581366864567e-31,1.79876328973841e-31,2.11746937810788e-31,1,4481
1.66023765423625e-31,8.72096223016788e-30,4.32315359002529e-30,3.05267780914859e-25,2.46586344134232e-06,2.91294656641565e+28,8.44855025986229e+82,4.01425758340908e+116,2.12554192145871e-31,1.43110101084072e-31,2.74582349114874e-31,1.63356511045865e-31,3.83981198163981e-31,1.43940399567288e-31,1.43277658713952e-31,1.76560396635148e-31,1.51485168239875e-31,1.70378125111569e-31,3.0296198646028e-31,1.5756560461424e-31,1.8910976813144e-31,2,4481
2.08793405593442e-31,5.55126046227841e-31,3.8193872336026e-31,3.87354974769648e-25,3.43710362491191e-10,1.4976896105207e+23,1.02801953487327e+68,5.17295388858131e+147,2.13081150478177e-31,3.06228250915689e-31,6.34770642749295e-31,1.63613549754713e-31,2.79280317664703e-31,4.49924942248694e-31,1.72435573686973e-31,1.82163710823159e-31,2.01838598355182e-31,3.89375090680644e-31,2.60202816541206e-31,1.69971764265505e-31,2.89899118086621e-31,3,4481
1.91084452332604e-31,2.18097092889919e-31,9.0363475645427e-30,1.01113407973077e-22,7159.0133196246,5.33858617947626e+48,2.41891380244778e+72,5.01570658673214e+129,4.33773389375974e-31,1.92295991687617e-31,1.99338779054455e-31,2.36295047973736e-31,2.2731318547027e-31,2.20769670960828e-31,5.78058439053294e-31,2.25763439957151e-31,2.58553006636178e-31,2.05505615890306e-31,2.03522864627767e-31,4.21956547305244e-31,1.8822793318229e-31,4,4481
2.16510033618354e-31,2.90126274071743e-31,7.7849662091205e-30,1.52470742198707e-25,3.20373864985456e-07,4.26739957433398e+30,7.53568961684409e+59,3.53136607643643e+111,1.25053878568778e-31,1.43556276207171e-31,1.84564259233181e-31,4.19798222644748e-31,1.29721806978075e-31,1.28507500722539e-31,1.2775357775157e-31,1.26090662675653e-31,1.671247250297e-31,2.38058963410347e-31,1.53852109229573e-31,1.2875746374484e-31,1.24970936737884e-31,5,4481
3.41994395715381e-31,8.69493864605272e-31,6.71540616126843e-30,2.96745613009926e-24,1.52965075312028e-06,8.30362549811206e+25,2.39620057252562e+55,2.82433246276699e+148,2.18833284561862e-31,1.84367547040522e-31,4.38014815937665e-31,1.97554182000605e-31,6.32059638593803e-31,1.85488255612355e-31,1.86179778925553e-31,8.47387516473105e-31,2.1276071425037e-31,2.92680151644088e-31,4.04798235338221e-31,1.43702305299093e-30,1.84558739885654e-31,6,4481
2.47652445739574e-31,7.72411791806768e-31,1.27091686667547e-30,5.20985194737556e-25,629407.236282888,6.35692788149806e+32,4.42342477739751e+68,1.08022017938227e+122,1.60525849616278e-31,1.62735965759349e-31,3.72154325665945e-31,1.92097196091221e-31,2.29065675305314e-31,1.7161079296916e-31,2.02421157179231e-31,1.94250635698296e-31,1.64068974319151e-31,2.34533846457413e-31,4.0917118012942e-31,2.69477854294749e-31,1.8696788817223e-31,7,4481
3.12116974974088e-30,3.49813893459802e-31,1.16800193620034e-30,8.4409240492275e-22,88.17229995746,2.83736146998918e+24,6.90644980494885e+53,1.57388404144715e+125,9.89097250711244e-30,1.55166245341877e-31,1.96768420429869e-31,2.91607250475564e-31,4.42602186517322e-31,6.53528480543839e-31,2.76320572352403e-31,1.62137170350202e-30,3.10187878427969e-30,2.16511822213641e-31,4.48615711450669e-31,1.55590326317164e-31,1.71770342065611e-31,8,4481
6.93328093752175e-31,1.14239296744139e-30,3.35823987485699e-31,1.96416289815699e-25,8.31536912839768e-09,29149670517364.1,5.51337795588262e+67,2.1234262938701e+123,2.84355293231772e-31,1.33778922899684e-29,2.18020496359418e-31,1.51680385597712e-31,1.52278019926832e-31,1.57548200756326e-31,3.83438843299048e-31,2.3188996830059e-31,1.89108934518286e-31,2.48754715464503e-31,1.76434320784371e-31,1.48864965511596e-31,1.46845224934172e-31,9,4481
2.31843145074052e-31,5.74256426271649e-31,1.08553069558555e-30,6.35440159278426e-18,1.68330895585825e-10,3.55969628574856e+34,7.17400934701383e+70,1.34305237387832e+121,9.31779761749927e-31,1.88605612923679e-31,2.37275429712085e-31,1.71910045033056e-31,1.97168825567218e-31,3.15575597496389e-31,2.4125370084174e-31,2.57740393343073e-31,1.90819676500848e-30,1.72165008671366e-30,2.47775240715952e-31,2.40613421190127e-30,1.68208591283279e-31,10,4481
