"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
2.2737721619702e-34,7.08140088881705e-34,2.65248927919226e-30,1.14084264859724e-21,106756220461873248,1.07497352801329e+68,9.12960143261285e+139,2.36801178333299e+271,1.7811987876074e-34,1.69590484866446e-34,8.01913345741427e-34,1.05351074703806e-33,1.86803389062044e-34,1.80001674949984e-33,3.45563617963258e-34,2.11064514351205e-34,2.35783193806073e-34,1.81266969764957e-34,1.98121793353955e-34,1.70808000671357e-34,1.8817114456155e-34,1,8446
2.25155941580796e-34,7.94058663857442e-34,4.80851415016032e-33,1.2520346923493e-19,197541.375461504,1.17735906497014e+80,1.74990684149602e+167,7.24505875999497e+268,2.05952515493901e-34,1.35560311583347e-32,1.97662409507768e-34,2.7198977108005e-34,1.95296984887126e-34,1.93129160160152e-34,1.90048177258391e-33,2.07685158399126e-34,1.40158761797382e-33,2.30371259413311e-34,2.37679921821212e-34,2.01329409029308e-34,5.67895297061115e-34,2,8446
3.00018964379304e-34,2.30056488951355e-33,6.30073172940064e-31,2.05762859660644e-24,5.23296677408416e+21,1.50874097987136e+97,7.39624946422852e+158,7.12140861661744e+276,2.20468765334206e-34,2.97423296954113e-34,2.75061086209638e-34,2.55488742058332e-34,2.43596373095605e-34,2.23359511834781e-34,6.82083085160008e-34,2.26296536654135e-34,2.21074281245993e-34,2.23991685385309e-34,2.8387033621469e-34,2.47824949992824e-33,3.91252899310263e-34,3,8446
2.44179204085906e-34,3.58610451967563e-33,5.65686495843008e-31,1.7653993787603e-19,1.91131739490024e+36,4.73672043128626e+94,1.34010374190913e+165,2.21889104017029e+251,2.29023702806e-34,2.78306405910367e-34,2.486095384639e-34,2.40029699416465e-34,2.41315956600927e-34,3.35988267817895e-34,2.98050846364379e-34,2.60491989140994e-34,4.01570490042544e-34,3.55017475440875e-34,4.7669037915513e-34,2.9115849955886e-34,3.13312238935147e-34,4,8446
8.02361115733461e-34,2.47397855300192e-33,1.32855117857266e-32,1.41273077087611e-23,8.20778382664771e+38,2.16635068023165e+83,5.61303188125873e+152,4.35834949817545e+243,6.06765300533626e-34,2.09785871457685e-34,3.47649994730942e-34,2.22003152302406e-34,2.09191811306162e-34,2.49527309380571e-33,2.57644251315246e-33,2.53232931985327e-34,2.58279690148981e-34,3.34427038827566e-34,2.18786636899018e-34,2.35433198968707e-34,2.0764063318271e-34,5,8446
2.00694607218188e-34,6.22209810072569e-34,2.70975624213748e-31,9.82346915927988e-26,611828490978122,1.95097039251188e+75,1.14328058059695e+153,6.52170299072589e+267,1.28161433176723e-33,1.95574329279754e-34,2.26919903575603e-34,2.03993668997111e-34,2.16632837314703e-34,2.09134805508712e-34,2.76200965408946e-34,2.32930648864495e-34,9.16802840065587e-34,1.98041459830826e-34,2.06611209528772e-34,2.06019065067017e-34,2.00505923068981e-34,6,8446
1.13199045729731e-33,4.14463671805919e-34,2.80267917735907e-33,3.3283785024683e-20,3.40325786115312e+20,5.04021487542134e+77,5.93097841726509e+155,1.94720087647436e+250,6.60071707267606e-34,1.31903677896357e-33,2.1514742305287e-34,2.50090635686666e-34,1.93910350515895e-33,4.7343165719692e-34,2.52614150077739e-34,3.61814572034261e-34,1.85149669979204e-34,1.87744793543312e-34,1.86122062642239e-34,1.86067953942165e-34,2.13824012714443e-34,7,8446
5.78982970402329e-34,2.50865390039486e-33,6.18158163987226e-31,5.09036494769719e-20,515872484616047744,1.57360959707506e+81,1.6252676200165e+171,1.70659819889228e+275,2.51445570710149e-34,2.42505075546547e-33,3.70320499179172e-34,2.15558313908556e-34,1.01955365573272e-33,2.17022181940576e-34,2.24267146199261e-34,4.38437216731705e-34,9.05612525866419e-34,2.16480724197075e-34,3.70667511993057e-34,3.85650367828988e-34,2.87270956009123e-34,8,8446
5.00152662874104e-32,2.71284969562159e-33,9.58614627820976e-32,8.52681470416395e-18,2393847900266332672,1.7976469897267e+71,2.64255522067445e+172,3.24980888421969e+270,4.36383436834278e-34,3.81191920944725e-33,2.43073950413338e-34,5.36540556993176e-34,4.03779635897642e-34,5.54049068956526e-34,7.31321642615789e-34,2.73057519216365e-34,2.4598120177257e-34,6.17547987064068e-34,6.12354579702587e-34,3.82407780463124e-34,7.01544884595285e-34,9,8446
2.0316156373323e-34,1.66633059556966e-32,8.60698297856704e-30,1.39295502012281e-20,1.92457468189338e+20,2.69259524608629e+72,1.20225790032384e+164,4.17878053257955e+253,3.4363282800103e-34,6.46038145820536e-34,2.18249562019925e-34,5.93538019011344e-34,2.20542202200574e-34,5.69738404864493e-34,9.22017950489435e-34,7.6768414668659e-34,4.09737572494987e-34,2.28030921038818e-34,2.672210297512e-34,2.76770400201576e-34,2.57805926449624e-34,10,8446
