"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
9.04081626013836e-20,1.22978054296001e-19,9.70380050753435e-20,1.21395670244019e-19,1.57838538857716e-17,1.63491540310531e-16,1.60751428484146e-12,1.61497113809809e-07,3.33783053892493e-19,8.76353060141856e-20,3.49341030694606e-19,1.76600822706199e-19,1.34214021655465e-19,1.10804147122742e-19,1.42639790415072e-19,4.01600861041228e-19,3.03188847042167e-19,9.24567286120973e-18,1.35490733645817e-19,1.01392122947993e-19,8.69874410137953e-20,1,355
7.81935217631865e-20,8.07464027271665e-20,6.81682875329528e-17,1.02089888867422e-19,4.04760899311947e-17,7.3845513561027e-15,8.70189235128889e-10,2.03429129212769e-10,1.08117690843422e-19,1.78624419235175e-19,5.51319507633423e-19,1.32036879734996e-19,1.17647548355403e-19,8.59765394614836e-20,2.15632280708699e-19,2.49103167554488e-19,7.9543159250638e-20,7.83558616613747e-20,8.38652081741136e-20,2.2210969552293e-19,1.23170773950504e-19,2,355
8.46223995176375e-20,6.16339604488632e-19,1.04675241090285e-19,4.39923268321059e-18,4.1089386896304e-18,8.28892813951648e-11,2.58604979388858e-11,1.02929333994055e-10,8.44029724653242e-20,9.08429793023776e-19,1.57156342504115e-19,8.49623403926358e-20,1.05857722675624e-19,3.62555128803422e-19,1.04137211879722e-19,9.57807787384433e-20,1.22719344416278e-19,2.46440456082843e-19,9.0386423312671e-20,9.04298208678733e-20,1.11791440510381e-19,3,355
1.59934285899087e-19,2.82804317933128e-19,3.48928447251683e-18,6.11773107054075e-19,7.26562231267785e-17,5.8771828178582e-17,1.68057994755959e-05,1.21037923286553e-07,1.63028954036828e-19,1.28566703409564e-19,4.53704178473832e-19,1.29839369528276e-19,2.38631946443891e-19,2.00764815984159e-19,1.96454107153164e-19,3.20415474680215e-19,1.35191287392851e-19,1.38677888451286e-19,2.86362143769241e-19,1.65865932588109e-19,1.30187552858401e-19,4,355
1.02538006254282e-19,7.04048368080701e-20,7.05413071558741e-20,4.08886667097729e-19,2.18652512506709e-18,3.48029209869784e-17,9.24212059794651e-15,4.90718193375928e-09,6.69691625442545e-20,1.0146553670911e-19,7.08229866747029e-20,7.00348083146207e-20,7.35210934451556e-18,8.02336351148608e-20,6.79031096374221e-20,7.099010266343e-20,1.03297041838546e-19,6.73152449771232e-20,9.53467814381552e-20,4.10870911434066e-19,6.69873671023707e-20,5,355
1.03237546551111e-19,1.24739494256562e-19,1.40381751043568e-19,1.77859092540091e-19,2.27165418334229e-18,1.5957714750819e-17,7.76143343059737e-14,5.40000491507293e-08,8.6547920401033e-20,1.02106451892524e-19,1.09807907279016e-19,7.42392538261138e-20,9.99801950980671e-20,1.81214627185933e-19,7.54374638194314e-19,1.16955476885017e-19,4.62385069068181e-19,7.37274441106851e-20,7.56573843225567e-20,1.99360402388415e-19,7.72043536308981e-20,6,355
1.43003042059892e-19,1.14699240369225e-19,1.28834621083486e-19,4.97346504929009e-18,1.05521822024768e-17,3.01503526722483e-12,2.82368757227521e-15,0.0155068852087372,1.15085709765501e-19,1.27944670097165e-19,3.04784133554773e-19,1.60636019675998e-19,1.13845777076528e-19,1.15958861297147e-19,1.60373406848481e-19,1.19321409120238e-19,1.32530839322575e-19,2.80604944797092e-19,1.96969304581813e-18,1.19607877280845e-19,3.32849956535324e-19,7,355
4.86507875530856e-20,5.12517245960879e-20,7.12505753247999e-20,3.77256993256459e-18,1.64832788841631e-17,2.17575808510016e-17,1.66866986682423e-10,7.36091538001241e-07,4.86152764240115e-20,5.45079915895162e-20,6.97088183639863e-20,6.7835694141617e-20,7.91388541265901e-20,6.16830839324619e-20,1.36821488401986e-19,9.85301849855451e-20,6.98090738898036e-20,5.29146396371823e-20,1.34120210338651e-19,4.91470837008602e-20,7.22113872539482e-20,8,355
1.68843266807674e-19,1.3597329270027e-19,1.96937784421837e-19,2.44867341928223e-19,2.59885093468987e-17,3.70021662535218e-16,6.25425452492387e-09,1.97694899648575e-06,1.1455473777608e-19,1.05254928641237e-19,1.03199943429163e-19,1.48078075358129e-19,1.156308595013e-19,5.05489819070332e-19,9.22394472171393e-20,9.55091047049993e-20,9.05059581390025e-20,1.15782837280545e-18,9.1267174546948e-20,9.95950561793797e-20,1.06774703092349e-19,9,355
7.91890207091359e-20,8.78151194292265e-20,9.34588757792744e-20,8.70822070690364e-20,1.65249536262051e-19,1.27661206506222e-15,8.65120615335959e-10,1.92815477747521e-05,7.8970256912015e-20,1.11819993311788e-19,1.27254286816088e-19,1.54876854525008e-19,8.08908773893179e-20,1.35779563934355e-19,2.41340854417538e-19,9.29732109770306e-20,1.55786976482538e-19,7.88474200649446e-20,1.00764823740276e-19,9.12402172587052e-20,9.81769638812393e-20,10,355
