"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
1.95027105784375e-52,6.44561491377671e-51,4.04665599690409e-43,6.68685653242294e-32,21508234836.762,2.54849761671377e+37,1.58055425365999e+67,4.00863509174902e+140,1.38513743502304e-53,1.55823487825174e-53,1.29359414772243e-53,1.23215410248879e-53,1.23592208236206e-53,1.99584416500108e-53,1.6032073212687e-53,1.83047085748848e-53,3.41048165589283e-53,1.28040528587972e-53,1.23435973385493e-53,2.5602117442525e-52,1.23341745631707e-53,1,3158
2.03515342193104e-54,4.49287170274887e-45,1.78964441863099e-42,1.24696683243543e-23,4.62444636788208e-11,61677670848958.3,2.7494584030572e+86,3.36003192549126e+112,2.75214589119941e-54,2.18000613805101e-54,2.33879342755263e-54,1.92903045704511e-54,3.45024689077823e-51,1.91854205740753e-54,1.98969046145602e-54,1.96567206209338e-54,2.62727053693211e-54,2.36314773570906e-54,2.34843187587525e-54,1.99821110406135e-54,2.73124985450517e-54,2,3158
1.5119737543888e-52,2.65940137583568e-47,7.87102552263916e-45,4.27937840897206e-23,97336786199.4909,1.39422919505466e+45,5.1500841313765e+83,8.61821478685797e+114,1.1035263366938e-52,4.01434989416919e-53,4.10562293044826e-53,4.47828101434873e-53,1.01394727793202e-52,3.69595298034014e-53,3.85848342433371e-53,3.65145547011826e-53,7.52207728468886e-53,3.9143946027738e-53,4.10042554410615e-53,3.78673143530855e-53,5.73727883489084e-53,3,3158
1.00599911062612e-54,3.75573370866683e-51,8.13678105705708e-36,2.32627034771617e-34,506945692.763039,5.36926384156874e+23,1.08459399817826e+85,5.35881633338855e+117,2.21800937137052e-54,1.43131774606249e-54,2.22250293818813e-54,1.03268484939192e-54,1.00728644409146e-54,1.0778163413723e-54,1.89988175687096e-54,1.09488629492536e-54,1.28905699814285e-54,1.88376121073675e-54,3.13960665754071e-54,1.46145987579166e-54,1.07675621539953e-54,4,3158
1.96820206559568e-53,2.74964594835443e-50,2.8670032721973e-42,2.47891346094585e-24,3.44048366708666e-09,4.11252303261388e+23,3.3662122340391e+72,6.28991871726005e+96,3.39911573578292e-53,9.62398427872256e-54,8.74866717249311e-54,1.04491082809039e-53,7.64688066095427e-54,8.05495192390588e-54,1.21515015045804e-52,8.37329934284871e-54,1.75760546567455e-53,4.09831011708338e-53,9.21878649097986e-54,3.05605056907116e-53,7.05823671211958e-54,5,3158
8.30445966093062e-53,1.6055606723386e-47,2.60668158272339e-30,1.50629388713546e-29,10872666464196.5,4.77024637292886e+42,1.59318217848475e+65,5.27660830021719e+106,8.68798157705249e-53,2.67068696344467e-51,2.47893149614388e-52,9.60974663580301e-53,1.5088225030891e-52,1.42881635918503e-52,8.29642727107851e-53,1.230336592646e-52,1.30040834259e-52,9.79082548769818e-53,2.45614201511202e-52,1.03081059213252e-52,8.37988466039418e-53,6,3158
1.57662537777735e-54,1.21904599853234e-51,2.94509532363535e-34,1.31185934070509e-25,1372.9736628392,21827219183466061824,1.01457691977423e+86,5.56828905668117e+118,1.51812065009297e-54,1.53162758340563e-54,2.39341541972571e-54,1.91789596385686e-54,1.603635028833e-54,1.69119046208107e-54,6.40633913682186e-53,1.52732853061523e-54,1.61516030118353e-54,7.16666767547967e-54,4.24217806390728e-54,1.5069974096853e-54,2.35704736852238e-54,7,3158
4.09785650337049e-51,1.22912397173856e-46,5.96337832893358e-39,3.7487061076063e-25,1254909.28174063,1.30706745555035e+47,6.09957855984321e+83,1.96599372436973e+123,1.27103136314692e-50,1.07638503476366e-51,1.59064187309589e-51,2.35934081116943e-51,2.38620109409973e-51,1.21341835959763e-51,1.61463059433819e-51,1.069322986186e-51,4.87580860349895e-51,1.16006421933018e-51,1.12228643152849e-51,2.36996516772907e-51,1.29349291747836e-50,8,3158
5.15974490125729e-55,2.29960430189116e-53,1.42032430459217e-36,6.06041108055964e-17,845452.416828097,2.17355962053738e+34,3.9341147313454e+61,4.68860393363346e+107,1.66508594896326e-55,1.31772762224536e-55,1.33566016535753e-55,1.45356460377025e-55,1.58834915177629e-55,1.66990344839764e-55,1.35959065256108e-55,1.43011271780272e-55,2.11754123035843e-55,2.74806063018102e-55,1.32411973929417e-55,1.30513945190305e-55,1.33577258302794e-55,9,3158
7.81857009036823e-54,1.453621616468e-50,4.62279995268511e-31,1.4802594838731e-27,16696758659682682,2.31199903942071e+30,1.17941127306887e+85,4.06048968467633e+116,2.80620934551489e-54,6.28753968401027e-54,1.27844588554939e-53,1.78359281774209e-54,2.30567884892169e-54,1.7629667757175e-54,1.36144372559101e-54,3.06743309206768e-54,1.41075651249546e-54,1.82220229957252e-54,1.78215720801781e-54,1.35026925763273e-54,7.44208940633031e-54,10,3158
1.85199844715118e-52,2.33116907352516e-47,1.33902270384965e-39,8.30514974940346e-28,1.65924785184616e-10,7.68824687408542e+20,3.54812309954639e+75,4.66885035662931e+116,1.00490085430387e-51,1.31933385539785e-52,1.10539586135545e-52,1.06323179772046e-52,1.9590865590508e-52,7.81418138160752e-52,1.2943807672341e-52,2.48440523190079e-52,3.61498815371017e-52,2.0792378228477e-52,2.37537787916201e-52,1.2987470211027e-52,1.05928736527161e-52,11,3158
4.88356263306491e-54,8.54763039159806e-52,1.84521669376529e-41,3.11258393140166e-11,4.24545932724368e-10,6.91200320023198e+27,3.14051649622405e+73,1.21740405329289e+123,1.0142882667809e-53,6.57543579550985e-53,5.03476120787689e-54,4.66861107596042e-54,4.35249245301584e-54,4.2065643068748e-54,8.44792688251934e-54,6.35526068886038e-53,4.37133040616567e-54,5.11021477669576e-54,4.33531480686712e-54,7.80343123728353e-54,1.02771129990213e-53,12,3158
3.08276240166325e-53,2.7033871629251e-49,4.89285308575088e-38,3.92011533137512e-25,1.59330973407638,2.87809843243955e+32,5.1327591699062e+65,2.02087640961964e+125,3.15132054557182e-53,3.51456812240798e-53,8.35989103391032e-53,3.54820214859853e-53,3.44449769696067e-53,5.84449944139768e-53,8.33397061659623e-53,1.58713171567206e-52,4.26564970948151e-53,3.11587195572377e-53,1.02827423349677e-52,7.35688352466802e-53,3.13065625539177e-53,13,3158
