"(Intercept)","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X3","X4","X5","X6","X7","X8","X9","sim","n"
6.0006867472023e-48,1.45714615202948e-39,1.36742103998567e-47,6.94034547513262e-48,8.74907675445864e-48,7.98445963794336e-48,6.14524115711066e-48,2.04280824025951e-47,6.9594946800453e-48,1.03028661624618e-47,5.92763753116995e-48,1.47921226787262e-47,6.17856084574235e-37,9.38216949337741e-48,3.35857379163907e-17,14810102870097571840,2.27828025769705e+26,1.37815034822941e+76,1.21778063911459e+111,1.35703135892585e-47,6.25901504397922e-48,1,2000
1.19214632832257e-51,3.36128676967526e-44,8.80415758654016e-52,7.56268279480709e-52,1.49648387652401e-51,7.18124744622927e-52,7.5527631549888e-52,7.25938615950471e-52,9.64321161364908e-52,7.33991470189661e-52,1.71039091919439e-51,7.23122173280286e-52,1.84236284903916e-38,1.26090460441155e-51,2.70475379708897e-23,17848900625.4069,1.5274024223176e+54,2.54021005979686e+60,2.240170792296e+105,6.24776048426006e-51,1.59138280604394e-50,2,2000
1.6462327862986e-49,6.42500172157989e-41,1.92500607604779e-49,1.30651435929227e-49,1.25997254000361e-49,1.87827024331371e-49,1.19976048430648e-49,1.31434621736347e-49,1.22991096190904e-49,1.88141632974699e-49,2.66928920106986e-49,1.17133045272928e-49,2.9388180979695e-35,1.24829874604225e-49,2.42948201040638e-19,797266177.915654,9.10376304277013e+39,2.51427382668843e+66,1.84492180694626e+94,1.22116428245207e-49,1.26638659518586e-49,3,2000
2.16456931588941e-47,7.81514737279939e-42,1.8992939583837e-47,2.50769783294251e-47,2.93488043738416e-47,1.88775419841476e-47,3.30060709484628e-47,1.20280727114716e-46,1.90976023620082e-47,2.62002827731662e-47,1.37057702759233e-46,3.32306930088422e-47,1.07378355479542e-34,6.2216908203784e-47,1.41283853026939e-23,9604818.54984606,1.42288376006463e+38,9.5108104672173e+54,7.94659183041377e+81,1.90232709890716e-47,2.20038346429685e-47,4,2000
2.93238022676581e-48,3.80912289123983e-42,5.98747113370443e-48,2.76101453698905e-48,5.40473637983079e-48,3.51576585763223e-48,3.91054066064136e-48,3.17115605238441e-48,3.76766711806846e-48,3.1974461136189e-48,4.93996405333069e-48,2.71436489744151e-48,4.44817994622063e-41,4.3279807097197e-48,2.36236121064105e-23,397146653.755681,2.5525961458093e+37,4.07560602467483e+53,2.94210093039572e+103,7.38342488378607e-48,3.94022545685593e-48,5,2000
1.14694384336055e-48,9.0787853036608e-44,1.14929765681587e-48,1.03595639653454e-47,1.22624351529159e-48,1.25027539178283e-48,1.19646583346343e-48,2.44729101035079e-48,1.16472164532218e-48,2.15326459936542e-48,1.42958691208772e-48,5.37382398835988e-48,1.7193316785043e-38,1.99257511710201e-48,1.57805559643681e-20,25777239897315992,2.89304638219236e+31,1.63065416184802e+66,1.97375220684874e+104,1.47455504843382e-48,1.14795586661756e-48,6,2000
9.14011112679184e-50,1.13529574940094e-46,1.01120613142877e-49,9.1065448938649e-50,9.5630630817779e-50,9.09651462051402e-50,9.10108356438028e-50,9.03566596198328e-50,3.037104132377e-48,1.00487898900801e-49,1.21176007857046e-49,4.10448670279196e-49,1.73267184592012e-36,9.03606476835593e-50,2.60975334973456e-27,5878994116.78541,1.84763412762233e+30,3.6156747972193e+62,1.41230809506083e+91,1.3124438641787e-49,1.65796757148574e-49,7,2000
6.19390102379745e-48,7.77868503563223e-42,4.98629484769101e-48,1.3436827188454e-47,5.68626614206908e-48,1.31222611693297e-47,2.62923016177669e-47,6.16305734151407e-48,5.22722895770028e-48,5.57111969542498e-48,5.33309034425242e-48,5.02635011467626e-48,4.0773634615568e-39,4.38122231727832e-47,2.28357173012982e-30,914371.370917294,3.59954885325661e+33,4.17961652416563e+64,5.35783910795609e+89,2.30835059629228e-47,7.7036780616997e-48,8,2000
3.88688205253351e-48,1.3632169154142e-39,7.38616022440642e-48,1.75853686752811e-47,4.10614078965414e-48,3.90924349984497e-48,5.97577570723641e-48,2.81016549144202e-47,4.06835367049785e-48,4.13446089543439e-48,3.86610758318328e-48,6.32116490269411e-48,1.22964851369386e-38,4.47503525611173e-48,5.55825621831914e-18,36142500171.202,5.83795303135914e+38,1.62065904080078e+63,1.07822253523134e+89,2.12484202953204e-47,5.17760434694684e-48,9,2000
1.31713465672453e-46,7.08769239561229e-42,1.6654837107802e-46,2.23719643180371e-46,1.89269893588203e-46,1.46802960568351e-46,5.46629227472192e-46,1.76683083071996e-46,2.76441331767117e-46,2.54150043262541e-46,2.54765019710761e-46,5.0309190469061e-46,7.67196192342319e-38,1.33805005898926e-46,5.02965822256343e-31,6808045992964812800,2.51138036894134e+44,6.22672740289716e+77,1.15516458202621e+95,2.32964210282112e-46,7.85228638536296e-46,10,2000
