"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
7.65438263787967e-36,3.26213795164028e-35,6.16064775048342e-33,2.73843590472804e-31,4.36471849344998e-28,4.81916066235093e-15,6.07316899691244e-13,0.0851361331094567,7.74607991674662e-36,8.55959764265392e-35,7.54427216135971e-36,1.1290379640846e-35,7.96139633417099e-36,9.46653973480774e-36,8.67463073419472e-36,7.54951869056175e-36,1.46761712163854e-35,1.05386698809546e-35,2.09149626399838e-35,2.39486270804287e-35,1.00754607730228e-35,1,585
2.89912010958081e-37,3.11815549901308e-37,8.7274640749288e-34,1.09982792392033e-27,4.10514233857606e-19,3.291960094835e-21,6.09285357205266e-19,1.85088158858095e-10,2.95503675982496e-37,2.29705582549985e-36,3.65043392175396e-37,1.51273902090291e-36,2.91955445033006e-37,2.92014505816846e-37,2.88102828048134e-37,3.74546685226258e-37,2.95347866964757e-37,3.05978530650566e-37,3.67615486565488e-37,3.54738225261182e-37,4.04950379783618e-36,2,585
2.1240752676099e-39,2.04921335949798e-39,6.72898307706865e-38,2.05091454406927e-33,1.067545494061e-26,4.41674242752844e-28,1.36337294036416e-10,7.64498845013442e-06,2.69254449253133e-39,2.49327386669771e-39,2.36329435834738e-39,3.01425138749678e-39,3.00211603270259e-39,2.41192330357131e-39,2.03396240204799e-39,2.53965495342495e-39,2.04009635032692e-39,2.04244455200618e-39,2.54356595721718e-39,2.32910192125395e-39,2.08976880911884e-39,3,585
3.76772893575153e-36,4.22615033666515e-36,1.51300602982188e-32,1.14439127855318e-28,6.3232560504226e-28,1.96729505416647e-24,6.04385505735787e-14,0.00319952270393313,2.3038629822638e-36,2.48469005030486e-36,3.02010926787171e-36,2.26850604610338e-36,2.65309345718678e-36,3.53528969060529e-36,2.76829607277177e-36,2.49796555577404e-36,8.7674792902871e-36,2.83936540329207e-36,4.16895354305127e-36,2.79639516130652e-36,2.39601633009028e-36,4,585
1.17057677331884e-35,3.18623001227673e-34,4.54508636705048e-33,1.60324413521849e-31,1.67551359552202e-29,6.11881538304406e-20,9.94840693283931e-17,1.90989652705581e-10,1.74023264482307e-35,1.14806158764915e-35,1.23378162023761e-35,1.37807280941256e-35,2.55074099152488e-35,1.7026642192268e-35,2.44104194015006e-35,1.36331171314513e-35,1.51203369375823e-34,1.43710235888271e-35,1.2711306292854e-35,1.46056903114046e-35,1.45827987485944e-35,5,585
4.26086073760488e-33,7.38723626427478e-33,7.76095230672949e-31,2.51835339550971e-30,2.1836295596659e-23,1.99467282759296e-14,8.68163056935926e-07,3.86706069958941e-05,6.41218948805502e-32,1.09491540426992e-32,3.31317747382433e-33,3.06467471240626e-33,5.58849670015398e-33,2.54337417720957e-33,3.20015857575175e-33,2.48225642268681e-33,2.43934880420061e-31,3.30783730723921e-33,5.08707244391183e-33,7.76082234893634e-32,3.50530196223724e-33,6,585
3.46643818456015e-33,1.02660457773032e-31,7.81932803587965e-31,8.41914731101752e-28,1.2381651331716e-20,1.05435283829209e-13,5.46369973646223e-16,3.0379844403053e-06,3.33015970813349e-33,3.52959099909696e-32,2.46746629047139e-33,3.39260139752038e-33,2.27347914216774e-33,2.31390680717736e-33,2.260836883819e-33,1.92244748665041e-33,1.68875245583856e-32,1.85522220657061e-33,3.65450770538552e-32,3.90481434521582e-33,1.8503877805505e-33,7,585
1.78779940732102e-34,1.59902046844231e-34,5.67175248236338e-33,2.91898055330238e-30,3.81294830378609e-21,2.3582659314159e-22,6.75726340813634e-05,1.12945998141767,2.81933012747767e-35,5.3207663399095e-35,2.57161202616817e-35,1.79088132609321e-34,2.28304809184171e-35,2.53698768522328e-35,2.36094860872034e-35,2.52610578032721e-35,3.05534214999836e-35,2.63354464821896e-35,4.49321892996273e-35,2.31810170273811e-35,2.45267373494496e-35,8,585
8.97006469637964e-35,3.652744773564e-33,2.00220884667633e-32,5.03894067318269e-29,2.22611455675076e-21,4.48980899818929e-21,3.54367607287676e-06,29692.3233455448,9.77276236254366e-35,1.41556262397332e-34,9.21323947237142e-35,1.20408392591202e-34,1.14163761379579e-34,8.44862823690407e-34,8.93532650391409e-35,1.67339651511373e-34,2.02468732681766e-34,1.66517136403357e-34,9.36202440437818e-35,3.22028306273665e-33,9.22344645310208e-35,9,585
6.16675397836426e-33,2.97529255986557e-33,4.60021232515704e-30,1.54048053849242e-25,1.01747018007973e-26,2.37910378437695e-18,3.9231006064782e-05,228260794.806977,2.53702890935529e-33,1.19803687474862e-33,6.19280225061135e-33,5.29539401670245e-33,6.4881886873018e-33,6.8786803603043e-33,1.24593342842677e-33,2.64871433203828e-33,2.12130035453519e-33,1.36026980220852e-33,2.19390389738473e-33,8.34745751916284e-33,1.58864215297427e-33,10,585
