"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
1.33982885883745e-27,1.03267361926769e-28,5.01628930450898e-28,3.81941700269208e-26,7.60859467474168e-18,0.0111677796871931,7.23977224883142e+21,7.30992043714792e+27,1.02287057222078e-28,1.6628308223931e-28,1.02943370659517e-28,1.20867145641521e-28,1.20065414359829e-28,2.3974204723231e-28,1.61932907383342e-28,1.42731150797088e-28,5.11324576943176e-28,1.26719567270475e-28,1.04172890689056e-28,1.13327166215686e-28,2.2806130146152e-28,1,2154
1.48324458981091e-28,6.04101941787247e-28,4.54649728917563e-27,7.17422820030622e-26,7.11216156390886e-18,7.52658972654586e-08,5.8163774027229e+32,2.51031160323799e+48,5.20209278846738e-28,1.50301643775473e-28,1.48780115078823e-28,1.84718344404463e-28,4.5435514271885e-28,1.7408686944387e-28,1.48522947043321e-28,6.04887438874286e-28,2.40784507725897e-27,3.27957842546815e-28,1.86288096610588e-28,1.92385710391641e-28,2.5584664277735e-28,2,2154
5.47335789615286e-28,1.34591823903242e-28,1.22360377426295e-26,6.2678647119909e-27,1.57200268459056e-16,92.2956012115929,6.46032714691446e+27,3.77061055025339e+42,1.82019454385454e-28,1.47157278053909e-28,1.37313166015826e-28,1.39529393500626e-28,1.34831421755812e-28,1.36523186959966e-28,1.47324436931919e-28,1.72360435273534e-28,1.38673267859149e-28,1.37382205666976e-28,2.50588798412163e-28,2.4629735834479e-28,1.60771350095931e-28,3,2154
2.43681581335892e-28,5.12219375785632e-26,2.20752313485006e-27,1.28896895577034e-26,2.14260850978771e-15,31198728.1324829,1.17118793860094e+25,7.83634868593474e+44,3.73696275828893e-28,2.6360739377708e-28,2.30704771245482e-28,2.58755716065054e-28,1.79543882241978e-28,5.68635423978592e-28,1.92276288783023e-28,1.4534747479717e-28,3.10125182998679e-28,1.6113806708044e-28,2.12434707404598e-28,1.50035543708465e-28,1.62376922312214e-28,4,2154
1.30785351947473e-28,2.84725866499958e-28,1.59906367039693e-27,3.11191071526875e-25,1.33884767606157e-12,1.43591050056321,3.9444022248442e+21,2.07766193412756e+38,1.61546770350339e-28,2.32642762851675e-28,2.87138336492485e-28,1.32119610022877e-28,1.83986528261879e-28,4.58896260903049e-28,3.80597930437594e-28,2.17725539013805e-28,1.30831375328645e-28,1.31147765439784e-28,1.34931987279322e-28,1.61399243083747e-28,3.18583870689305e-28,5,2154
3.46329772992807e-28,1.069931171789e-28,1.36694720409509e-27,2.06357573014957e-23,6.98713395707859e-20,381.997128869572,2.57318334781318e+24,1.49390819511133e+38,1.32111658300664e-28,2.57525267645825e-28,1.12286347789997e-28,1.32474136394533e-28,3.69469656473722e-28,1.2265930937531e-28,1.07628246592513e-28,1.59606125950127e-28,1.09601526593137e-28,1.13850316066387e-28,1.28516279257921e-28,1.61152800569759e-28,1.07603161850335e-28,6,2154
1.98310790388099e-28,9.89562379545612e-28,1.13666282156464e-27,2.52657301418641e-24,5.367906640439e-15,3.16830542720116e-08,2394735283078308,9.28034388539619e+44,1.3304087579326e-28,2.03279105597267e-28,1.38313539958993e-28,1.46835982729604e-28,8.36474672398718e-28,1.89664427837676e-28,1.36809276167345e-27,1.82635616635639e-28,1.6827057833494e-28,2.09314493974564e-28,1.26962677768473e-28,1.2825525678069e-28,2.13779231468741e-28,7,2154
1.6130981197821e-28,2.3719295551987e-28,3.45623023051727e-27,2.63139203666483e-25,3.18261912044197e-18,999739.321717542,31669003205720170496,1.32637885915771e+54,1.64086150586196e-28,1.58277447126383e-28,1.95891468065195e-27,1.46085967553336e-28,1.83665669396288e-28,1.46233366599175e-28,1.10456851823432e-27,1.63916318694294e-28,2.85098508754283e-28,1.42112114723763e-28,1.55707330190666e-28,1.57042953532736e-28,2.854683869132e-28,8,2154
9.03895057638869e-29,9.14361703472641e-29,9.75589816575145e-28,5.10442165904983e-24,1.17838973379678e-21,4.37912315324504,2342658205182.44,6.85106046525759e+33,1.09647566648888e-28,1.20529994818122e-28,9.25090177702647e-29,1.18654558629754e-28,2.66220815827082e-28,1.58720817563914e-28,1.1667459584981e-28,9.44155542384697e-29,3.26690173928626e-27,1.20218472901979e-28,1.04733265502912e-28,1.00887802404391e-28,8.99681437798899e-29,9,2154
3.18581414717353e-28,9.22518381227131e-26,3.02405145107322e-28,6.25921488304407e-22,2.89674489000854e-14,2.26645974006437e-05,2.05538119480954e+25,6.79845665770057e+53,1.80221480842272e-28,2.5831451567325e-28,2.54609223864438e-28,4.58559331427895e-28,1.95458670573387e-28,6.88500242611652e-28,4.27081360027061e-28,1.61700276479908e-28,2.21614796256933e-28,2.1197691457996e-28,1.8964137935278e-28,2.80031523186396e-27,1.60765377840827e-28,10,2154
