"A","B","C","D","E","F","G","H","I","J","sim","n"
0.0785673487986347,0.983636173378191,0.947989772511498,1.68288380765643,0.938861217735863,1.45573703675433,2.02671896979176,3.57970801035094,3.93516604185453,4.39066111813767,1,1000
0.278122617744512,0.173652371622024,-4.07328951746134,1.96901472885158,1.19941808153488,2.42080964784897,2.79335401354535,3.3932175734173,4.02643225786057,4.61825543241854,2,1000
-1.7151549630588,0.800993298812016,1.4559500813181,2.11978108409127,0.388564743777871,1.87521641312598,2.92695553437353,3.2001062525918,3.73709324956227,4.3014175708866,3,1000
0.208181041063568,-3.79327217884163,0.320428757873164,1.37039454767197,2.39026196947937,1.62421215616858,2.22729507536695,3.25691056108289,4.00638597601082,4.54250929956024,4,1000
0.457986648058186,-0.477912319204466,0.509174798133042,0.41928862156525,2.78543138213792,1.11112394510945,1.78049156570857,3.32413864254952,4.16559410708677,4.32063313624909,5,1000
0.527460177462202,-0.450471267787232,0.0778911993218711,0.914833544554598,-0.0987129373969184,1.3300343329972,2.37563347143693,3.07986368956981,3.95665812074914,4.4277460860439,6,1000
0.128398871023541,-0.865211687457133,-0.510941838641556,1.32728369149232,1.73706034408627,1.18793425481068,2.37964421856422,3.35333115013518,3.91359001011565,4.21158079863079,7,1000
-0.199594803464624,-2.53900392366707,-4.44152624683297,-0.150494021976869,1.27745264686049,1.98339151062747,1.85930224503021,2.54835250035067,3.73519820166392,4.70651227203307,8,1000
1.19990950253531,0.0874393027005544,1.20418782925783,-0.835830924821844,0.887411009774327,1.64108787688235,1.58718827561671,3.32488074449112,3.72871560549608,4.50708834670838,9,1000
0.598632863285029,-1.52972359484796,-0.633734209058408,1.91171946368002,1.71753761580435,1.64714469149687,1.99867868434857,3.01923492127845,3.91125867717149,4.39681985306232,10,1000
-1.31400681882762,0.600990498806959,0.318208791596983,-0.72071673010773,-0.482047804613173,2.21520575292258,1.4976361762712,3.11668678191373,4.24581704409725,4.6005038194079,11,1000
-0.343159681887751,1.30226849270547,1.13393839599215,1.27434951354383,2.34471084419718,2.36970719703882,2.14946488839539,2.72719120382717,3.80029046832209,4.15646745173567,12,1000
-2.2862128494475,0.905547520673035,0.824498622618958,1.30662049203558,1.71364978030453,1.6703151088375,2.1386024583368,2.82814537723602,3.8580110825232,4.31276590993833,13,1000
-0.00414467801682632,-0.0347807228058751,2.33108884144006,0.392464045074787,1.48245602014081,2.09467738778767,2.18249181892236,3.15967275591172,4.14717777554628,4.40457735210133,14,1000
-1.66243305340736,-0.945950473742133,1.01515487465173,1.63416802297622,1.04348929501144,2.09498658442422,2.28441733919364,3.0984859931733,4.08447683978068,4.65104670598657,15,1000
0.963673763128663,-1.98712035714396,0.166097277064596,1.50142695525682,1.11113891933328,0.557016244332755,0.907377905338256,3.64676075726455,4.078449398422,4.60411402152042,16,1000
-0.654592466944695,1.62076985169245,1.59016066318513,0.611281369352015,1.55428557010868,1.9972859456093,1.264845822389,3.22221735006915,3.94815398443261,4.15963728333875,17,1000
-0.696245532231545,-0.762421410917689,-1.41416972161838,1.44756999674741,1.62761403660371,1.80287221811194,2.42079582335312,2.81343688397882,3.94042025871103,4.61411157846352,18,1000
-1.74667990028718,-0.956024709517187,1.47992215079211,1.36670037898248,1.18935688288415,1.34282200110816,1.67895382739062,3.19168515750974,4.16399224926087,4.57753717754305,19,1000
1.0589962664307,-3.84713059356466,-0.495274870033982,-0.091510744128821,2.25292529238081,2.54300225488983,1.41869578575672,3.24928193207619,3.69227583583718,4.19315414699082,20,1000
-0.469765301873417,0.568605237822229,-0.221747831850756,0.286204767038177,1.30222462417557,1.88422593977976,2.2465162794148,3.22057326618962,4.15751858988248,4.54580573408496,21,1000
-0.585731149847571,-0.191643352011249,1.40205445026427,1.27970657188944,2.60836655700908,1.76683892155249,2.47161804191829,3.33702026074896,3.92867333169915,4.42362066596536,22,1000
-1.1422765981187,1.17828905759894,-2.45232979155419,1.27366595526333,1.64657168401479,2.85930642872753,2.68323956262325,3.03965363332618,3.60509119559888,4.40847466456732,23,1000
-1.5518407034229,0.116891810031444,0.694491128932389,0.514923633026076,2.52344066900835,2.47408354879663,2.02869522965276,2.89759895869854,4.022434253748,4.32463390979874,24,1000
-0.357946945202891,1.83628183223181,1.20926571586987,1.94025519764102,1.08981245368773,1.4327721248471,2.71052911710082,3.140488697445,3.71191033617988,4.59201443420043,25,1000
0.241132396722606,1.10874456100808,-0.299177847651425,0.975857131151978,2.10099809483386,1.89134659661964,2.55851138203348,3.28553162380226,3.87839010782141,4.4148036573386,26,1000
-0.469910078054451,-0.695159418547289,0.167451390484522,1.93380153415885,1.8004497541232,1.12836359178978,1.61217712392159,2.99027426436692,3.87428361812578,4.31204982072075,27,1000
-0.289971966099103,-2.4075578607421,-0.910792737918284,-0.570479943157506,2.1576951511627,3.15755688757143,1.97494736843141,3.51851492427517,4.04133658855878,4.74667256163772,28,1000
-0.577715057099595,-0.280226483004919,1.2489315725404,-0.752531022351602,0.798646542575065,1.85166829253825,2.33307820140976,2.92813004794252,4.03075132608114,4.62213541249743,29,1000
-1.48193196702537,-0.657260565833648,1.39866379816087,1.20054931236346,2.66588596253402,2.36967018221835,1.11779899260134,3.06642354612979,3.8443604409525,4.50141351755475,30,1000
1.58693345329625,-0.926607005761212,0.392698046431573,2.25468780983484,2.62062411092816,2.41612305426629,2.72872412934119,2.96808224669267,3.79652293720138,4.58996837700337,31,1000
-0.741211235137908,1.57251205261104,1.43917534057401,0.749819341081071,2.21411266708794,1.16809034726339,2.02736288120939,3.2718377608563,4.33810365148622,4.43992923707536,32,1000
0.411385391029758,1.30035784296001,-0.290695381308139,-0.128164400120042,1.37031429997,2.13894637148212,2.38482562349804,3.52401230846101,3.97394325827835,4.48725373592262,33,1000
-1.77990700585607,0.582182771493626,-1.49902507952566,1.30272663045252,1.7848187911198,1.57052240021902,2.28876459029301,3.65714861572043,4.14184911582553,4.49515455926602,34,1000
-0.836465320772691,-0.854749601078785,0.38355592027735,1.76125927575906,1.39975245007058,2.15367497273027,2.24118358919811,3.44281547991914,4.0188586033713,4.40077166188849,35,1000
0.286777670031377,-0.670027165662985,0.574093458798616,0.740018323658635,1.04254452394577,-0.734906650511851,3.00365440077592,2.7704472818319,3.66645458841846,4.55855219736393,36,1000
0.287209747547066,-1.73242194476809,2.1285642883411,1.60253596604054,1.05832444991518,1.48731489765403,2.10468382542508,3.63419660939623,4.07832395472629,4.39518364407769,37,1000
0.984139885440074,0.572044256146004,-0.152935294204284,1.14447782881996,1.70403249448607,2.19174070030145,2.51393138794027,3.16143650784931,3.7917914829511,4.45143252391812,38,1000
1.13625453872392,0.74991360706062,-0.967843778688507,0.994484700634323,2.13604505668834,1.27352801196019,2.08692363964691,2.39250268822097,3.99266505450941,4.40656105171535,39,1000
1.4174820676216,-0.167369843884263,1.59362821242915,0.276524429385945,2.01314940276108,1.62920060169166,2.10851822129962,3.31653804064819,3.96842333858759,4.56570903433797,40,1000
0.165457490405142,1.14961127129387,1.11814777408152,1.38772924268103,2.23436784228521,1.58675074052358,2.08556891051066,3.10989600441871,3.67786506980866,4.38866295242943,41,1000
-1.83139670374171,-0.394252898931493,-0.699719449073448,1.5269994044408,2.03085646514909,1.26232351503331,2.51689360560542,3.44673432168234,3.89623987117486,4.53016701080183,42,1000
0.880081653647052,-0.777689633167233,-1.89532232516637,0.298208735508486,1.08667467184313,1.5808239550519,1.82757599892752,3.22381805868233,3.9670840085369,4.52160017376187,43,1000
1.64703784558437,0.51058131022957,-1.94823180974069,0.837218584147485,0.421236675980369,1.23726341046859,2.08696946115939,3.37893356351567,3.97076646859388,4.47706835560026,44,1000
-0.202685419612604,0.45793319205003,-1.44769520508387,1.17193407431803,2.6055363901105,1.90661235066828,1.99102622915125,3.15371125829239,4.0288082936359,4.18056786653269,45,1000
-0.571415820680583,-1.32654008623876,0.612881154474415,1.12379319024686,2.02211759149832,1.53195416943765,1.8818532287431,3.57180169316952,4.11769707700018,4.69525779313118,46,1000
0.145101432790929,1.16664949891686,0.527915203334208,2.04222132247211,1.93755667707943,2.61552863882081,2.43682485605552,3.18854938556466,4.05786335147634,4.52057492475415,47,1000
-2.82624641432189,0.682799244737584,0.00907268945010397,1.41912973276553,2.02334735384311,1.3293750401274,2.51460386900165,3.05160131604717,4.42169945859625,4.50037430903222,48,1000
-0.826774798509808,-0.274981015483492,0.421692199669909,2.25750546323748,1.54059236715403,2.05744089933302,1.59536228316232,3.61916939958994,3.60973477622499,4.38766629269506,49,1000
-1.59646064003323,0.741874146457674,1.91426072995385,1.55290889374201,1.99562996354293,2.50061580945228,2.85039290025574,3.30151454990042,3.88482478950561,4.39732014104651,50,1000
-0.115944047614447,-0.0815429342481376,0.554637645497614,2.07919815111942,1.458115361998,2.18401574995616,2.18118513796082,3.61472638909402,3.82596566419103,4.3585517798004,51,1000
1.01188180032685,1.0656586118743,-0.919958907425941,1.28891826722996,1.60488097642652,2.03504104137424,2.51114957479751,2.95844656747319,4.04710410464258,4.3281091772961,52,1000
-3.13376063133579,-0.884620712733845,-2.47260912310556,0.681721026647177,2.04839726450217,1.84892445317019,2.4645067616755,2.70681123278109,4.00670523784648,4.27145097475736,53,1000
0.44647897694093,-2.60241459586065,-0.52816820402501,1.19751854792451,1.24641266058196,1.67694909974881,2.82170316710453,2.82833853633915,3.83228523715027,4.4113697258923,54,1000
-1.94070804296391,0.703384513873164,1.76967507915156,0.705258528952577,1.8616770011257,2.63150324090675,2.27991625614876,3.23200411861224,4.11767403809842,4.43941392996786,55,1000
1.35438853900106,-0.847741715751249,1.75405083234153,1.07996062223703,2.1883362765723,2.16903241568706,2.3722903453745,3.19607975747514,3.72687832134992,4.19910866257607,56,1000
-0.910894475299279,0.18238529977618,0.913828804235535,2.03870602389437,1.70408619201919,1.10329341212189,1.61372454952706,3.09801825330091,3.68646858186615,4.28239870422769,57,1000
0.873537288110615,-0.0947771807100836,1.20189274450513,1.5806680366448,1.21575696209781,2.15275145673618,1.90813130237253,3.05639241162014,4.10362995807023,4.07629251656821,58,1000
-2.60324031053716,-0.493127183663704,1.65592944819109,-0.176564991343406,1.75640813056586,2.55684039722121,2.36208535856701,3.24712437805146,3.7192440493441,4.30296747736502,59,1000
-0.537063831246061,-4.06772217608276,2.40734359402941,-0.34501651257984,1.72663591622939,1.4808185313759,2.19624785792151,3.09376563705283,3.69997380457289,4.15981937001152,60,1000
-1.17666611772009,-1.58222728551573,1.80884779040652,2.13526225446266,1.80766305792839,1.28831912555012,2.49467410795972,3.08554848202861,3.88287022811449,4.40007085138971,61,1000
0.935785022448329,1.01986805888298,1.5314220838383,0.515286097382431,1.85747963015356,2.14840948104636,2.301109580377,3.0844583078443,3.71237456706637,4.14448165134456,62,1000
1.40167359325738,0.156773813424151,-0.241939728770887,1.17137679407868,1.41658496597344,2.53668689130588,2.29101260348243,3.06716543856587,3.99629367670443,4.418882436909,63,1000
0.318027347366732,-1.40051584558536,-0.0458508896357744,0.510036243787704,1.00716908737183,1.35986927935885,2.10228387381897,3.18771742629134,4.04242700511153,4.24764695007587,64,1000
-0.324289121096586,1.27478300937396,1.92967220047762,2.04166532043965,1.82563366731659,1.72211384904965,2.22073340733693,3.36773781023928,3.88025042156109,4.52995433676818,65,1000
0.559371586964269,-1.05453841205706,0.919474331488843,1.02653578206637,1.52960488785007,3.06050205967228,1.9863971712502,2.93396488113388,3.778905033451,4.51264412188438,66,1000
-0.888576969439402,-1.42585545586132,-3.16723936529857,0.482711897835485,1.66500133490264,1.46694490312388,2.57771158659848,3.37377821468263,3.90657024544849,4.50734262565113,67,1000
-0.1466888626863,0.586999556614045,0.769574049948841,0.494223538889406,0.351719866046335,2.35874693356012,2.27717068061443,3.16153600111532,3.89988649318429,4.44778146568938,68,1000
-0.191635661387958,0.63220823078548,0.384221186505868,1.30278186230716,1.09749529646218,1.14806845880331,1.83561772366089,3.21070756179777,4.04206417925735,4.41260506673281,69,1000
0.345165939227551,0.577521847374106,1.32456153994493,1.61023750493084,1.94007829474031,1.50574818273112,2.40428332693506,3.26511958448796,3.86491556857639,4.49625716194413,70,1000
-0.779070595358479,-0.254307080527074,1.2598595949951,1.15808966586434,1.8306574170324,2.19562634492132,2.46805192907739,2.90237580676129,3.91030473022345,4.34853318941634,71,1000
-1.62012414311437,-0.0498614857181951,-3.69648272380962,-0.419432967103385,1.72945402114674,2.14739525032566,1.79308329152607,3.40153251572228,4.03326797803845,4.44291588409184,72,1000
-0.527287801539397,0.378035894250909,0.553799201122948,2.05498467407934,1.40421478359037,2.40766314701867,1.82154360857314,3.18872398559019,3.9881490937028,4.41131355255644,73,1000
-0.387014123753994,0.216584818642667,0.146348945399406,1.99531617854609,1.8809479053396,1.54601324941156,2.7873375670128,3.0919175914092,3.90654943058016,4.46971355087178,74,1000
0.758904710092323,0.775000251881334,0.383149906859762,0.790434899744426,2.33841760825173,1.83013634092978,2.34351537272241,3.21963825210823,3.84452534038615,4.31810914406801,75,1000
-1.91936343970666,-0.261697814928966,0.293666896883505,1.01104417052501,0.435878328849198,2.32582714273427,2.63671917211858,3.31391780599935,4.07775475878447,4.53456835035369,76,1000
0.0672723350965635,-0.803936430558709,1.27358350468229,1.67816701906291,1.42028838298254,1.41148834664885,0.742947527477323,3.04132356980772,3.73111665394657,4.69679996830432,77,1000
-0.821994618508846,0.791130965714035,-3.32303014734824,0.744978267723695,2.11649771113303,2.06556868647452,2.26510022113899,2.81170168713215,4.06571213594338,4.24672329804087,78,1000
-0.0773929132199833,1.43679302297441,1.30141122969863,1.14023259947614,2.0053874090901,2.36055476196798,2.32697917723488,3.33675870165748,3.98138378733619,4.48238554572041,79,1000
-1.1911899134145,0.907119976163485,-0.155281475360457,1.12438585707778,1.55703682221134,2.05329345677484,2.38206068778641,3.00503352998642,3.85536508060058,4.3639363143278,80,1000
-1.34856593053604,1.1734522313367,0.827454895016786,0.657463236444912,1.75223168678534,2.33333654440646,3.02112256568642,3.66136210718637,3.84284897438077,4.27742383406188,81,1000
0.677981609589105,0.317977287267169,-0.184241823236713,1.49534678151128,1.34016488462912,1.51948045830475,2.72568380454728,2.88995783145002,3.97980153220751,4.22670087473863,82,1000
0.330215786262277,-2.34335522294127,0.970876403836349,1.08523704103254,0.122712608066816,1.83474659714293,2.18284615922096,3.2146358537681,3.9289788909232,4.32335802850161,83,1000
-0.257584143002723,0.305307893823791,1.48333622233594,-0.256185479944337,1.42693024903386,2.01277650197141,2.17717915219847,3.06248825692439,3.89495586746749,4.53145431384555,84,1000
