"A","B","C","D","E","F","G","H","I","J","sim","n"
-37.1062898104428,-33.0320880724075,-31.9774094065192,-31.3739181017954,-21.1018453893207,-24.2679574382646,7.15228928431361,30.2098443496702,131.916638638565,364.412447720867,1,10000
-37.4622219371754,-37.6864454657998,-36.6035486989203,-29.3172846184179,-15.1121335943744,-10.2104061021078,-12.7746361065479,41.8989314725268,141.952096912266,351.883825731947,2,10000
-36.9331120371753,-37.4760551066042,-37.0187842880082,-23.5144424572018,-25.8358799084453,-15.3881525501606,-7.13481606139476,58.0262479807657,177.251716638043,334.665021572328,3,10000
-37.120880583298,-37.3044825346901,-35.4700976298573,-34.1965934903296,-17.3844218328395,-15.5372070108469,-8.67490537918275,32.5739778112002,150.008250826543,339.727916148689,4,10000
-37.2647180026665,-35.319501850594,-28.3408747397011,-24.9698064735708,-24.1432960564189,-19.7723262071672,-14.0046551077071,54.5829627710409,152.935445733606,300.152235083873,5,10000
-36.4254088110474,-36.9801692132783,-33.5406663225654,-27.2578871908831,-25.1455177583753,-12.9628143458813,19.3037078234656,63.3452156075514,172.758471455201,283.781295027554,6,10000
-37.4210410308651,-36.7487859544258,-33.5606588095093,-36.6512953034653,-6.98837635600785,-7.97997165948118,1.08277796767288,38.2606453523695,188.658497245392,270.706573435365,7,10000
-37.4051653591341,-34.3354245857449,-33.0263889756779,-31.9801155718105,-15.8786282197057,-19.5389931255654,-6.04291675316153,64.6796092389959,139.426911215603,273.585329068617,8,10000
-37.453024965555,-36.527271414257,-31.1347344626324,-30.7929264876002,-29.3341979337742,-11.4485800672655,-15.8566131439125,43.8542492117608,191.98394354504,303.654291033137,9,10000
-36.899970941392,-36.3992126278158,-32.0923465745741,-23.3424234345762,-22.8018712119933,-16.9811449805452,0.128098387495811,45.5277480244354,136.153740139955,303.598929424782,10,10000
-36.5820926696347,-36.1352281760419,-32.5734252821217,-31.9135818264376,-14.4622549797314,-20.9414199536541,-6.29603163716411,36.0621725215883,158.835400748505,274.53296022807,11,10000
-36.6691729631661,-37.5431712022196,-29.7514772330878,-24.0534628722448,-18.1541115021755,-23.0235134682389,-10.5166303690057,38.2565261874533,178.053154388453,277.831541419738,12,10000
-37.4579678098016,-37.3948020453126,-36.1763698530885,-33.1432800231387,-16.8591399906663,-20.1912386796284,-1.50714639739999,42.5723358267123,124.853501126709,316.209768257123,13,10000
-37.6404494703306,-37.2347914718744,-35.0082467380757,-27.4694801950318,-19.7932672260081,-22.010887332226,2.91185436006981,28.8584371644374,166.359361166254,303.099610531126,14,10000
-37.5196324867397,-34.865254542638,-36.2802836019273,-30.6096819789441,-24.5057196154175,-17.4923339100264,-7.81173397595103,44.5894769639772,161.437273169139,296.301986012661,15,10000
-35.8072563658366,-37.493443083828,-36.9638654028231,-27.2842071752539,-21.5559813997565,-15.177437130038,-5.78579610271072,50.9536461511402,143.01951254534,314.491689097811,16,10000
-36.2927574425057,-33.4525674200177,-36.5239216538503,-33.5476478187707,-24.1949300138435,-17.5966174608479,-2.63022527476323,53.4987032719168,140.56679399535,314.747137509482,17,10000
-37.0604821474844,-37.5302909670568,-32.3607045547324,-28.9126334459038,-26.7858399626748,-19.6637251747825,-1.1163458272913,62.312126880272,188.295828806725,303.064335814464,18,10000
-37.4663456400549,-37.5675046505216,-35.7897613399932,-31.1507443578603,-16.1221815221515,-19.1214348465428,-5.35538946540146,63.1675206112036,156.102760417697,302.603694921871,19,10000
-37.6840087280402,-37.6888986636163,-36.5724521680413,-29.6382537803797,-32.4722055986745,-9.06232008515826,-0.521612735576582,74.4392568992607,174.717978528513,301.548393714981,20,10000
-36.1089644482668,-37.6130898117531,-32.583833132564,-31.5825866872588,-27.7702595770998,-19.3003463135751,-11.4696211058413,59.6906831807764,173.210442379122,316.358789689958,21,10000
-37.5643176305439,-37.3637528007148,-34.0110754742741,-25.5588793461602,-26.1073780028855,-23.3301544816795,-1.55328228509961,51.3632585546129,161.488807538016,327.320968842019,22,10000
-37.3412817214385,-37.1058650315113,-34.5992720099885,-29.2350339135464,-17.3943047928315,-21.8550204757994,-2.02747678651303,56.7339079955532,210.983414978225,328.147455375026,23,10000
-36.5918155145114,-37.5533382901417,-34.409685353583,-26.3770630689969,-18.8956137005644,-14.907327439942,0.499054972150589,55.2984826809434,146.715975081166,282.990354685205,24,10000
-37.125481867607,-35.2207508527795,-34.6346300586488,-22.3831702435141,-25.9003067807153,-16.4422681411784,-6.95594088860889,46.8188310172968,175.194596714777,291.089862271534,25,10000
-36.3940537747103,-36.22630383056,-37.5848826015899,-28.4769155889335,-16.3748053871032,-7.27259560213724,2.56331931703789,49.9872056542417,162.153616807842,291.989624350063,26,10000
-36.9455292316038,-34.7660915333931,-21.6194097115617,-31.5171173751255,-20.6175985441178,-14.2750728249025,-3.90296677090782,45.5912494319959,141.45155577357,303.149292983675,27,10000
-37.1746743123626,-35.6510717518086,-32.4855082103791,-34.2258493540148,-24.6239015170086,-15.9985472300477,-3.17978291971758,37.2369453381962,162.468560970354,272.740111872175,28,10000
-37.3498482881109,-37.6132868150203,-34.3572073371893,-32.2307698286209,-29.481176970527,-14.9402033596161,-9.51646311878585,62.5441003105575,179.944768072317,312.802698664567,29,10000
-37.4852612291888,-35.0614705903986,-28.7051350074557,-32.7289027084594,-16.4632724900589,-12.9438917252155,-2.84401619679329,41.8199170061603,135.904101241284,294.203556638276,30,10000
-37.5903461742778,-37.3218990395476,-35.5810506692756,-26.9740682341157,-20.2661588778296,-12.9949740267552,12.418152932813,57.021941337714,143.848404046517,280.176600978484,31,10000
-37.6664304100077,-37.633210714338,-34.0354595086833,-25.7671215062946,-27.2939037906963,-15.01416665735,4.58963999979915,31.0088478265279,181.862007781798,286.094432593391,32,10000
-37.4443960701665,-35.6485698978104,-36.0597961817502,-21.2649135572351,-23.6187588394391,-2.48767481840787,-5.12734710414679,47.6946851996263,153.645853467288,279.88408040784,33,10000
-37.1808015491515,-37.4690732646627,-29.1370892227942,-30.314057185974,-28.2885386637163,-13.4783060708373,-3.13124331360859,38.8444296628049,170.31576570771,304.023066498882,34,10000
-37.3415962651388,-34.9272852954477,-34.4269826633085,-31.0524297248567,-15.0504692615714,-13.0531618612022,-8.70203962947699,81.3975145399568,141.407313737866,292.088607443952,35,10000
-37.0518600511064,-35.754958111846,-28.9140253382211,-31.9540129068805,-16.5156426622543,-19.3147975156803,4.22160511518177,47.5705187057665,105.87864976636,289.068477260973,36,10000
-35.8756107630384,-34.9409336673457,-32.2268748314436,-24.0532909036951,-29.9018223993994,-14.2510248075905,-8.48417131503811,55.3589184627167,160.776759744042,310.417377509247,37,10000
-37.6185162858665,-33.8229191592827,-36.6077743391934,-32.6957683728174,-24.7998487782238,-22.8659127323426,11.0063298336468,58.9662216557667,127.815125323112,314.210137594878,38,10000
-37.0834304307837,-36.6824715561947,-37.2548997149966,-18.5117095686037,-30.9773112529092,-13.1434052793734,-0.629162502631516,51.4478362826821,179.134158126859,314.816090074438,39,10000
-35.0961511683649,-33.3078626490901,-37.3789317858937,-30.6449891746329,-16.5968015670128,-7.7079325192708,6.59176989793332,40.7661014478294,140.320149083907,317.182028107899,40,10000
-37.3754346496276,-37.6695790104773,-35.2566102091159,-31.5950840497139,-10.6541555909998,-22.8380556767429,-9.49125679905774,65.6659839385502,165.894949030093,288.052918665363,41,10000
-37.5861452760237,-28.4794755301136,-32.5806643138085,-31.3548259658382,-15.5506749044266,-23.7021887552046,-14.6297196636897,48.2487511118115,127.105688564004,321.375909384912,42,10000
