"(Intercept)","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X3","X4","X5","X6","X7","X8","X9","sim","n"
6.90129960832758e-41,2.02106822573031e-38,2.08836197390387e-41,2.19452405095053e-41,2.70589897094663e-41,2.16479673723094e-41,2.31194741372884e-41,2.38901790904403e-41,2.2236082635705e-41,2.87712625068999e-41,2.81464826327868e-41,2.29188419618756e-41,4.82509797843132e-37,2.51429310538931e-41,7.22258616289416e-31,6.27060444690352e-10,1.06106129387439e-07,3.33744021465774e+25,1.12003548891971e+34,9.76715414511502e-41,3.87690334291501e-40,1,1000
2.02807390622904e-44,2.62063591203851e-45,2.3437546158272e-45,1.04682533658479e-45,9.23966046963908e-46,1.26127870985592e-45,2.65036790566816e-45,9.07492433832402e-46,1.09209547770366e-45,9.14847600268514e-46,1.1868346515782e-45,9.8404689360628e-46,1.60725497939774e-42,1.05827240850219e-45,6.69224438999274e-38,7.46251072533612e-21,84935.5163098416,1095220.57678671,11206176476401.3,8.75337952619637e-46,8.98646343667089e-46,2,1000
9.2214905534826e-43,1.11152621715767e-42,8.8965504024706e-43,1.3785752336916e-42,9.26326452225287e-43,1.62484854338193e-42,1.81452765629349e-42,9.1405978424557e-43,9.06041473009804e-43,1.12771635769402e-42,2.88640341075531e-42,8.8990740324574e-43,3.51695846413934e-40,8.90717181294304e-43,9.01447989313309e-33,2.15585220667472e-09,89345.1594152278,8723979222412024832,2.90308087893775e+31,1.39725294439044e-42,9.7144020844931e-43,3,1000
3.68280444499518e-39,1.42412710893289e-38,6.49037885246383e-39,9.0074135301483e-40,1.42136057718151e-39,9.32993414426451e-40,8.60114539236108e-40,9.42128854230143e-40,1.02338874525493e-39,2.11325081334376e-39,9.75480267783868e-40,1.17059614908495e-39,3.28467349120084e-28,6.22908481810887e-39,1.08870975220537e-30,1.63923067511724e-11,65157184848.783,1.14040859051828e+22,1.14820154431896e+30,9.21376487048471e-40,1.19230895453627e-39,4,1000
1.14511206155021e-42,1.33122295817137e-41,1.13503857335599e-42,1.82881819457188e-42,4.98382649986126e-42,2.15293451045013e-42,1.31016487304e-42,1.24080518880615e-42,1.12638535294013e-42,1.13353633510765e-42,1.40768011751993e-42,1.13138135367856e-42,3.43503008036802e-38,2.61912593235307e-42,4.32817162490549e-36,2.23446204519104e-16,15038748.9225432,15831986507.3355,1.9696538600658e+23,3.86068960450759e-42,1.5578573385789e-42,5,1000
1.18784817006317e-44,1.46751109194002e-42,2.13227647371971e-45,1.44553055598417e-45,3.5209943377846e-45,2.05665398744926e-45,1.61433057787203e-45,1.57873087918666e-45,1.43920545613735e-45,1.67224584025736e-45,1.43610289842207e-45,1.65096760850913e-45,5.35237386194161e-41,1.4079768435744e-45,2.89485313335379e-31,1.63087731915038e-13,1.8267551966776,5474936288.42621,4.7168254780818e+32,1.73452934670629e-45,4.37000945782149e-45,6,1000
4.51627048826274e-39,1.69673832226116e-36,5.5532019965272e-39,2.71813327821649e-39,2.58440793628985e-39,6.10636491216097e-39,2.64845501530474e-39,4.12360763682714e-39,9.2838785115299e-39,6.48066529336518e-39,9.32018161655301e-39,3.03972970036716e-39,9.04205236861486e-35,2.65754959985179e-39,2.00233889359886e-30,5.78797589744884e-13,200476.121110791,11536707486.0552,7.58271400007845e+26,4.29663694477333e-39,3.80676929922382e-39,7,1000
1.51961715126372e-41,6.95932449557646e-39,1.51205031936227e-41,9.98110757860488e-41,1.50344784126696e-41,1.52027791651623e-41,4.09227159122024e-41,1.81110180878671e-41,1.49995144779703e-41,1.57844539102568e-41,1.52256414395341e-41,1.59230680777813e-41,1.92803206143759e-32,3.82873230740604e-41,3.57343965045058e-28,3.32226910278133e-05,25366543048.9318,2.37523465641795e+28,1.08544421896569e+36,9.34471402033922e-40,2.43363811002286e-41,8,1000
1.49676091684426e-40,1.96278701748334e-33,1.30582030202741e-39,1.51152799881729e-40,1.09721261952867e-40,2.01088143395392e-40,1.22485818267831e-40,1.11790129581691e-40,1.95421975704339e-40,1.63602629515944e-40,1.41704258825352e-40,1.39435799196551e-40,1.6889173337944e-34,1.17026427084369e-40,1.4286284749703e-32,1.05895839560718e-16,9054864420744.07,13657619.0803315,1.85771330012585e+32,3.59461770144494e-40,1.12277968462985e-40,9,1000
1.40356204016487e-42,9.27326484609836e-41,7.88010634408394e-43,1.69695972803844e-42,7.78581666952342e-43,6.93755037515827e-43,1.73311756939614e-42,6.36178376361817e-43,7.89738682322881e-43,6.355028291639e-43,4.4880326084081e-42,7.24601384622166e-43,4.5398579261282e-40,6.33728416804305e-43,4.49661155793886e-36,2.67914479548049e-10,55.1962681218769,339400505904191,4.71151753305493e+28,7.20413910263005e-43,9.0382424952946e-43,10,1000
