"(Intercept)","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X3","X4","X5","X6","X7","X8","X9","sim","n"
4.41118566201577e-46,5.47253050259048e-43,5.52111990628159e-47,4.88021559720105e-47,1.32031946646548e-46,6.05769132900694e-47,5.25814644830697e-47,2.07651238024213e-46,8.60739239779553e-47,4.91013201022377e-47,4.96439442161258e-47,4.96406897732947e-47,1.08323280420892e-37,5.74981721582847e-47,8.08447370870954e-23,46716468678.5272,9.3277551258308e+28,1.87196515130313e+39,1.56900844557162e+80,1.53609075380928e-46,4.91019643558615e-47,1,1750
7.43055847159262e-46,5.39278837856936e-38,9.12553692001419e-46,1.03127476614991e-45,7.34732381695666e-46,1.00579036792456e-45,8.36917472343712e-45,7.76779857006576e-46,4.83162235163751e-45,9.00152758758836e-46,2.27353514814105e-45,7.48557526463174e-46,1.05201022892482e-33,1.14953244801103e-45,3.51333030539313e-24,228672.934117803,3.75682873638733e+26,4.63079073441771e+59,4.13022804036112e+80,9.242018092291e-46,1.18961352152785e-45,2,1750
1.30192715678791e-45,2.97593650203042e-41,5.98980901207113e-45,1.01651645793741e-45,2.3667335632429e-45,1.23262442057803e-45,2.04487377776419e-45,1.01605057524029e-45,1.09752466739199e-45,1.02821046490304e-45,2.18460753062576e-45,1.80160554738023e-44,3.48127463804569e-35,4.17479731697067e-45,4.66277237027012e-34,98976.401527577,2.3601047207158e+44,2.04434467363694e+64,5.58614040278925e+81,1.35924616454692e-45,1.03938759720338e-45,3,1750
5.52949173387385e-50,2.21599961859745e-43,3.20607828612876e-50,2.573100733863e-50,4.04177248849632e-50,4.77496681605752e-50,2.72271385569348e-50,2.59481724780417e-50,5.82637299662525e-50,2.62917085173113e-50,3.2424144769035e-50,2.47766939498199e-50,7.60783351841468e-38,1.87672159029483e-49,3.56533314241619e-29,1.19274893228963,9.39593336401226e+37,5.05873371883949e+35,3.36349085573492e+72,2.50671859972647e-50,3.32824413036162e-50,4,1750
3.16967595963457e-48,1.02198143771626e-39,8.31039312783383e-48,3.44162084112964e-48,3.20184177234102e-48,3.52917821213484e-48,3.27414106890135e-48,3.37857666400234e-48,3.20329329713362e-48,3.36253705763815e-48,3.41478588248845e-48,3.17680075232464e-48,1.02322161300624e-36,4.12855869087024e-48,8.46566709091574e-25,7985884.70844356,1.68159741567519e+31,1.11046237560188e+51,5.2366353576866e+67,3.92511173319021e-48,5.66642001612031e-48,5,1750
4.67879760288272e-48,9.03139829255131e-41,4.02707843893911e-48,1.83302117015265e-48,1.61280928512531e-48,3.01410943739286e-48,1.63589453537072e-48,4.0653925548017e-48,1.04507496951767e-47,9.11989314434656e-48,1.73330911958341e-48,2.30033006118209e-48,1.93997979614571e-42,1.64536738385765e-48,4.68804851566248e-35,8197182732251.07,5.01140753745541e+34,7.89669854039141e+55,3.14993474633782e+72,2.58838592651355e-48,1.89445230327473e-48,6,1750
6.81406847938349e-46,1.31217204853037e-41,4.33857877137524e-46,2.23971861688084e-45,4.92554341431373e-46,4.29965576744986e-46,4.58317354557651e-46,4.0803962547386e-46,3.81056259397667e-46,4.15006646731423e-46,7.96338478211759e-46,1.60218624114702e-45,9.05453252914415e-33,7.77033868934438e-46,3.40750087807037e-26,2421.48822684673,1.69926125940562e+28,1.04655586242307e+50,4.01355909607148e+99,6.52056768077937e-46,5.06689310791202e-46,7,1750
1.00121088635447e-49,5.34188916083074e-49,2.37874696335725e-50,2.2717485436092e-50,2.19667777489763e-50,2.7111602971107e-50,2.47054745318189e-50,2.19885458143917e-50,8.80480267730338e-50,2.49959335799555e-50,2.19705083109695e-50,4.23818725171747e-50,1.71691047828271e-38,1.94244608975798e-49,1.87544306029597e-30,680.314770404989,6.4236331068479e+29,1.99289928300356e+50,1.2401355278651e+73,2.52712600382633e-50,2.19977938182221e-50,8,1750
3.57854879654845e-47,1.21231048588307e-43,3.44348491169333e-47,2.91726732997276e-46,3.43176702707993e-47,6.31301968154918e-46,3.57701449103671e-46,3.28769494269883e-47,3.45971966360634e-47,3.38577658412551e-47,6.61557765574035e-47,3.41935005052561e-47,3.47429981257465e-42,8.03700920545654e-47,1.37337102093283e-25,0.00195621571740121,4.65435455065316e+26,8.96928412486705e+36,2.79438437430786e+72,7.30510177502553e-47,3.40092580249492e-47,9,1750
9.96771759134158e-47,1.05735599580473e-43,1.95567057027776e-46,1.03939856897758e-46,7.23658547327485e-47,7.66274578671589e-47,2.41484229850268e-46,7.88926183010704e-47,8.38977324178529e-47,3.78794789250865e-46,8.35372489924018e-47,1.35693696605458e-46,5.66354637943206e-40,8.83952293343842e-47,3.17325048255864e-28,59739.1224781337,4.9421465904383e+22,7.04035268022395e+56,6.44622654300698e+67,7.58370588985824e-47,7.93787168301354e-47,10,1750
