"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
1.31684887049832e-21,1.42101024093102e-21,1.30081435404497e-21,1.29542730824316e-20,1.14162034718182e-18,6.41351703414455e-16,4.29536605683643e-13,6.45386080512264e-06,1.48001436595352e-21,1.36735295485085e-21,1.3280077856768e-21,3.23199699880889e-21,1.31505176350981e-21,2.41480822413416e-21,1.30964508922913e-21,2.02756059940895e-21,3.01236222027613e-21,1.79043021215504e-21,2.75079343661901e-21,1.4002535590056e-21,1.39324372644604e-21,1,464
3.02491966418294e-21,1.68426761770782e-21,1.96646721690795e-21,9.16160024887328e-20,1.38638461577313e-20,3.86206989333223e-16,2.35271038532021e-11,5.49009332991907e-08,1.19753998719269e-21,4.13892065484937e-21,1.1419882787766e-21,2.48776004109838e-21,1.61589690655849e-21,2.04839851000583e-21,1.21792063738616e-21,1.22505847756037e-21,1.48018495565999e-21,1.29927809462356e-21,1.80009159968147e-21,1.11872704818022e-21,3.76440312508464e-21,2,464
2.76386875601135e-21,5.1002597210754e-21,2.57888935540033e-21,4.25985095809052e-21,1.26080970974498e-18,5.14186443184154e-14,1.25148620023216e-09,33.526579320089,2.87820747734132e-21,3.25886337992034e-21,2.45988509364358e-21,1.40109338253038e-19,3.40629060554997e-21,1.24148207182205e-20,7.10664193531304e-21,4.65205531935493e-21,2.87115549543315e-21,2.61454156669506e-21,4.50742023730548e-21,5.1518656716448e-21,2.75419567131776e-21,3,464
1.7828640773955e-21,7.44061032855456e-21,9.78275901297795e-20,1.78156761501978e-21,2.23175812894457e-20,9.15315415741841e-12,1.21493348629965e-11,3.80288935685524e-05,3.10997979910779e-21,1.90009385768028e-21,1.81992204127678e-21,4.56723532329565e-21,1.82684276267739e-21,1.95147438796838e-20,1.99022271652807e-21,3.11953177629136e-21,1.81644641517141e-21,3.13260954206385e-20,1.7801719431177e-21,2.41753270592213e-21,1.85789101352189e-21,4,464
3.42254589748057e-21,5.79203791329945e-21,2.50188032833998e-21,2.51549692128074e-21,2.03728199751204e-19,2.8736608860707e-15,4.09669499203315e-10,0.00318792168469908,4.9703926985128e-21,7.30125572247704e-21,2.442809996261e-21,1.71871058150186e-19,2.45567400807101e-21,2.75453363177316e-21,2.45013868641425e-21,1.31445818035365e-19,2.46136729791511e-21,3.17051026100996e-21,2.97373205463151e-21,3.10602013043555e-21,2.70322428932409e-21,5,464
3.76165280577906e-21,2.17785365725553e-21,2.27776700132068e-20,2.87330181132244e-21,4.562421819511e-17,6.96401355694046e-15,9.58022362714708e-08,2.54822203060018e-11,1.81181043305896e-21,1.79636000095181e-21,1.716248329383e-21,1.90674951131803e-21,1.76858914719744e-21,1.95010355723266e-21,1.71861423225409e-21,1.72011831841618e-21,1.75753753103169e-21,1.40769824374535e-20,3.04897453796724e-21,2.8124702218759e-21,3.40267319224652e-21,6,464
2.3362239212559e-21,2.43378785020396e-21,6.09151943506049e-21,5.8673921125808e-20,4.45148435134187e-17,9.21445437683393e-19,5.61983624872272e-11,1.12806488237038e-11,1.65917314683956e-21,1.99512521412084e-21,1.62746096809102e-21,1.90924069628011e-21,4.77099365698723e-21,1.80630659314391e-21,1.49925159537204e-21,2.40135492888916e-21,1.66000506532204e-21,5.97943892799655e-21,4.71411986504299e-21,3.41111036068944e-21,1.54840888933321e-21,7,464
1.88107281997741e-21,1.8410253669068e-21,4.44660228156091e-21,6.20763111799354e-21,1.31874416695347e-18,1.87029631712616e-13,6.7416219879607e-08,0.00287093189495795,5.96569384283624e-21,1.63396536282681e-19,1.9297295137055e-21,1.17695275739074e-20,8.8726370078812e-21,2.26704299864335e-21,2.34198746363345e-21,2.67392398544477e-20,2.42118274092187e-21,2.29848221671718e-21,1.86581481823556e-21,1.84040190573844e-21,2.87313980487821e-21,8,464
1.59294243310669e-21,1.65168584783743e-21,1.78146639581892e-21,1.63179611008034e-21,9.05787885046345e-18,2.93369366127845e-16,1.27028297791449e-12,7.46109335421565e-08,1.61470938759707e-21,1.49896664688747e-21,1.17984301525239e-20,1.96131419223461e-21,1.49328117552732e-21,3.81890160299082e-21,1.54517798858183e-21,1.38035833590549e-20,4.15832647710697e-21,1.47195286561177e-21,4.27634528407448e-21,5.36861872645613e-21,1.51820621284399e-21,9,464
2.03011905963549e-21,2.44345882402147e-21,9.61755154271553e-21,1.33105375999006e-20,1.16085218554141e-19,2.16479760076826e-16,3.32824403038121e-08,0.0182245705125172,2.37561834413121e-21,3.00129036340884e-21,2.43923161862191e-21,6.08981512258045e-21,2.06492425869663e-21,2.43199274339611e-21,2.8303465746968e-21,2.03428157295263e-21,2.11060676997039e-21,3.22333589489019e-21,2.05955707621729e-21,2.16736684968351e-20,2.17934842618569e-21,10,464
2.4203957114864e-20,1.71177036983946e-21,1.25204577514067e-21,1.52117208359963e-21,7.40738777231267e-18,3.7713481245158e-18,8.90760396956558e-12,0.00242059183466526,1.21973604001246e-21,1.21227089384919e-21,1.2209358305726e-21,1.21353338930005e-21,1.63862330125378e-21,1.22458861037007e-21,3.02059507977978e-21,1.34412141735172e-21,4.05662092488841e-21,1.34849695936401e-21,6.18803466683063e-21,2.96830262847985e-21,1.24457475175055e-21,11,464
1.77090895652203e-21,1.98523638467264e-21,2.05645165232582e-20,2.06908846223211e-21,1.21447304534993e-17,3.27456469486338e-16,9.7684304194794e-15,6.06862767877854,2.49195546131081e-21,1.76806620956747e-21,2.2323796048379e-21,2.60348413600128e-21,1.86442097520104e-21,2.08195761204398e-21,1.89544916592664e-21,2.78720864035673e-21,1.94202884383168e-21,1.77479924323766e-21,1.85308043019814e-21,1.79745228971192e-21,2.0893100535077e-21,12,464
1.29525188003957e-21,2.09019135749785e-21,4.87286480287323e-21,1.2864054832053e-21,3.95818912099786e-20,4.36585079476331e-15,1.43824929391414e-08,0.000544188138942483,1.30600372358353e-21,1.33822899509341e-21,1.28922224936233e-21,1.62919755240214e-21,1.55759910284018e-21,1.74312844524028e-21,1.34782274628214e-21,2.37581712669384e-20,1.35984009782468e-21,4.95044547703551e-21,2.18747913377508e-21,2.16162224883192e-21,3.03670902759781e-21,13,464
2.3073096392445e-21,2.0834321301829e-21,3.85869710244167e-21,1.04159384038548e-20,6.55684540825914e-20,1.88256513196736e-14,1.31927474319833e-07,37.8876793184645,2.06299817259222e-21,2.14894525382361e-21,2.5410481705586e-21,2.08808779527467e-21,7.26600999575561e-21,2.67831864618945e-21,2.50986680317726e-21,3.04745117147909e-21,2.1059831471541e-21,6.02982368598476e-21,2.3576280269066e-21,2.80315222387547e-21,1.00117015908564e-20,14,464
1.03533528492852e-21,1.07651654700421e-21,1.38842823789143e-21,7.48787027505134e-21,1.32655484784759e-19,2.51007085228377e-15,1.72619347611489e-14,2.2924149302593e-11,9.93401925915792e-22,9.13732258186951e-22,9.36804515603913e-22,1.03976906825289e-21,8.99284830780762e-22,1.79919127842884e-21,1.18018577367322e-21,9.27635030031705e-22,9.27523873933149e-22,1.03118809916973e-21,1.07989392315258e-21,9.11722193344843e-22,9.79290157007331e-22,15,464
4.42339110395242e-21,5.91535502895981e-21,6.41883133348615e-21,8.81867500016038e-21,5.36401308691218e-17,3.10328207460904e-10,2.54360271991835e-08,0.00265907822711634,3.07197262697804e-21,3.30343802272523e-21,6.26350191320767e-21,4.08213128106556e-21,3.09288733977507e-21,9.96517884278287e-21,3.82336398788319e-21,3.5314098664028e-21,4.83025825860492e-21,3.07796612102631e-21,1.31068063326995e-19,3.65672270437947e-21,3.15036719979662e-21,16,464
2.91138214053983e-20,2.63022752919854e-21,3.20867197670872e-21,3.01893836687883e-21,4.5026224137612e-18,4.93414483026644e-17,2.37696194754105e-13,9.19037146785392,2.7389132738865e-21,4.56078550204231e-21,2.55196314959688e-21,5.15122594545286e-21,5.70339656455905e-21,3.87121368815725e-21,2.77055349431064e-21,3.14744564519974e-21,4.23271009488164e-20,3.01722955269908e-21,2.58206968419861e-21,2.55922304122839e-21,1.05562108829041e-20,17,464
5.23039454071834e-21,5.83465457287908e-21,2.408491498094e-21,1.91196999773113e-21,1.24201313014657e-16,2.55933725584846e-18,9.34368197112555e-08,6.13891347293782e-06,1.79789037613341e-20,1.54574986634235e-21,4.0087662562723e-21,2.00734770532215e-21,1.52539262129074e-21,1.43434434722502e-21,2.23394021337905e-21,1.78448318492348e-21,1.98048359669494e-21,3.76518548065848e-21,1.43570566404056e-21,1.39990158802655e-21,1.46256579046285e-21,18,464
1.83147560947135e-21,1.77842126971913e-21,2.6435591493603e-20,5.84213692383741e-20,1.09227583169724e-19,4.7842534594894e-12,2.52536364127288e-11,4.03139642199244e-06,2.00372677978478e-21,8.20115009048362e-21,4.95394940383022e-19,2.94535834613386e-21,2.74589833160313e-19,1.84204337968602e-21,1.89253294349167e-21,1.77443659817316e-21,3.46533318646161e-21,3.97941154767504e-21,3.281541120512e-21,6.61745326917138e-21,1.78262251881658e-21,19,464
1.15904789495017e-21,2.2402431528726e-21,1.70871348730256e-21,6.79912348225022e-20,8.46712977802349e-20,6.48239677535093e-16,1.56425623038251e-15,1.95304212132725e-08,2.10984851073434e-21,3.47847246435141e-21,1.61902830741608e-21,2.44580630766051e-21,1.12836589176937e-21,1.62199540431232e-21,1.2243698452097e-21,6.11345510844251e-21,1.11633941706968e-21,1.72369023321236e-21,1.62834807743971e-21,1.7959443390455e-21,1.34055057338483e-21,20,464
1.09244686351548e-21,1.27480433351502e-20,2.41772905036786e-20,9.23117195984103e-22,7.50002598937884e-20,4.53542471022394e-16,5.62459458534126e-09,8.9579353939874e-13,1.24231017181414e-21,1.00760102043712e-21,8.48334553827497e-22,1.36181685760095e-21,1.16628885775208e-21,1.79338479264872e-21,8.48484060014163e-22,1.0891246736019e-21,8.49821387128513e-22,1.13716523586061e-21,8.7608087436816e-22,2.94795715265379e-21,8.57002278552933e-22,21,464
2.54248972646707e-21,2.06922534823093e-21,2.41924718269933e-21,1.64833986075675e-20,6.0686682485631e-19,1.95573773761711e-14,1.30708723408789e-14,6.46241121536446e-06,1.77866591705088e-21,1.92697785176352e-21,4.03434957481608e-21,1.95288456019243e-21,2.52803654569087e-21,1.91660101566626e-21,1.98352282938731e-21,2.40145015586709e-21,1.85335927566733e-21,1.03617573752925e-20,1.93776711957761e-21,1.99496285883862e-21,1.8105107954352e-21,22,464
