"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-79.3243736672637,-75.0381899573833,-73.7567471847881,-53.2713279987345,-19.9038623800943,29.1507169035203,82.0133475615633,-80.4283686298213,-80.0055005601098,-80.1140821743529,-80.2797168037105,-80.2434411736026,-79.9718928699706,-79.6161195147226,-80.2182535266591,-80.2062796644848,-79.9476623031351,-80.396957724327,-80.290445465964,-79.0332755948043,12,774
-79.4049383885099,-78.8081337528215,-70.7909256136847,-52.652517503449,-21.4813313388902,7.70442901549359,65.9590789153315,-79.7367188065668,-79.3335704458254,-79.5901326014293,-79.1541569104299,-79.6705011179549,-79.8323885819493,-79.841376689194,-79.8344832751079,-79.3234177787431,-79.4696368712091,-79.3567615700269,-79.4333961572509,-79.2981139866192,13,774
-78.9225198457239,-74.882597013841,-69.0107343507175,-46.3946449535977,-39.3060273727383,15.8489331507687,91.285477779581,-80.0787169464124,-79.8008457867547,-80.1761489518249,-80.1972551315782,-79.7890048111205,-79.4748167560208,-80.1807162762946,-80.1234153318071,-79.9683507647708,-79.9133152417505,-78.9841881978477,-80.1771291979528,-80.1927048684622,14,774
-80.0033643793806,-79.275720048473,-71.3137226665494,-46.6370185704743,-35.2105337516775,7.30031052342133,65.9183258318844,-79.6996027285786,-80.0183783800985,-79.838543148009,-80.0396131435612,-80.0626882562576,-80.084244871744,-79.8945071179376,-79.8255119894957,-79.8046892375837,-80.1193197351724,-74.9299311339057,-79.3165574986781,-79.2191848398436,15,774
-79.5544692722383,-73.9517744589837,-74.0542692630347,-54.8124919256527,-7.15730191212219,28.0830546955233,79.8337136963701,-79.106486111556,-76.5335402789517,-79.745189988982,-79.9055796958594,-79.9519965917948,-79.8239453080419,-78.3462027062944,-79.9111314692659,-79.3757397065906,-79.8445470160748,-79.9292263755246,-79.6024985730842,-79.9396938353971,16,774
-79.9656815761541,-79.7358675306227,-73.0936985180226,-38.6323591049209,-38.5583436393902,24.4752678827267,72.775334963254,-79.6364369027165,-80.0739861525608,-79.2437003099899,-80.0531083923004,-80.0294811254398,-80.0913529365939,-79.9634368214317,-78.6795661938474,-78.6938974057159,-79.2076005238441,-79.7352620798617,-79.7607466959078,-79.6445443356604,17,774
-78.5796631596234,-78.6533537998241,-75.4411427304899,-51.6677696833624,-24.6705723689795,28.8873900798419,79.1102372492937,-78.9397960595641,-79.871251767951,-79.7085663141936,-77.2676670994267,-79.6611386018069,-79.7743268445133,-78.9581292128164,-79.3305359097997,-79.7727174622905,-79.5502987799384,-78.7926131697709,-78.6318648765546,-79.8295096076026,18,774
-80.1960497512414,-78.9023532202091,-75.0790866318091,-45.999763866075,-31.5194329729154,24.670788624335,92.2879757183023,-80.162149310657,-80.1534745827355,-79.4725031371597,-80.1357427267162,-80.170829703801,-78.4265289279749,-80.1976458966765,-79.4861734264985,-80.1589637555155,-78.7863362471642,-80.1932628277218,-79.1989294480325,-79.4921279571436,19,774
-79.4866099924027,-76.5910986779929,-78.1070632806438,-35.4353120203148,-23.1133804462902,39.6714830052738,66.9597384914318,-79.6916170847162,-79.5620070789844,-80.3421989365459,-80.2585656749231,-79.0716961368196,-80.3340650557868,-80.2527992483767,-79.8435872414714,-80.1225826796451,-79.0707338237703,-80.3332471905969,-80.1919159278634,-80.3195679487828,20,774
-78.7285558326782,-79.5484531986897,-61.2858081453289,-49.7779405061644,-17.4613951002868,13.7510626381902,84.9469555486912,-79.1775044568949,-79.7543901767867,-79.7387242062507,-79.5318305668566,-79.6836372181153,-79.2329616584443,-79.7198327790313,-79.3110020500594,-79.7860061892297,-79.6978646459277,-79.7853733187458,-79.7869622056794,-79.7531165637606,21,774
-79.4394491064306,-76.0522132369176,-72.5260209563226,-42.7464064143232,-32.3192465023258,1.84401527767909,91.5200671111338,-80.055142256552,-79.1272812040477,-80.0844437069318,-79.9840182224598,-78.8292480302573,-80.077739644089,-79.4401682622756,-78.6717371247942,-79.9375010026163,-79.6503936749368,-79.4994205462735,-80.0757835277038,-80.0611333333818,22,774
-79.8278690013358,-79.2500726724256,-69.4655800148109,-43.3899350366869,-41.5990111609733,13.765270357535,86.797694928543,-78.7753117278298,-79.4988427440978,-79.6825322258537,-80.061074663302,-79.3199363260962,-80.0477522533661,-79.9773970617439,-80.0059441194164,-79.628668075394,-80.0342618182631,-79.7834991815516,-80.1046508520808,-79.4344178141066,23,774
-79.4129145562979,-76.9195161386247,-70.259609115441,-45.325574737436,-31.1636952315016,24.8057985477565,82.1719122019335,-80.0270041321382,-80.0780526225872,-79.3852142416695,-80.1386160907707,-79.5450895195031,-79.504071087063,-79.9125329933142,-79.6255025613598,-80.0320638342055,-79.3094316139375,-78.0695481024611,-80.0694331198592,-79.8848035560513,24,774
-80.061899291599,-77.6113699964428,-67.3199878463861,-47.0787341737048,-24.3667778529659,17.686743977272,88.1891381594528,-79.7927560337398,-79.773679127037,-78.6759096190688,-80.041032815458,-79.8281022778481,-80.0529064258628,-79.6921997287402,-79.9856622889861,-79.2150801317675,-79.5229092196939,-79.4287039957173,-78.7896849841593,-80.060694237797,25,774
-79.8278712410474,-78.8972573171502,-73.2047002068737,-50.7478196106672,-27.95217688707,13.924363584191,58.6094291933507,-79.9223309046579,-79.6705390373286,-79.8186758384606,-78.9847686660078,-79.3564888034232,-79.9422165483138,-79.3762170551774,-79.9479597734637,-79.3528878415486,-79.0127401906211,-79.7499713534091,-79.9218116739462,-78.1096492081158,26,774
-79.049598313238,-79.4299742562052,-73.7646442349467,-54.6549614414862,-25.4337621513978,16.9933198688339,85.619502361403,-79.6871699651672,-79.9105621501492,-78.6475316180022,-78.9030153761653,-79.9006617072052,-79.2372098471421,-79.8857450574899,-79.7457114355327,-79.6876934189129,-79.5520998870625,-79.8612829862195,-77.6927210296881,-79.8818554518259,27,774
-77.9473887623885,-77.0252689381721,-70.8582200789033,-48.956100694716,-35.7804733692201,11.1933884035229,88.8439194092377,-79.6661301052209,-80.0797211476008,-80.205712875337,-78.8976846141518,-79.2582135863638,-80.2751092818814,-80.1610031722951,-80.2899960491145,-79.7149406661804,-80.0091614630533,-80.1526415971184,-80.2012180541331,-80.2755332666247,28,774
-75.191661082989,-79.6648538895906,-70.2892282589708,-48.2884515064791,-44.9906793398629,24.3090787056547,70.8387159842332,-78.770468201003,-80.0259823908043,-79.9346548834189,-80.020585235937,-77.8893238475471,-77.1043565828702,-80.0387278292587,-79.0743549305835,-79.9787539296258,-78.6810404002349,-79.995616067162,-79.900967116404,-79.126461610937,29,774
-79.9947364521256,-75.6645684887926,-76.0133419740193,-57.3497791701504,-39.3805288891933,-16.4030829257322,93.2272869277813,-79.9043342859659,-79.3669937489924,-79.9408647985779,-80.158792368529,-80.0864577555212,-79.9221716594157,-78.3158456345936,-79.7315560172226,-78.7098446392292,-79.8422426474328,-80.1409406651082,-80.1205593959533,-80.11838965583,30,774
