"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-78.6075980059188,-74.1904706466557,-72.8770929839454,-50.2200891765056,-35.8267196156996,10.8550813681795,117.611126082237,-79.7303553100842,-79.1918597180456,-79.4402317932481,-79.4218345338661,-79.7358143311203,-79.1333743988673,-78.7824796803566,-79.8033563049528,-79.6728524274097,-79.0762270761995,-79.084206069472,-79.8283246665271,-79.7682252665359,1,774
-78.7000459141379,-74.1724467599227,-70.9081923328529,-52.1358530681566,-43.1460362764951,10.3639161318245,83.0440233178899,-79.8683530386988,-79.7983986760569,-79.8384909892188,-78.9243583988227,-79.8756568975227,-79.8413874804819,-79.1802663048366,-79.751644531591,-79.7946727089336,-79.8041685194378,-79.6973069938965,-79.8764655190053,-78.7416145900493,2,774
-73.2273173992933,-79.959077899322,-73.4335816217167,-44.6628022664911,-26.484725237279,35.3614811333289,82.6934766835257,-79.6264361117665,-79.5907804766321,-78.9812585686034,-78.252093078328,-76.9472021994011,-79.6457954445361,-80.1289783909247,-80.2288304063063,-80.2515129352407,-80.2165190453011,-80.0047263146671,-79.8210488366537,-79.7722398501103,3,774
-78.6326971634771,-79.9620344561849,-73.0093018845216,-46.6212327142077,-20.7814012516749,14.2739242286805,60.8021938301358,-79.9612029577786,-79.9498647470493,-77.8358773745852,-79.9021409476707,-79.9057784685347,-79.2559122313646,-78.883137395291,-79.6053590203846,-78.7683178225598,-79.90807201127,-79.2586479491151,-79.3378083452833,-79.8378032063124,4,774
-78.9616044794438,-76.1913601507281,-71.1739381202913,-52.4097817905122,-27.7399777405719,0.998054451802318,60.8567775779375,-78.8637507506446,-79.4221518654533,-79.4357354066676,-74.5573835560817,-78.7748894724953,-79.7526443927261,-79.4689169667849,-79.1279947584105,-79.6100715987993,-78.1620328140461,-78.5575184072018,-79.7840142322732,-79.7148113046057,5,774
-78.7906361585367,-75.9970834950625,-73.7445880316295,-44.3255423059097,-30.2086736175245,22.6678398298939,95.5627132312034,-80.1663076761092,-80.1544345612174,-80.2403158905013,-79.906288927448,-80.2421702077374,-80.1599491386446,-79.9845727598718,-79.8680433370648,-80.0583338560166,-79.6254848999015,-80.0512134651108,-80.1537624374673,-78.7113502663258,6,774
-78.1220420916695,-76.2959542573426,-74.1953412351988,-46.0096510076573,-25.9589245320799,-5.80636626198611,71.6583455202813,-79.795887639377,-79.4899745646439,-78.9629390651385,-79.788889925489,-79.7693073502521,-79.1887437531352,-79.623077228762,-78.9297325142634,-79.7393448619525,-79.7189675063735,-79.6972035932956,-79.8172483982639,-79.7129379260357,7,774
-77.991708585095,-71.7690519698672,-74.6320380110421,-37.4332570778759,-31.7498893293898,31.0833156813869,84.1346870244247,-79.921151411595,-80.0321414211171,-79.733269322694,-80.0427933636965,-79.8687317238605,-79.7884550088029,-79.9907171836228,-79.6436567937158,-79.7486600200648,-79.7305858881484,-79.9782124667674,-79.8514782639199,-80.0204884053094,8,774
-79.0874825545366,-78.1085681798081,-70.6717687644684,-50.5301911418539,-36.9438647271534,26.0787607514881,81.8568109164341,-79.8815672230189,-79.8785453562011,-79.9480193786846,-79.7175463639223,-79.236860387248,-79.3258097511707,-79.7407018486904,-79.0014611357783,-79.8985703374344,-79.0392457606586,-79.9036858137531,-79.1305624914871,-78.9358193601224,9,774
-79.7328541773259,-74.729999582187,-69.478063918707,-50.5116608444037,-35.7101409477739,-12.4162661834653,76.4329930537156,-79.6323018056373,-79.0599726641872,-79.718990042639,-79.5057488549262,-79.3217015287014,-79.4688235291055,-79.732432308112,-79.3134243205452,-79.6315716491042,-77.0690970421599,-79.7340344996849,-79.6609050989002,-79.5120763688224,10,774
-79.7334830479258,-77.9862857704795,-64.2824810464588,-47.5845789924401,-51.0652627490733,35.6018637437373,88.7159198486322,-79.0901337006301,-79.7199051964483,-79.7560377264542,-79.7436561192981,-79.4394064591593,-79.5850220792126,-79.8333575212193,-79.6910529098877,-79.7815982978054,-79.7189999366888,-78.8198576029299,-79.7919764548178,-79.1861769551231,11,774
