"A","B","C","D","E","F","G","H","I","J","sim","n","type"
-9.2379181387177,-8.67592660906245,-6.47269602703215,-3.36286019689774,1.67955114820331,7.65004438517348,15.6343971057062,55.2649152457676,124.189760296727,211.250835057366,50.5,1000,"soft"
-9.2610155445542,-8.45286504070235,-4.87208329675604,-0.491685821361855,6.75085058973255,16.3667570044974,25.9331738162618,87.5034014843692,191.627648072072,318.285522750795,50.5,1500,"soft"
-9.3008185874407,-7.85711676119467,-4.23035596368216,4.07162827682571,11.6798317845272,25.2801429879272,37.7577435671875,119.937014202698,259.093657934865,429.885898486261,50.5,2000,"soft"
-9.24293457632803,-7.54085591341374,-2.26626302236829,6.07776910419062,18.206803502284,31.7359467503403,50.4618554169591,150.569358523464,333.262558369647,538.365374283705,50.5,2500,"soft"
-9.39182406693543,-6.12502638327414,3.91688713827553,20.8167511715576,44.9409195032169,75.0920385583441,111.573910233199,313.990708739104,Inf,Inf,50.5,5000,"soft"
-9.33225872003438,-2.5708158001849,18.619501340558,50.6512590240362,98.8929315416873,159.747556062461,229.12416981102,Inf,Inf,Inf,50.5,10000,"soft"
-1.73501801044754,-1.72417134014716,-1.60676937327113,-1.13710946665922,-0.859404730365553,-0.286786987546295,0.359126175790119,4.16797055595443,11.108883201452,19.0746030730639,50.5,100,"bf"
-2.29001554417275,-2.02467799402519,-1.80139458179611,-0.696167236582233,0.896340260747822,1.91597834826629,3.51780435304241,12.4916282542834,29.2661082352348,50.5813029346688,50.5,250,"bf"
-2.48123519945585,-2.24608167123324,-1.54836307847983,0.508736457066016,2.28509573924877,6.00268705556394,10.1952229026398,28.9818272675222,65.6588717119369,106.065053812852,50.5,500,"bf"
-2.82599348347874,-2.09230899486722,-0.803226098657087,2.17437102943226,4.87691457118182,9.72060278443314,13.9188172958284,46.0642375833836,96.53867757778,159.034511798768,50.5,750,"bf"
-2.82372347839924,-2.29689706281451,-0.0591532962949213,2.97262705247455,8.02676866109748,13.9167437398418,21.9020590048437,61.2240815493922,129.738867122722,216.391188261534,50.5,1000,"bf"
-3.11216262439746,-2.27120155318231,1.2778075551021,5.64342756706977,12.8681633224315,22.3547994355789,31.8791784540285,93.1816161700752,196.903744290161,323.137906879099,50.5,1500,"bf"
-3.28725226998785,-1.7611377980567,1.86778311774295,10.0256093354779,17.6364479484147,31.2227813163057,43.5610412670676,125.486514857217,264.242251018784,434.610898380992,50.5,2000,"bf"
-3.30129536334578,-1.62911246884316,3.60710371317033,11.9675412789545,24.0537052110972,37.6456746382003,56.2430980162221,156.064927370602,338.257010578509,542.935001657928,50.5,2500,"bf"
-3.85320427627092,-0.497836566714286,9.46892400760731,26.2758551536723,50.431324501594,80.5410035771538,116.980379436777,319.10801050667,669.014258506026,1094.33903860208,50.5,5000,"bf"
-4.11141120901288,2.69288364575114,23.8008108289873,55.8319713734982,104.046618118588,164.820697385,234.153708043372,641.416709933554,1350.65688800359,2187.33995698371,50.5,10000,"bf"
0.474309842072273,0.484692160983501,0.459041737653248,0.332883523044627,0.257603739450287,0.206853385994351,0.132499661909355,0.0227655549191621,0.000193471512538866,1.4410621159649e-06,50.5,100,"pvalues"
0.494311464568506,0.413650819766483,0.356445490516574,0.185475321304298,0.0496163644696885,0.0451993641021571,0.0142022358777087,0.00014651235718152,5.2142257492748e-09,2.90506440442261e-19,50.5,250,"pvalues"
0.453550803509528,0.398816673155335,0.248484472038438,0.102251297705237,0.0166155331903763,0.00193098278054662,0.000351610059440234,7.35713663052614e-09,2.75221448962803e-19,8.72903926170404e-36,50.5,500,"pvalues"
0.477398650929027,0.313545524111473,0.140063205167637,0.027658046985198,0.00430972214308595,0.000263074732066606,2.22086687353623e-05,1.80505849873824e-12,7.93928481092779e-34,5.95912934289759e-57,50.5,750,"pvalues"
0.496808686735454,0.316550848482326,0.0979251386078669,0.0101310069808483,0.000956157904263687,9.69747628652739e-05,2.82497037119776e-07,2.50908892815964e-22,2.62637370409995e-42,6.05844295333548e-84,50.5,1000,"pvalues"
0.471025905193638,0.26100416632601,0.0440320906489829,0.00210296256895725,8.15137938717564e-06,4.02725166716588e-08,3.65213776477845e-12,8.13509505825977e-33,3.31087362411667e-73,4.20232250621495e-124,50.5,1500,"pvalues"
0.488562737467146,0.208193693579324,0.0181445977387256,0.000321715621727133,2.98877136414606e-06,1.87595155227686e-11,1.83387869209631e-15,5.58050359213941e-47,2.60483566777412e-101,3.97932347015424e-157,50.5,2000,"pvalues"
0.479236759571119,0.191548980331447,0.0140910720024044,4.12822442944891e-05,1.54771443402806e-09,6.05675039568517e-14,1.89918444084104e-16,9.88559102773426e-58,1.15910235165562e-119,4.59996122181694e-214,50.5,2500,"pvalues"
0.536455139125674,0.0779238574422967,0.000160390884482536,5.47360379456927e-09,1.07819402008739e-14,2.87247597521087e-31,1.25213779164954e-41,6.26320550382386e-123,1.56147650160607e-254,0,50.5,5000,"pvalues"
0.492117437892364,0.00870857988483422,7.59736553399237e-10,8.01563615818093e-21,5.43637868802004e-34,1.01130702473719e-58,1.32719585801428e-83,2.38413634025507e-249,0,0,50.5,10000,"pvalues"
-0.26733427819059,-0.255556524315668,-0.188340873678722,0.110064030727571,0.288287751036109,0.653250132775047,1.05786448014455,3.82289621144088,9.37502563685849,16.1880297860377,50.5,100,"calib1"
-0.320145814369988,-0.154227793489277,-0.00998439860229622,0.705244766724291,1.80157876590286,2.55920705235988,3.78407251016346,11.3598926338157,26.7111009702598,46.741072876737,50.5,250,"calib1"
-0.221019130829325,-0.0702632663792592,0.381357444911842,1.82673599097367,3.11293330671926,6.13073545902102,9.75117606813435,27.0951091394613,62.2769513900107,101.50566321737,50.5,500,"calib1"
-0.308803285108014,0.165814529004254,1.02752345771785,3.22116141956265,5.36306149703701,9.53825293189967,13.3215459142891,43.7542299995427,92.8263009127697,154.090458200556,50.5,750,"calib1"
-0.223450343537457,0.130677905890454,1.67938476959272,3.95425308395555,8.21530240067034,13.4897170718683,20.8839730556713,58.659897303875,125.750104780779,211.1239234168,50.5,1000,"calib1"
-0.271395376631081,0.277633056942096,2.82946346339285,6.35655228281373,12.710845920521,21.5359215811361,30.5794766523745,90.2219024079299,192.496899581313,317.481639354575,50.5,1500,"calib1"
-0.292306564623885,0.731201915594574,3.35099291894209,10.3326464438705,17.2635881977469,30.10311066603,41.9864108631243,122.245870501345,259.547542281219,428.652633972178,50.5,2000,"calib1"
-0.234725547573781,0.914740181266839,4.88220085278893,12.1550822255796,23.4068737381483,36.395110415419,54.4353471331427,152.627408135719,333.302414749463,536.774004771185,50.5,2500,"calib1"
-0.360370627253486,1.92974245256611,10.2267945986162,25.8748691742426,49.1579409436549,78.5929858128191,114.479614000055,314.964440563899,NA,NA,50.5,5000,"calib1"
-0.304481468960125,4.67958688139935,23.8601833527233,54.7788529044833,102.112379925482,162.203168455773,230.999557947091,Inf,NA,NA,50.5,10000,"calib1"
-0.191089469061211,-0.269817780778609,-0.214866522295198,0.0818047130223375,0.286802578591183,0.27367243940946,0.477319129418565,0.666512388194482,0.69295338277218,0.693145739436387,50.5,100,"calib2"
-0.234808626167171,-0.0933557865665643,0.0825330683813675,0.40452695853373,0.636328988895146,0.637489073330351,0.67818307277572,0.693000078174416,0.693147175345718,0.693147180559945,50.5,250,"calib2"
-0.187053928235377,-0.128951837138878,0.244657726330455,0.524868469930122,0.674920385930582,0.69119661556895,0.692792552601896,0.693147173202806,0.693147180559945,0.693147180559945,50.5,500,"calib2"
-0.217158371628332,0.176365540987391,0.481288797234097,0.658427435043299,0.688684701860795,0.692882175588709,0.693124962405205,0.69314718055814,0.693147180559945,0.693147180559945,50.5,750,"calib2"
-0.387014215814862,0.160432009644064,0.571095982157477,0.682582809429167,0.692178592478195,0.693049811328321,0.693146898059147,0.693147180559945,0.693147180559945,0.693147180559945,50.5,1000,"calib2"
-0.289447811496567,0.264884020912161,0.638668906213357,0.691023902582983,0.693139028193111,0.693147140287415,0.693147180556293,0.693147180559945,0.693147180559945,0.693147180559945,50.5,1500,"calib2"
-0.286493992049572,0.308960219582086,0.672662367262568,0.692823402480447,0.693144191575981,0.693147180541186,0.693147180559944,0.693147180559945,0.693147180559945,0.693147180559945,50.5,2000,"calib2"
-0.387725906816979,0.403081032310692,0.673749664435496,0.693105870666183,0.693147179012231,0.693147180559885,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,50.5,2500,"calib2"
-0.354590854395393,0.558454386071249,0.692986519868824,0.693147175086341,0.693147180559935,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,50.5,5000,"calib2"
-0.277210430982184,0.683726413444818,0.693147179800209,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,50.5,10000,"calib2"
-0.829826835161119,-0.913889717416234,-0.762423356305981,-0.0823183565824875,0.348988849147479,0.722129282221725,1.37015255685394,3.73128288399863,7.30199833418607,11.1609384554148,50.5,100,"calib3"
-0.946862821985227,-0.573090199053013,-0.212531308476068,0.931276560332196,2.22086488771237,2.79590540063992,3.74849312636625,8.44794943321644,16.8426329465367,27.3624673687147,50.5,250,"calib3"
-0.764656899714313,-0.514830261081789,0.418590692760803,2.04350172298396,3.29681919663088,5.33352106643449,7.52291722704344,17.0549596503303,35.3865716959628,55.4522442540261,50.5,500,"calib3"
-0.905030894886857,0.0834347722786608,1.32335004690024,3.31704548881155,4.85331805237666,7.40370066752181,9.56212520609416,25.7976406741475,51.0311590396695,82.1411824119405,50.5,750,"calib3"
-0.992516737821287,0.0251170825874855,1.96596948538319,3.88981147858071,6.59830168111872,9.64484698160199,13.7185517922924,33.5232734648814,67.7779442739488,110.961052336936,50.5,1000,"calib3"
-0.932424351000849,0.321487873047325,2.97256304668079,5.45306482886002,9.2284938763386,14.0692904013851,18.895987130579,49.7024872739199,101.558815458702,164.534989582605,50.5,1500,"calib3"
-0.962181948171703,0.804181310814027,3.46415458567052,7.82949624718369,11.7483682562838,18.6516235747218,24.8808787740414,65.9988259584468,135.372012758776,220.413222826015,50.5,2000,"calib3"
-0.991290372925427,1.05241026381381,4.47060062471978,8.90265359290902,15.0791919784808,21.9639594291346,31.3366190659115,81.4009990627658,172.492491917682,274.694651234174,50.5,2500,"calib3"
-1.13762902312195,2.20417723449018,7.79473707227887,16.3946473846281,28.6087953107291,43.7615923083379,62.0538578737116,163.268099098633,Inf,Inf,50.5,5000,"calib3"
-0.967345293525414,4.38095632167935,15.3198226516673,31.5178310477523,55.7617059308828,86.2471613055171,120.984052138509,324.769692087441,Inf,Inf,50.5,10000,"calib3"
-0.429174278719185,-0.517017887793198,-0.408875285079021,0.0874413132461902,0.409525986580575,0.57111287354549,0.981970451172624,1.87227459601841,2.61969656958115,3.06723817300677,50.5,100,"calib4"
-0.512637232440028,-0.244351432592057,0.027411881083016,0.746056218390355,1.41844226764127,1.59463183429142,1.90430668918911,2.77079633039587,3.4870928461421,3.99193093049678,50.5,250,"calib4"
-0.392813984938739,-0.23562175308985,0.42265376255459,1.24186807769659,1.79564589000246,2.28569604613659,2.65207668246977,3.50741439146103,4.24809600101015,4.69941264534114,50.5,500,"calib4"
-0.479291088492956,0.218852863010258,0.956215587395854,1.76664796223623,2.19481519347245,2.63897683319609,2.90256446818512,3.92052583990799,4.61800858328465,5.09595331166248,50.5,750,"calib4"
-0.615451384398428,0.181951764787952,1.24521994072255,1.95407369591075,2.50040151676991,2.90167219650335,3.27664524516953,4.1933248129475,4.90289188355903,5.39909062853623,50.5,1000,"calib4"
-0.529339828654565,0.387143217267989,1.63329964103751,2.29369427021546,2.87404529195492,3.3013878989938,3.60624941738601,4.59153606995494,5.31036566804591,5.79416990531765,50.5,1500,"calib4"
-0.545325218577913,0.61436020784687,1.83979853510604,2.66843677643223,3.11693399229755,3.60006903883976,3.88767335073417,4.87589070777455,5.59824161816723,6.08690583992619,50.5,2000,"calib4"
-0.609818903361988,0.763508578055025,2.0644999610827,2.82697322208933,3.37576659163068,3.76640427677636,4.11894550092172,5.08729499490624,5.84128454295118,6.30764884858143,50.5,2500,"calib4"
-0.67558260317542,1.34077366320806,2.68536058137644,3.4572320299681,4.02982484975505,4.46509940192839,4.81405087368407,5.78587881668329,Inf,Inf,50.5,5000,"calib4"
-0.543178034532227,2.07304068822507,3.38974101820747,4.12840459553341,4.70551596814174,5.14557707763043,5.48427316496358,6.47496756571558,Inf,Inf,50.5,10000,"calib4"
