"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-85.1402472410523,-78.3629936763259,-74.4585145085266,-46.7416910970439,-14.3354243474107,61.0574439016334,176.124751407415,-84.298635589814,-85.2430289617623,-85.5493719871768,-83.6508398597789,-85.1334380414123,-85.6174335500893,-85.3413239147756,-84.7146109722271,-84.9000612677485,-85.252079041554,-84.9555017030227,-84.8949126503583,-84.8647831509049,1,1292
-84.0314424053902,-80.9532660492171,-73.2580063559105,-36.513098381741,19.0129809543803,74.0189453878445,211.888555193754,-85.401150698257,-84.7537153381529,-85.6451435834633,-85.4204848641427,-85.7251078869483,-85.5134855533163,-85.7040558448643,-85.7222071492786,-85.364084866651,-85.1321211827619,-83.7549438958376,-85.6803492656095,-85.2929247983077,2,1292
-82.7520765249485,-80.9044800923066,-69.6695156745072,-25.475171309208,0.785433610569726,89.8893426176376,200.10015160925,-85.7421018571147,-84.4054785137132,-82.8455685866377,-85.5614137930531,-85.3613146416324,-85.4616866208903,-85.4303762030984,-84.153347818853,-84.1212588410908,-85.1051891319869,-83.6685922213537,-85.6615946111795,-85.7416660853999,3,1292
-83.917770364681,-76.1906410094107,-73.7182542061669,-49.2340020021118,12.3464635313621,78.3512022567249,177.5683277403,-85.3331830386771,-85.4430353687196,-82.3091039462442,-85.2650725888075,-85.5438975425934,-85.384892268874,-84.8705980664363,-85.2552602523338,-84.8075155453591,-84.9815254207801,-85.3951222424241,-85.5225356842088,-84.2077987717914,4,1292
-82.6056734422232,-79.0502520999041,-68.6967395604047,-35.349549894406,20.82821535724,93.337342036567,203.503392271254,-84.5469724363927,-84.7686376592781,-85.7651171873763,-84.8134402006626,-84.4716395849555,-85.7392394205749,-85.7688697065539,-85.6447557516506,-85.589970566384,-85.7146946305204,-85.7276796280255,-85.3825938686175,-85.4452418515382,5,1292
-83.2271815364657,-82.1511735562933,-77.0736895516354,-34.8853179901162,-10.1559536419413,85.9063930552513,216.200238733725,-85.311251623214,-85.2204382294806,-85.2598431749104,-85.4465712258873,-85.3300170938624,-85.3525207138375,-85.3263095624573,-85.4542187913257,-85.3121058780393,-85.0239280477033,-83.6307248104229,-85.4859735448047,-84.1769230885234,6,1292
-82.1374453199517,-83.9288669707369,-71.1288248672631,-42.2781689350841,-15.9946786027328,85.3170884305391,171.302906836776,-85.3514212916541,-85.2059776037186,-85.2391712771719,-84.8836606254411,-85.5211018562422,-85.480974342594,-85.2542185298719,-84.5907025947688,-85.0961449978406,-83.8885619880009,-85.5198699944135,-84.9408545202925,-85.3504874442735,7,1292
-85.4013326355782,-83.3602699888186,-72.0526687056965,-40.1707708988115,-4.26863950346956,103.446558712096,196.013269058562,-85.7394314068122,-83.647003837717,-84.2385928955316,-85.7543310719764,-85.7179582290498,-84.0182334855556,-85.7294663029604,-85.7385658303212,-85.5965755183536,-85.3536151035191,-85.0300205702531,-84.3732710751228,-85.6388933156779,8,1292
-85.705556806543,-85.1233440553124,-69.6874345013568,-30.4887779490864,-10.6672433144136,77.5640364285823,193.663281368777,-85.6764341126168,-85.6699810379855,-84.887075725225,-85.7047657378423,-85.4514873335888,-84.6244322223549,-85.3027087944704,-85.529134400975,-85.4749927590983,-85.1099233542077,-85.6860818167495,-85.5031058733734,-85.7055596926166,9,1292
-85.7036299746683,-84.2537297991632,-68.4919205736703,-42.2244340833267,6.39491002009413,50.6411658733996,164.561620134201,-83.9631323487647,-84.5158147728603,-85.7032059288974,-85.6596058279674,-85.5953486266876,-83.5587447563928,-84.3994700752125,-85.6913945887165,-85.6564913417296,-85.6756227762628,-84.7436457217721,-85.3755832523184,-85.231788947186,10,1292
-85.3003458844878,-79.921853210978,-60.9108809662148,-43.9971933219338,1.51671931725173,103.654906213025,172.976885102885,-83.7632271979451,-85.4328255345349,-83.847616588404,-85.4264340804,-85.4494114967249,-85.3209279456637,-85.4078692898559,-85.4451493302165,-85.2664893713793,-85.1326358335884,-85.3106199978627,-85.0596219460995,-85.4445624814839,11,1292
-84.7662573530033,-78.5844824494961,-79.1739714749633,-21.7294100200443,-9.20242643253869,110.201096856748,192.078280666305,-84.782119236339,-82.5765782748454,-84.7861996492913,-82.6294623628348,-85.5612621120326,-85.6462551213046,-85.2439790823785,-85.5420796705675,-85.6462350127838,-85.5950828297614,-85.3519053026585,-85.4431269809952,-85.6354956283128,12,1292
-83.7934971233828,-78.7485148602477,-73.4442260017029,-49.9265463235317,-13.7635100276666,56.5141865490809,182.263954628528,-84.614141056592,-85.5472973002857,-85.6529756968071,-85.5573739837284,-85.5735221466891,-85.6033922869749,-85.5603561953831,-83.8953147521092,-85.6608362020306,-85.612180809597,-84.4578620376149,-85.66072515579,-84.9605690993712,13,1292
-84.2903810685189,-81.1159895246417,-74.548299277689,-30.2422200783117,-13.0272543679953,86.7550134890746,207.008864152142,-83.9664495933116,-85.7880274766062,-85.7671687837183,-85.4955320369193,-85.715495507412,-84.8442772902422,-85.7720748320598,-85.5686934050414,-85.1643571102161,-85.6868261074719,-85.5602422891052,-85.6821589180499,-85.6175929314804,14,1292
-85.2254602960106,-83.7259822888957,-76.8290697478124,-26.5341966924061,-0.667552104523338,103.256613199793,186.725446355395,-85.3036032371383,-85.699488184888,-84.7243108531891,-85.3892779164348,-85.1135298388224,-85.5753255544867,-85.6386922759696,-84.8830293188571,-85.459370133804,-85.6889159328719,-85.0658281721123,-85.6996453858478,-85.7035485571021,15,1292
-83.6554648889489,-82.1501840495048,-69.2256323340396,-38.8873763194631,3.53193932111776,97.1190860839874,194.403901095318,-85.6079676240922,-85.3425021465,-85.6029961276215,-85.092087141682,-85.3635462045333,-84.7630443921389,-85.6041669887309,-85.619580279882,-85.5496024010586,-85.3818086331671,-85.2491547315572,-85.3029463139296,-85.6148465027002,16,1292
-80.5537811372701,-80.8332700326009,-71.4520711611117,-34.7326846575488,-17.2266013205403,82.0565834726046,219.235214607682,-85.5027547069342,-85.3080318486577,-85.6416390767924,-85.5425905173747,-84.5053167997839,-85.4009708702415,-85.5724688491355,-85.4029840020062,-84.6911827061879,-85.674642912413,-85.6235642010315,-85.0995454514243,-82.8676483945412,17,1292
-82.8648685479491,-83.2848023062354,-74.7396418620599,-31.0014034568153,-10.3148260235005,89.2242366129976,176.023261489191,-84.5413443757814,-85.5015102503721,-85.5667428324332,-85.5857928431187,-85.3413700475764,-85.5406001501667,-84.5216792538556,-85.5845101129598,-85.1204656519631,-84.4344117750231,-85.2283213492981,-85.4325646631735,-85.5725921621131,18,1292
-85.6305268221706,-83.2765931037072,-70.0135850346617,-17.114895110446,-10.2012936087706,88.7476102855564,204.532196990158,-84.3771154483375,-84.7887750445645,-82.6955493092123,-85.4673576139664,-85.5874349712803,-85.5842540350252,-85.3954558343157,-85.5921584278894,-83.1321903374931,-85.5594155050205,-85.4548433143204,-85.5652131265697,-82.3682778650332,19,1292
-84.5842968040254,-81.1363918628867,-72.1277130168619,-40.2259046952863,-2.83737853314938,102.700001663139,171.627425232454,-85.4573821203014,-82.60290209199,-84.8853891038407,-83.575800865674,-84.9295810445867,-85.3583353312354,-85.1904650789613,-85.1065451700129,-85.3376286052887,-84.3794010767369,-85.2716422297347,-85.235422195947,-85.1817417339039,20,1292
-84.9153261939382,-83.5488951312759,-77.7171022230934,-31.0941535436593,-15.5959644912471,77.1089076460191,213.872565809754,-84.7461025576549,-85.4543338720237,-85.5419422428383,-84.515569402337,-85.5092451147118,-85.6885538899855,-85.3277565229162,-85.7357615452233,-85.2304822237322,-85.7302582412112,-85.1734085850144,-84.6127432621386,-84.8630568480753,21,1292
-84.7578106367357,-83.1314565380019,-79.252486888897,-41.1559799096028,9.75227381819855,60.6259477428462,191.834994720637,-84.8415512845161,-85.7813096592306,-85.5499461761153,-85.0445914712632,-85.7205649462965,-85.7800195393015,-84.7350307520765,-85.3055703129671,-84.7921045274068,-85.0570805996495,-85.0948330295573,-84.9545856541367,-84.4959477560112,22,1292
-83.7818956741044,-82.1591269335272,-70.1591537335084,-43.4377937055333,-16.9113728595407,64.4636830637758,179.526688605812,-85.4245651662127,-85.5275778229695,-85.5322619674214,-84.6673951754074,-84.7903381087458,-85.0984900338094,-85.0511374462465,-85.500785527646,-83.6578294456883,-85.4469315769336,-84.760192341987,-85.2044934351009,-85.4726541790064,23,1292
-85.4428598888981,-80.7670809989918,-73.6729143928653,-15.826160588075,-4.92496778375266,81.3688559640407,148.68615362846,-85.4367576018924,-85.3426762195138,-83.8848097048235,-85.3491254703779,-83.0781158980801,-85.6101904391464,-85.3978802064835,-84.0788249475504,-85.195913982406,-85.5388745615949,-85.5606355113034,-83.7449593725837,-85.4660246689918,24,1292
-83.6912008425747,-76.791071069752,-80.4196544127433,-16.5498725548189,-0.520751527365064,68.9531232693807,190.033516321622,-85.7487254763976,-82.5570482917824,-85.492836354631,-85.7311176322714,-84.9955250913672,-84.9245330808553,-85.6421967530512,-85.7486275575875,-85.6657173951567,-85.3425054508343,-85.6703439078121,-85.1411188966738,-85.4557755483852,25,1292
-80.4315214406299,-85.2264324165108,-62.9545633672474,-30.6663369043597,-7.68724103964109,77.9296963643319,173.797791074738,-85.1196947596254,-85.2545323257482,-85.6961300017108,-85.682294349856,-85.6534488444111,-85.2833680081244,-85.5856855826109,-85.6466367190485,-85.6962658785671,-85.6879771876047,-85.0686584007042,-85.6718592935501,-85.691684599439,26,1292
-83.239856897351,-71.1156054001538,-69.0159584457645,-49.0907241236639,-16.7073663402152,45.2054156849608,196.178668212003,-85.6188259914932,-85.6156274858154,-83.6744671163385,-82.0901283942501,-85.0691197094213,-85.6177438691439,-84.8733793863526,-85.4502277326731,-85.5086759140872,-83.5014659800204,-85.1676966474895,-85.6126974706465,-85.6073418670264,27,1292
-82.421661013728,-75.4054038586205,-76.7106870322889,-44.331366797154,-18.6040214676761,92.084590344999,205.049000707333,-84.6760256667321,-85.3922862216925,-84.8574822075086,-83.2269674324632,-84.2646488324117,-84.5378306397777,-84.929890698294,-85.2418079173208,-85.3667896757233,-85.3167154166977,-85.1558471382041,-85.4094728288871,-83.739431157866,28,1292
-85.7537276313756,-81.0713052871472,-66.8648714375031,-31.599085176086,-19.426426749319,98.4106436525435,174.407128933305,-84.7750974302503,-85.5268903984186,-85.7575670965534,-85.4256295983266,-85.5437920884178,-85.7150805047609,-85.7515986673761,-85.6869446314772,-85.5646841677803,-85.7013632302546,-85.3841639581779,-85.4750707794694,-84.5639935113152,29,1292
-83.6973162647066,-81.9184143546672,-79.7375489304754,-42.4293355226873,-15.5310670819435,55.367642859429,199.783383242385,-85.1388227285395,-85.5423286376481,-83.2874906200075,-85.2975227416337,-85.4625748545132,-85.4109235704539,-84.3788723223417,-85.0312545938693,-84.7259336285042,-84.6676411677222,-85.2837678689118,-85.5515981247779,-85.3904115587445,30,1292
