"(Intercept)","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X3","X4","X5","X6","X7","X8","X9","sim","n"
1.05325370282374e-59,1.15052038505492e-48,9.03516982470997e-60,1.11340141802961e-59,8.47892404526285e-60,9.02670589154627e-60,1.18982168896723e-59,9.57452972651422e-60,1.55260629924803e-59,1.04057628017683e-59,8.64669002401249e-60,1.1456312481959e-59,2.55385262786197e-43,1.30450237398143e-59,3.45259433679377e-22,7.36637696469629e+45,1.98708190259404e+76,1.41181427161042e+83,1.66059670623454e+118,1.00665031616826e-59,9.14772491113206e-60,1,500
1.7961309073166e-57,6.24102700140649e-48,1.98884616968832e-57,3.0668786739115e-57,1.80205419311907e-57,2.65724457797901e-57,1.92373689551143e-57,2.79401392681254e-57,1.96992635241158e-57,1.06060487606598e-56,1.80924508246014e-57,2.81716623720599e-56,2.49662964039556e-30,1.80958230828555e-57,5.53435695704476e-24,9.78809738208439e+30,2.90213647697668e+74,1.11602790235377e+90,1.27790596166699e+105,3.07162132393663e-57,1.79619769191374e-57,2,500
9.22054788993169e-59,7.08739615247653e-46,5.52129718117912e-59,4.20916591902109e-59,4.38875110781958e-59,1.40794255057144e-58,4.22448110888436e-59,4.15238610358353e-59,1.0403370361e-58,4.56325115388547e-59,1.59770425594122e-58,4.40145614116073e-59,9.84682758252891e-31,6.68751832433338e-59,6.31979680635349e-18,3.14485538057281e+47,1.15692848285285e+74,1.42857589633656e+92,1.50757569532773e+128,5.52934419132991e-59,6.32113479582415e-59,3,500
1.24307633670918e-55,1.06873310737697e-47,4.20877305374561e-56,7.26729057489561e-56,6.51459297811216e-56,3.66340564710727e-56,8.78529341842236e-56,5.41734507974213e-56,4.57949674863025e-56,4.30942992771527e-56,2.22946203185431e-54,3.90626584163363e-56,1.71892524015778e-31,3.08897413754172e-55,1.34632207155441e-20,2.68379123269505e+43,2.40420476286575e+70,1.27772622396882e+97,4.82881388024164e+114,4.85667436481845e-56,1.33964337706631e-55,4,500
2.16025059531433e-60,1.54858104423958e-41,2.0867315204296e-60,2.19075161783301e-60,2.83808865254127e-60,2.39378602568858e-60,4.82076059762793e-60,2.64327621182553e-60,3.27971876722521e-60,2.48976430086913e-60,5.3241181298436e-60,2.67055285962933e-60,4.68005302968069e-30,3.05227988600383e-60,3.16969612248844e-17,6.57328340528092e+55,1.18484332563363e+68,5.99450680187827e+115,9.19119725173099e+129,3.57680061228328e-60,6.36669183370133e-60,5,500
4.3746006540436e-58,1.66222055490949e-45,2.52402804385695e-57,2.14277787229898e-58,2.46091760127237e-58,3.34927141841277e-58,2.49919018081149e-58,1.49382015471284e-58,1.5718989869846e-58,1.6388833407222e-58,1.50008977887242e-58,1.85352320089266e-58,8.19620466008918e-35,1.86003453321794e-58,8.65437033204563e-18,6.52750996911128e+40,7.63800773399962e+70,9.70622602810758e+91,3.35729831481472e+132,2.99337585803009e-58,1.84809269699733e-58,6,500
1.1481777705113e-59,3.9864062149051e-49,1.01704282447475e-59,1.08692979750126e-59,6.88712148038049e-60,7.70863547328318e-60,1.31547949263318e-59,7.95481874125603e-60,7.90168533718443e-60,6.89823391365138e-60,1.53991727974506e-59,1.89114221147256e-59,1.49403063539538e-32,6.91155144356312e-60,7.5107286710569e-21,4.4934388969191e+51,1.67057482600594e+86,1.07791418564541e+107,1.54561190707576e+125,6.92411452265646e-60,2.48933241597684e-59,7,500
1.44501008105656e-57,1.61333762437361e-41,8.05714795084812e-58,1.73180016314281e-58,1.89095884402372e-58,1.28202291304583e-58,1.33214465566415e-58,1.37746947189549e-58,1.36447426538025e-58,1.7325640366602e-58,1.36015539277505e-58,1.4625866706485e-58,1.91610230510441e-34,2.01237346027857e-58,2.02941507866348e-17,9.64858622529472e+40,1.05547623397075e+81,2.98115699186627e+102,5.08264208965509e+115,2.1716925667643e-58,2.7950071997766e-58,8,500
6.00278516020238e-59,1.90741041514135e-48,5.30709942858319e-59,1.85315695501289e-58,5.15001007675518e-59,5.777905645186e-59,7.71587197873091e-59,7.59659603942884e-59,5.9822982691094e-59,6.11239243586909e-59,5.07509760317395e-59,5.86578485678721e-59,3.93197316529017e-33,5.06290176905168e-59,1.22785934544462e-23,1.73389034073688e+36,7.68731707213365e+63,3.86524729236772e+82,9.07058399327287e+120,4.89517099770656e-59,4.91655054548887e-59,9,500
4.84289376236476e-58,1.10354640991351e-50,4.58676217363881e-58,3.44672579211367e-58,3.35326820139859e-58,2.70281617887296e-58,2.68693722144747e-58,2.77671370772539e-58,4.34967734270584e-58,2.71943014515182e-57,1.77781193039603e-57,9.20325788388841e-58,9.26122734333026e-39,2.66307632388538e-58,6.78223584308107e-18,3.82165228938523e+42,5.73630057943852e+82,9.38357918487349e+86,2.69307241923217e+122,1.77193955433261e-57,2.64190093973643e-58,10,500
2.41603099345629e-57,6.20807038564407e-46,2.40403192157406e-57,3.96834612066147e-57,8.21893580719306e-57,3.74528431624501e-57,2.57273132172242e-57,1.6503374725127e-56,4.3698109442864e-57,2.75487489018856e-57,1.9071405974087e-56,3.48040190637697e-57,1.3081238660732e-28,2.45021632107916e-57,3.95924988440003e-10,2.60426741826442e+47,3.14983445228934e+71,8.00387243657211e+88,6.68898909070059e+107,6.65581602939001e-57,2.48979821339633e-57,11,500
5.32121489375627e-59,6.80913700387332e-52,2.31432058585643e-59,2.69005627685282e-59,2.57417600779366e-59,2.26059000903117e-59,2.45279038446967e-59,2.15732496112304e-59,2.15522638679427e-59,2.13478586360283e-59,5.03500768453769e-59,9.70098573386727e-59,2.51646586991831e-39,3.13948286917058e-59,1.60157687617001e-17,2.04407779120982e+52,9.1227847635273e+67,1.79253866596513e+86,3.24006676482279e+116,2.2650157493629e-59,2.1560661280601e-59,12,500
5.21751966586321e-59,2.32414686426466e-46,5.1516500528252e-59,8.14129056221366e-59,3.84372369750019e-59,1.19148545933942e-58,4.04432247563803e-59,3.79633966630275e-59,1.00169862863813e-58,7.31117500566622e-59,1.1331158305359e-58,4.89971816013216e-59,1.82455666196743e-35,5.0826725774404e-59,3.05586406877844e-20,7.72403212349524e+45,2.32303847100061e+83,7.53002352328545e+93,2.22341816746217e+128,3.82228476458654e-59,3.80562399793068e-59,13,500
3.17063656252774e-57,9.64165929387062e-46,1.84261924983859e-56,3.79891433716309e-57,4.3463427089503e-57,3.3687803209668e-57,3.88794464589218e-57,3.65901403990087e-57,3.96146921222597e-56,4.43697822512884e-57,3.77867389937568e-57,4.65323225600596e-57,3.48453085945221e-36,3.14980227347496e-57,3.02767491729233e-27,3.42238287217011e+37,8.81506472345737e+60,1.63300804163059e+83,5.62226247524654e+103,3.15637400324433e-57,3.24051359249607e-57,14,500
2.04593348527241e-56,4.00716441642788e-44,7.55440405551042e-56,1.69662202927141e-56,2.74264800137764e-56,1.25964553857517e-56,1.44764135740437e-56,1.14007270431181e-56,1.2169703529565e-56,9.74276119031145e-56,1.72103990198006e-56,5.47125377962464e-56,1.4973406040228e-25,1.37783595447028e-56,5.7917267943284e-22,2.95122334185241e+39,3.47740409296721e+69,1.70023815585163e+94,3.41111367982558e+120,3.26032809156762e-55,1.18117275414409e-56,15,500
3.79206013119887e-60,1.36271416942741e-44,3.50014445531208e-60,3.15386183757895e-60,6.76148501668416e-60,3.1112716370164e-60,3.28181245351119e-60,3.70024589217196e-60,9.01726758068635e-60,6.95395406147711e-60,3.92880458258194e-60,3.51033360297249e-60,1.10349227309137e-37,3.11356433385476e-60,6.72050520871683e-21,6.21935868137459e+47,1.35081276359548e+83,1.01997037848107e+96,6.20730577229782e+123,3.14989009106792e-60,4.26398375326876e-60,16,500
1.06392462608224e-57,4.60953593258914e-51,5.41777255155709e-58,9.09406914297166e-58,6.7325218128893e-58,5.58057451768507e-58,1.05134061870442e-57,7.25134506283247e-58,7.83443582906615e-58,2.12692511809251e-57,2.6900161585408e-56,2.58598243571092e-57,7.00128409813008e-33,5.48987745777398e-58,6.67545816385976e-12,1.17083383537288e+39,1.24381185051782e+73,1.30863424080859e+102,9.22751237929642e+123,2.21457132723005e-57,6.30341138946392e-58,17,500
1.04885719810887e-58,2.31695622352888e-49,3.64870008296136e-58,6.67020962105981e-59,1.0589555576056e-58,1.14330780135241e-58,5.82644258399069e-59,9.3377504688799e-59,6.35176665789549e-59,5.97828586039267e-59,6.16345782081497e-59,5.87743670904538e-59,1.59281552865841e-28,7.06241635600049e-59,8.3968160237327e-18,1.83956692178846e+38,9.73557894956254e+78,3.66014067797164e+93,1.46135709781833e+120,1.39372104840934e-58,6.35927916622317e-59,18,500
6.63880898691866e-60,7.82316189195882e-38,6.53592158072113e-60,6.84543220331089e-60,5.41591608735894e-60,5.16866980579895e-60,8.48814548970715e-60,5.26696456085628e-60,6.76985160991468e-60,5.15909832221385e-60,2.84807739524891e-59,8.22660783764461e-60,7.71353286089396e-31,5.57877634640704e-60,1.24260874293007e-20,9.65913128179052e+41,1.51108858444254e+70,3.88846897076544e+101,9.43629781448026e+129,7.62128428398896e-60,5.49417891115922e-60,19,500
1.21797324278128e-57,9.0694526174439e-48,1.10100774691395e-57,1.18274586215781e-57,2.52025438686802e-57,1.34038485571482e-57,8.05930248828312e-57,1.08859001800134e-57,1.31993893861504e-57,1.89102587662334e-57,3.96569112257504e-57,2.41537358055549e-57,4.00795124729633e-27,1.18275185663447e-57,2.3228185546483e-23,1.71758582830237e+41,1.35855380754108e+69,4.02025937916325e+96,3.76057940075575e+117,4.64241417467715e-57,1.46422263272389e-57,20,500
