"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-94.4297396910115,-77.3438776373405,-67.6462570903786,77.8897371920248,109.777695092823,372.957431514636,722.426447720056,-93.5129327590021,-96.8469372275003,-96.7951219649667,-94.7397086523715,-96.7228599926666,-96.7722109416081,-96.5069099508755,-96.8600301920678,-96.6897779033352,-93.8409209378387,-96.8037336661837,-96.5194255681936,-96.8707608241521,11,3594
-92.1380126394397,-86.701356761665,-72.6780404553228,47.8824206033623,115.617942057992,400.090629964055,670.828374064442,-96.9173232665571,-96.7963761141527,-96.7330210753544,-96.1738815016461,-96.9457401163472,-96.9558812903488,-96.9528490626017,-96.9422733296014,-96.6161528776329,-96.7860327980297,-96.8994523837728,-93.7163998421511,-96.9141430100017,12,3594
-93.2783284970683,-92.4480529079874,-63.023461652072,52.5641148807972,119.331475503153,365.43071833557,686.869485767292,-96.6938580913011,-96.860802297977,-96.6582820312196,-93.5390355633062,-96.4861167568079,-96.7705814120109,-96.4381310418394,-96.4273959616266,-95.9586473792187,-91.0722355230082,-96.4456908982411,-96.7943463911497,-96.6791614178055,13,3594
-93.2381176481749,-87.2693486649378,-62.3863060334852,23.9799246640478,151.176055070388,371.133604073691,634.276141142775,-96.7095717402226,-96.8963253699812,-96.7880693544585,-96.6569798169403,-96.9014550399452,-96.8942294370399,-96.8804239534265,-94.0097854640526,-96.3405962774295,-96.8150341269793,-96.269175110494,-96.6678799341371,-96.7814886398155,14,3594
-96.8682362073641,-80.8634441880631,-40.5290374334882,26.6803056003273,148.022005251945,364.656864599447,621.143302036293,-96.7086731086065,-96.7471762737796,-96.7382542067626,-96.8588546587807,-96.8725640140565,-96.6644191518062,-96.5745780817469,-96.4096354618723,-96.6664443689833,-96.6126857669615,-96.8798487035083,-95.80259427293,-96.3433401741786,15,3594
-94.8514332305385,-87.7024978077679,-51.0362565507876,44.7990909134505,115.226032389418,357.775752342038,622.354819507785,-96.9740005281883,-96.6881508979568,-94.1019628646654,-95.9456036039719,-96.166963216624,-96.3823697921334,-96.1334191135747,-96.9798088162443,-96.5591527087927,-96.9623355090871,-95.5549460318371,-96.6341943020743,-96.9760034410183,16,3594
-93.1725783943602,-90.2825713982502,-51.2975167977893,68.4815144255745,143.493324441569,417.504719035097,702.784214845936,-96.8088558966119,-96.187887737482,-96.6084058035131,-96.4969660002971,-94.7408421426389,-96.8199228132662,-96.8124053948832,-96.7553282971585,-96.8724130583532,-95.8837938794613,-95.8712181036653,-96.8645257150602,-96.7865648988009,17,3594
-94.7141648011038,-91.4898068663397,-58.3407235325685,58.193308292759,106.647012449861,369.497206492028,613.158135045356,-96.7173599999314,-95.3490681651692,-96.3344756750448,-96.6767122321216,-96.7362178460589,-96.8358314962534,-96.4113761909448,-96.8601625646816,-95.9632608299744,-95.3508460893099,-96.4699322061015,-96.6715119416858,-96.6002990086599,18,3594
-96.1051106301302,-89.6539614735966,-49.8771775248033,52.6090547254189,161.725741278185,405.875500391375,652.384958752078,-96.6873264714332,-95.6533849498037,-96.5456116079276,-95.678330922342,-94.9589333185386,-96.7544636080211,-96.5925326543565,-96.4436547759296,-96.7166321072373,-96.8655429345463,-96.098101427312,-96.8133669232257,-96.7754173864441,19,3594
-89.719818708506,-89.3677186894092,-61.4238598869197,42.0913937608193,142.654316869624,312.16074567745,685.800433355251,-96.8104610339251,-95.2784428945706,-96.7534457436832,-95.8116129508562,-96.5958487054459,-96.2176275793236,-96.4225188132068,-96.7700792633441,-96.2881649717156,-96.6598361241431,-94.9129294384966,-96.8455736916876,-96.8579193008709,20,3594
-95.9232379163359,-85.6430051892548,-50.100488875476,37.1309325680832,170.888143466358,410.926033110653,679.367698552772,-96.6747339776321,-96.9149516945936,-96.8913295834809,-96.9149529071256,-95.6185143936864,-96.5718050459109,-95.5964272015935,-96.7884897029699,-96.2796477391385,-96.639320788453,-96.7212987210896,-96.8780971881124,-96.8970162771329,21,3594
-90.6276736172276,-96.38916173906,-63.3414813306163,31.7772901357976,138.142941275361,359.607418393543,676.798273804649,-96.7098377549755,-96.8490372201786,-95.5848073505613,-96.3726859388962,-95.5224719092294,-96.083364660758,-95.8551453997406,-96.8286259915512,-96.8403564267865,-96.8427281506874,-95.5670438562393,-96.2076128537065,-95.6630911470129,22,3594
-96.2212834264028,-89.6909277500154,-48.7141319327429,56.3524682162461,128.81040755121,340.102154073998,658.450822792028,-96.5082061674593,-96.0926358743436,-96.4667606618696,-96.7155613875557,-95.6837116254628,-96.0985208928751,-96.7457395231304,-96.4857899895123,-96.7507692338295,-96.3625673262468,-96.2484842461763,-96.1104680004864,-96.7264460736451,23,3594
-92.1484983032942,-90.2353688219546,-54.4516793518496,19.4308741500299,140.545038162942,367.757048063471,652.351893428411,-96.8295146429155,-96.7314892702652,-96.8797687001825,-96.8525958155442,-96.900844098619,-96.5531682339652,-96.6455948906496,-96.8613455945033,-96.3662828774613,-96.6374817524147,-96.9118654601289,-96.8312659967523,-96.8666875359286,24,3594
-90.1386236969138,-94.9403907194128,-64.9060579964735,46.8573692924929,105.361290879282,390.732822374278,682.962616098689,-96.6287164735422,-96.4123867985409,-96.1967419747398,-95.3871982300861,-96.9546229389571,-96.7753003590751,-96.8077729270117,-96.3335299486534,-96.882293706969,-95.7326401862319,-96.7189316599843,-96.8897849723862,-96.6841713073072,25,3594
-91.3017773576348,-88.0662350818911,-50.7666361922047,57.266826321561,153.743041876701,335.102422113486,707.343506988424,-96.770514273202,-96.7561750549057,-96.2900454389883,-96.144831748049,-96.8549153572558,-96.4379420379455,-96.6778670153317,-96.6859198644115,-96.8142134669324,-96.5770739878926,-96.2401498579447,-95.9441280687752,-96.8315459270707,26,3594
-94.5306663696283,-88.1284192827543,-55.439220920849,60.1829861977167,101.419995765196,366.858993014117,674.017850544447,-95.9700002117188,-96.3027160117663,-96.7051808379711,-96.8306963441928,-96.8552930894211,-96.5025131655648,-96.856363912334,-96.8535577153752,-96.856337187286,-95.4863614795868,-96.448020011916,-96.5503528165218,-96.819520329138,27,3594
-93.2660335604151,-94.2725935002627,-73.2243125163332,41.7141445486832,99.644080751119,372.2229989927,645.356361754788,-96.7615745298053,-96.3121177583052,-96.5356567821891,-95.9684390626335,-96.7184221439084,-96.471058958592,-96.3628325409336,-96.7447873858218,-96.6939992161242,-95.6917301184667,-96.4167625281443,-95.6382682305266,-96.6848757229873,28,3594
-96.2944222747019,-84.2991589849153,-65.1831311734031,30.3283918762518,121.937195698912,289.827097546981,642.221185675217,-96.7486090143648,-96.7740466841542,-96.6344576096035,-96.1867796631341,-96.3738484540036,-96.4855371052963,-96.4412778726091,-96.7641711892702,-96.7762825456566,-96.5036766861276,-96.774070374212,-96.7464680044559,-96.7795669608922,29,3594
-94.4881426080365,-85.9470170657742,-70.6694505041505,63.3491042977812,172.597472126027,396.944301691276,715.61097979245,-96.8732977646532,-96.4895119707298,-96.3513647045411,-97.0259447664102,-94.0498094176737,-96.6643529479297,-96.7943344826081,-96.5443633083933,-94.9147652525307,-96.9857306420054,-96.6420051856394,-95.2097779233927,-96.8611689195741,30,3594
