"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-93.99905805653,-77.9092581681216,-46.1620650503401,27.3937462118092,128.965723307275,334.833822627756,638.169611802101,-96.8945283879139,-96.8852037945817,-96.7762008473719,-96.9054926208382,-96.9035491955929,-96.9043887704374,-96.8209112368777,-96.6711102770723,-96.3299182163337,-96.8869275718043,-96.2353095260514,-96.8539830140699,-96.9159994006495,1,3594
-91.1899839109456,-85.8619133908487,-71.5343562685266,55.0485383206033,89.2568572381597,366.454678534844,642.93620313335,-94.5549319634483,-96.5272433248883,-96.8950884119367,-96.8178880423302,-96.8432632435579,-96.3892693021317,-96.36712886851,-94.9562947643271,-96.1700197084519,-96.8972900418084,-96.7406041817694,-96.8886508723199,-96.5908562402301,2,3594
-89.2765377598726,-91.5204603224201,-63.619227604695,42.8232500244749,125.616686135945,360.465118955121,665.147770415349,-96.3876366684199,-96.7491749025985,-93.1024713330407,-96.4658647418883,-96.4861985491825,-96.7913495335542,-96.5932494891376,-96.6200405227046,-94.5936179842729,-94.2424431872214,-95.8768156544138,-95.7474228367682,-96.7037999526119,3,3594
-94.9512846292409,-81.8388915870564,-68.5962097592464,37.0016583535889,88.9018007847872,370.391910870341,631.584324636118,-96.2206818415652,-96.7090660634649,-96.6090963983679,-96.7222296962718,-96.7254894796761,-96.1871877258118,-96.6602262975148,-96.6874575950651,-96.6795214633567,-96.6584887611016,-96.5232288447705,-96.4229655785757,-96.3294446481405,4,3594
-92.8169049072776,-77.7108732408042,-68.1662790007085,19.7324225319344,101.646734097159,363.09069989998,688.885006734991,-96.8536616553201,-96.959437389788,-96.1353818488242,-96.3723688518057,-96.8191975092377,-96.7405862053238,-96.9252816413436,-94.4238313872265,-96.2993143420799,-96.2120044008398,-96.932359894583,-96.9280569123794,-96.8739787990871,5,3594
-96.5427766127532,-93.677678672334,-68.3555191857849,60.2510809043788,117.73676043082,298.369406839937,617.063595762801,-95.8272455997312,-96.2867035356558,-95.9566705968773,-96.6290889965594,-95.5540991629096,-96.5378119145726,-96.7200009066155,-96.6881069716619,-96.7377384189367,-96.6169911304323,-96.6506735606754,-96.7416812753454,-96.5332434392685,6,3594
-92.3381721477281,-90.4069618156827,-59.8061310493331,42.9026254344981,121.342408447939,360.361799189962,642.897409022274,-96.9685723497278,-96.9513776826425,-96.142084001508,-96.9546011305647,-96.0211538965923,-96.9178553470847,-92.2984604352723,-96.9400425272279,-96.9436892560334,-96.4327767770765,-95.5078697669442,-96.3673415811891,-96.9174011273417,7,3594
-89.6250325126503,-89.2972920181737,-70.9161425047041,32.3144511418068,155.624749283898,374.580806630932,708.274749531276,-96.9109959746092,-96.9805008035246,-96.0837621032379,-95.6010105816285,-96.4577887875339,-96.9049998076089,-89.8695783659959,-95.9974723607284,-92.6101121318934,-95.9978650600051,-97.0018258483806,-96.5503196666377,-96.9340275290269,8,3594
-95.4413337866972,-82.1715699341858,-59.3105451939336,55.8138629981468,141.602416310316,344.102508692951,657.936335615323,-96.3280656936067,-96.9840898808461,-96.9958601808512,-96.9293974816819,-96.4521755938513,-96.8439928848738,-96.9846716395423,-96.9891881291778,-96.9738754012824,-96.3610174642427,-96.9426045113387,-96.9281101906208,-96.917276889516,9,3594
-96.7192419390412,-87.7927835486298,-64.3875664762836,54.1249945003983,136.704431975154,374.903154127934,682.276852667695,-96.3979235891875,-96.8290250254086,-96.4261306218486,-96.1701624356165,-96.2970752150068,-96.6184710379766,-96.9390124615747,-96.9246600513261,-96.8944273532043,-96.8834376979685,-96.5950814960888,-96.8519059578521,-96.8292589210405,10,3594
