"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
0.00474107297923727,3.63220502975038e+221,Inf,Inf,Inf,Inf,Inf,Inf,0.00451290544941113,0.00598125322510309,0.00788474889414887,0.0153080873932325,0.0048660705721817,0.00517943066281498,0.00480559362172548,0.00672200401054363,0.00533951519270993,0.00466193453311643,0.00642289731330895,0.00488955568110294,0.0069908769839857,1,50000
0.161434891405955,3.41200222093714e+226,Inf,Inf,Inf,Inf,Inf,Inf,0.00512550391186579,0.00453624899131724,0.0049012569802629,0.00447718912047899,0.00772486963281425,0.0174965308633353,0.00468865627745025,0.0044783101280237,0.00647996581442925,0.0077432995978197,0.0181179158388906,0.00529118007682195,0.00475836127904589,2,50000
0.00481514779413597,3.82798096403898e+230,Inf,Inf,Inf,Inf,Inf,Inf,0.0279285572248288,0.00620490891818604,0.00447298710647549,0.0152566501465722,0.00478560952789115,0.00508329458812168,0.0136389153655388,0.00473988224484166,0.00463486283399453,0.00599495187413338,0.00560637598714728,0.00478778340588986,0.00569169787276144,3,50000
0.00896147230986149,2.05524165541618e+242,Inf,Inf,Inf,Inf,Inf,Inf,0.0113717128111609,0.00600063722191197,0.0050335516791445,0.00519491382422856,0.00704043992737481,0.0272325832999407,0.00476966426878499,0.0194006213946389,0.0090477223450108,0.00469205073641656,0.0153844454050015,0.00806372028868479,0.00617796494248004,4,50000
0.00447220749533079,8.03014410543554e+222,Inf,Inf,Inf,Inf,Inf,Inf,0.00452639081345754,0.00474096879657968,0.00702236312189537,0.00866551452168078,0.00447554269458735,0.00539030405333836,0.00447209125917049,0.0058945926209482,0.0107037373694411,0.0121060518914086,0.00450582016022145,0.00636924112859566,0.00835407796996142,5,50000
0.00451243502307236,1.44892628785084e+191,Inf,Inf,Inf,Inf,Inf,Inf,0.00673554334463837,0.00469889857465733,0.0160437945605885,0.0102183056781967,0.00536017629393295,0.00449971255201375,0.0075717215314582,0.00557775324297445,0.00488565660308075,0.00619767165492912,0.0129366120249306,0.00447803756716253,0.00594559655718187,6,50000
0.00581257939362888,9.71389285086473e+226,Inf,Inf,Inf,Inf,Inf,Inf,0.00450110810738958,0.00657128317810007,0.00469541449011901,0.0112820316799754,0.00507148442400678,0.00448603734550354,0.00561247576039949,0.1108164182528,0.00494975705284787,0.00483289435976284,0.00447463853836587,0.00900881921818769,0.00800275379966878,7,50000
0.00750635079574632,7.66814825827656e+219,Inf,Inf,Inf,Inf,Inf,Inf,0.00498536696396129,0.0069463300403118,0.00485282137231928,0.0162798812875089,0.00503110728781802,0.00570138877506467,0.00666961536230035,0.00548796752070179,0.0050931689774352,0.00448075869283894,0.00688288813508723,0.00803707143340443,0.0049269006770707,8,50000
0.00455665979689822,3.13813453062161e+214,Inf,Inf,Inf,Inf,Inf,Inf,0.00527667808942273,0.00785796868846732,0.00478512210041114,0.00966740610000185,0.00736471500501544,0.00808841539920974,0.00488268359756648,0.00547148278424546,0.00447440656971924,0.00457117825279595,0.00986299631347523,0.00450119388012107,0.0113411627956642,9,50000
0.00458339127537414,5.94779022520842e+218,Inf,Inf,Inf,Inf,Inf,Inf,0.00730828536296064,0.00925883977413455,0.0044898976638588,0.00504430149141165,0.00588402139199026,0.00765587760957478,0.00552384320277963,0.00689915771447057,0.0054279453299552,0.00459636499978624,0.00448286191660692,0.00744747314433276,0.00621266779531164,10,50000
