"A","B","C","D","E","F","G","H","I","J","sim","n"
-3.44368673447525,-2.20620564416595,-0.693757295459818,3.34880014374085,14.5004615671778,16.8743315461343,19.2442521737166,52.1739490750924,116.596166639843,220.140594564012,1,1000
-3.39118900968333,-3.41470535217059,0.0376982423008485,-1.4759002165124,9.24008968906674,9.23098444867401,27.9444154328926,75.3150284689236,138.581056869029,213.69006959739,2,1000
-3.45380145835998,-2.41438019269572,-1.08367820376498,-1.28861853549597,15.5289924623967,22.5253639306093,19.5055896919271,52.4533459931849,136.684785760796,246.054009039719,3,1000
-3.37518748535422,-2.04342689722125,-1.07997016637773,1.26666407109269,6.02784017763724,17.5421918710726,20.2719455286569,63.7246556973423,113.27057273366,205.927187537075,4,1000
-3.44274171050392,-2.91713903281425,2.77477725528979,1.00430975483914,4.77611851834945,15.7384984116006,16.1251087866308,70.5785589291354,143.66048674686,192.115872894103,5,1000
-3.0503770428395,-2.11493078513467,-0.550580675983838,0.307580823094213,3.03762562006841,17.5637711709937,16.4805850357016,68.1785383569872,135.344696952977,205.329785575065,6,1000
1.37134013681225,-3.13868675976846,-2.571872152585,3.56567365970932,13.6680688541046,14.4247512843563,17.8310413619643,71.4500977577159,142.943311717886,248.77342719645,7,1000
-2.89596833080395,-0.891465417971176,-2.8143138029036,-1.25672390278942,3.8021944282591,16.4892483024291,14.6627943181893,68.1720062635136,125.947269155134,216.090888086588,8,1000
-3.44864124261812,-2.11338654347946,2.69345695148422,5.09972184721573,13.3782121051486,15.1309253133686,15.6509133602644,55.1310310310037,85.3553887807152,225.821057266535,9,1000
-3.3234042896579,-2.67386576924719,-2.20780064601922,4.3900684666246,4.64503285896853,11.1595152748437,27.8577902162469,61.4219649249267,136.614273295361,232.070696080873,10,1000
-3.45312485687373,-1.93866561595451,0.857289828938974,3.13649587564942,4.44435733528508,8.20222137219525,27.6643676288145,61.1813844454505,127.087701364761,192.838580786567,11,1000
-2.59847258405625,-3.28837123273252,2.3963004786051,0.44384572514673,11.5430602861807,12.4163180186624,19.245389493798,55.0304501672376,161.305332681073,235.040205372658,12,1000
-3.44307116182244,-3.09971864605177,-3.17728490476475,9.98887829792238,4.71688063676993,13.540872198781,14.1721917960517,73.223853119674,114.787786268811,253.414739307421,13,1000
-2.52009125842142,-1.83969437124551,3.03856520052432,0.561198191781841,14.2055011475131,20.7948937396027,39.9699063000667,41.6279690406545,121.098983379798,245.314258135823,14,1000
-3.41154517296627,-1.80342126916912,-1.01424055332609,1.05939000019362,0.241579976437606,8.27536980675814,18.3681734262782,60.6882437643571,138.719994885907,225.111461126432,15,1000
-3.44878649256134,-2.43487760707148,-3.39471833975358,5.72575379305454,16.5853880076556,25.4956371268158,23.3606472277356,42.5676475133082,143.510805877659,232.531225808819,16,1000
-3.45414770537855,-3.09679655103309,-2.78019455384583,3.8081960165714,19.601017806629,20.9197105286712,21.2698001004683,61.1195884864683,106.590559719477,189.292444607469,17,1000
-3.05191616113871,-3.37691107041155,1.4713705131503,1.30582718030564,12.0235324877785,18.6999704431464,18.7160274697826,76.0536016624415,113.42487722868,205.592850706114,18,1000
-3.41598703195723,-3.34764937398268,0.325024148948614,8.93717156927096,6.41135083622112,18.5447532104231,23.520786823814,65.2131707769331,87.7423903328918,193.114915160315,19,1000
-3.36744075185334,0.506947899124498,7.65666704097612,2.18997561497417,0.629150603500875,8.872802501347,24.2048716588815,49.504500713098,140.424876863291,204.987247964222,20,1000
-3.34077795686153,-3.45370566751217,3.61638090143788,0.446682329693886,3.65523892890133,10.4521189572934,20.9086049663492,63.2490761400582,128.729512777235,230.534062411817,21,1000
-3.44209960461103,-3.41720355250209,7.16787235972879,-1.55449330800957,6.20541826698309,8.00497990695885,33.6814887886976,53.0388134719306,139.803669906195,225.837674368467,22,1000
-3.43503590142427,0.885141205400032,-3.29394175614789,2.32333820265376,10.8919902068274,9.8073053857388,19.5616891054319,56.6252952988548,134.765400685181,260.900058414423,23,1000
-3.44915470680871,-2.79339124431226,2.25114381870299,2.11809966233568,2.73552815550829,22.382097143739,18.480384223069,53.5106208106454,139.265453861917,210.841847481335,24,1000
