"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-2.14880863379176,-2.98824015649484,-0.407775058406742,18.8093938322636,21.0058144309298,50.6160737021519,96.6987570617275,-2.6561039010071,-2.99691038360129,-3.0707700594055,-2.98223319082081,-2.70296301401117,-2.79269327042448,-1.4439503884339,-2.98821804234808,-2.30692668585016,-3.06280985520607,-3.03458798231895,-2.52611180285226,-1.67654714023661,1,464
-3.07101586653357,-0.490600647294286,0.470355147675718,17.7334447608625,28.3178468394901,57.5765236023792,108.997925103278,-2.73755811275987,-3.0703041486222,-2.97506965642674,-3.06132026990599,-2.81215241689188,-2.79145125084892,-2.68524836079018,-2.06705467759321,-3.01156420268626,-2.32773359726684,-2.93711097292817,-3.0258652337418,-2.13990511279826,2,464
-1.69534789832278,-0.754194493390969,-1.28732872395858,14.3427494218363,19.6569214824283,65.6641641557144,89.8571608195869,-1.91017873345459,-3.02889560777203,-3.02152263612584,-3.02070741392231,-2.56587264959171,-2.0083511597602,-2.92200793356278,-3.03602578582968,-3.02036227305439,-2.9722582960178,-2.10410261272614,-2.98318685400113,-3.04085444010161,3,464
-2.12129881604119,1.67096618972027,3.2123536041081,22.5117405552819,22.1466619293221,35.1179269797574,81.8727833972121,-2.5329765190404,-1.52330333775467,-2.59081825063231,-3.03395564022094,-3.07101852007713,-1.88996744617339,-2.75879624559866,-3.05359379508604,-1.81752192840872,-2.91223289486834,-2.2707349140444,-2.91057120211735,-2.60538494323805,4,464
-2.69460315300671,-2.6732256749367,-0.30664842935812,9.239791859359,31.2370507210137,76.0047759378424,108.255051146109,-3.05393619172082,-0.982489644905172,-2.20099667806517,-0.784478065743087,-3.02685047226669,-2.7432920276317,-2.76686214650363,-3.07086048131009,-2.88943529016615,-2.86315720288803,-0.347696975331473,-3.04323627607596,-1.24906616993349,5,464
-2.64732238033343,-0.873572184480054,3.6048041099516,23.1199496263341,23.8781551241318,60.4563655430684,83.6221923745406,-2.85242598415402,-1.49378019607479,-1.59720822557006,-3.05729984198592,-2.6474094169937,-2.31189835965506,-3.0099144071055,-1.58374119853625,-2.94763509211839,-2.58001488268087,-2.56464821222198,-3.07095177207543,-2.97059868978795,6,464
-1.29281428059767,-2.90830716443043,-1.8152896767831,17.633989001866,26.4201388557829,47.8908993882887,83.2060985504261,-3.00908474108633,-2.99721667394238,-2.24512607053043,-3.06481956471157,-3.0464262789917,-2.97962161273745,-0.79362926765225,-3.04668088888889,-2.75338253158998,-2.9377514243522,-2.98733735220981,-2.5680407349596,-2.52085301316174,7,464
-1.94187298778024,-3.0416681162958,5.37140938813445,16.2724652214699,17.3164250570615,56.6942382761085,96.5015774170718,-2.89001963181749,-1.742587639965,-2.95211130303596,-2.67715254909808,-2.15890935999732,-2.82630755227274,-2.63486917448608,-2.10103373306742,-3.06921456713394,1.68122540335048,-3.06227470688395,-2.45250270130077,-2.11974560196563,8,464
-3.06940717651264,-0.0770583595692642,4.35107654282569,10.1411288049524,28.0295580269249,63.4160538948724,98.9562502489573,-2.60025956192385,-2.509414413591,-2.87530208057524,-2.40907249405677,-2.98475948106966,-2.68207473571579,-2.29454575911541,-3.04944410048734,-3.03227637119267,-2.95885417810746,-3.06464152033641,-3.05513453379444,-2.96698777896086,9,464
-2.55778473786518,-2.24880725517824,8.70550318466076,12.4197938924169,26.3805137026968,63.0757210232232,86.6226085446492,-3.05936081824643,-2.77092520783572,-3.05084149670893,-2.50165715018807,-2.99073149591277,-3.03997347742006,-2.87445171429181,-2.69416704791001,-2.86569195043239,-3.06461909204063,-3.05136143199911,-2.01342740133782,-3.06158596853584,10,464
