"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-3.06705049905213,-0.0255158796330761,2.91003988784541,25.8491383858914,21.7628949420459,60.5968562297769,130.8485050939,-3.06997175436209,-2.88291111532249,-2.48082455854887,-2.99159464790137,-2.26882572174122,-2.75392779982894,-3.06741777382217,-2.96193215940889,-2.66870188516577,-2.78615078704433,-2.10738151116061,-2.23835585640109,-2.35768577021577,11,464
-2.32975896700736,1.69750364516199,-0.353642624519807,20.1111781269692,33.7389224623735,65.725638568658,107.221743481379,-2.51542818657549,-3.06004081769356,-3.05767464805672,-2.35835239317885,-3.06132872938929,-2.99248872028465,-2.36809195714909,-3.07098075268118,-2.63949405301355,-1.12247216587753,-2.15865550675562,-0.825551971510777,1.03996720799319,12,464
-1.37135272842738,-1.43823637955961,4.65682776891231,9.62996954237929,15.0293047185451,51.2505709331174,85.5798215235111,-2.8170597335054,-2.77937493885429,-3.05102511517271,-1.58632268532619,-1.63419789815453,-2.79512142232875,-2.99795400707376,-3.06267315759465,-2.6963998032561,-3.02433017901353,-2.69151766523214,-2.96592319299725,-2.46026868240097,13,464
-3.02604023759045,-0.686721035250457,0.614451322515151,16.8683245795826,24.4860969744091,44.7224232658496,96.5266228205003,-2.32677871488454,-2.84937787484841,-2.96531465357612,-1.7153737133774,-3.00171564677225,-2.74171185005434,-2.00303005011392,-2.94260685947916,-2.95439200074816,-2.95129407977788,-2.87390911527541,-3.06977806929331,-2.95858288293789,14,464
-2.66276263816872,-3.07070415746603,7.96324032937218,20.5092603885519,22.1505736996851,55.3614626716126,95.2438335652182,-2.72545909124642,-2.8848809730946,-2.90855241151985,-3.06758266380552,-2.86133717545113,-3.07018076418581,-3.0013402203972,-3.06768403794877,-1.22489976882002,-3.01895391757671,-2.14214150896669,-2.4829953911642,-3.05258225090688,15,464
-1.01963688144178,-2.46971982654259,-0.0836523936820868,22.3423181645171,24.5510329765223,53.9607241819349,94.2733629848201,-2.20283275100815,-0.559641212437782,-2.5800015057066,-3.07032602381264,-2.75004494967061,-2.40445025534882,-2.45213050001007,-3.07069018106063,-2.49724932946924,-1.47573388440492,-2.31745757649151,-2.9236277922264,-3.06761147594011,16,464
-2.58638296463437,-3.0239048516305,-1.65255579490668,10.0939843112953,27.7486869390536,54.2937982191008,84.0614728052369,-2.6579249671629,-2.68381376229672,-3.0202884063433,-1.75707375578259,-2.94270053660011,-2.96558339978719,-1.69802400205435,-2.60180394811846,-2.90080934510843,-3.06982052236071,-2.73836083838228,-3.03365829931045,-3.02620368699309,17,464
-1.5892856604014,-0.531132464441271,1.44234467634169,27.4061774670427,32.6224899347767,66.4245939709156,93.7161720618553,-2.77095155145275,-2.0913353637884,-1.64815156874738,-1.82699964495464,-2.40076899587916,-3.02862769924627,-1.77016289779294,-1.85093794149725,-2.21093114237715,-2.45970626098119,-2.67986406404862,-2.59724134983185,-2.69748319708287,18,464
1.70929925035557,-1.60814386105631,3.97165738181093,17.0452757227215,17.7157374042222,47.4931911856627,88.7306520855327,-2.54554868837636,-2.16975180942268,-3.02629379282325,-2.96519961938247,-2.51793745701002,0.159854158860298,-2.9589119122636,-3.05881236938239,-2.71587157775298,-3.01038136370721,-3.06507309222934,-3.01180177041897,-0.913313761175232,19,464
-1.49769755743796,-2.86676473600141,7.10693278425651,15.4153935172608,29.2241733745991,62.8538497784418,85.2786477381937,-3.06507797768745,-1.94144692174632,-2.40444580455051,-3.01253685001075,-2.80742695930508,-2.9068797718096,-2.29929746471043,-3.00867555262494,-2.46947449504819,-2.85877917156586,-2.39365944154338,-2.30941988074255,-2.9479427732897,20,464
-0.460427019774443,-0.892813852361542,-3.07055005657207,26.3975020630662,20.5358344248662,76.1472308026628,89.5735693632423,-2.75027974952559,-2.1853913637392,-2.93076674434496,-2.76038729609604,-1.11706372573303,-1.37267328616235,-2.42190590678683,-3.01861615588882,-2.57278773510302,-2.87459425943712,-3.02961243152845,-2.8297685996622,-2.81527990054565,21,464
-1.37177392149056,-3.02230352424499,2.85592335346041,9.44260322384343,33.6273669537379,46.4326944060529,98.5505615825948,-1.94602680356866,-2.4183263701284,-1.70852602885725,-0.991817391758786,-2.84142791724094,-2.85869914421573,-2.99319173048571,-2.73736955266259,-3.06766911836235,-3.06943615855062,-3.0462150351143,-3.06520355071666,-2.38285480281775,22,464
-2.07276667289352,-3.0361595507693,5.95034610913035,20.0418948437389,27.0614160844466,53.4781532755915,94.5236362181806,-2.65815929511018,-3.06379523522924,-2.44820373795869,-1.55794732390109,-2.22445477840279,-2.55872902072156,-2.91105408073031,-2.93364932991494,-3.06283032036185,-2.5950974249065,-2.66306382951893,-3.03992843591664,-2.60259248300417,23,464
-2.67113987823654,1.50485983426915,-1.82311260796359,11.9788889342262,26.1245172791751,47.825416795627,103.454323556993,-2.09761878886388,-3.03612423304617,-2.90129248786957,-3.05631757617311,-3.03230411671348,-3.05311077823035,-3.01852712604023,-2.98623768694688,-3.07074665856271,-2.04619547767288,-3.02075932313505,-2.92121296131995,-2.57378612895491,24,464
-2.56622935563382,-0.708396927524973,2.66667729262463,22.5169018398244,36.076147522499,59.8192134983544,86.7154160707398,-3.0424289134055,-1.44219058173758,-3.03577400090899,-2.99077531634907,-2.65624967370763,-3.00884768958576,-2.97329323130816,-2.38370596999562,-2.7506501695425,-2.73734320429321,-3.04544429192515,-2.87034150482987,-3.0579998394378,25,464
-2.81826969437134,2.85603826559645,-2.79738913289316,14.1648738122904,12.2509405978058,45.6077711272005,115.247439698389,-3.00187839170053,-1.86678386509925,-2.91680169574397,-3.02356683034054,-3.06278863095554,-2.84530641282345,-2.73818007455111,-2.33749558405611,-2.99282538077796,-2.74465063616503,-3.04206227609689,-2.55348850451105,-2.89328101440469,26,464
-2.96880639954566,2.97541536278709,-0.946015167727865,15.6189778107396,34.1923625711443,66.3136415371973,105.681203853827,-0.288561685159266,-3.05056776290985,-1.79398352019348,-3.06781497270617,-2.83488660241301,-2.97474686077453,-2.8260703046501,-3.05643875681017,-2.01441991723755,-3.00248282190705,-3.05402802410299,-2.65176695051559,-2.85730412697262,27,464
-3.01686440368053,-3.06732590918091,1.91854429312866,18.3902874463224,40.5149439508393,59.6942201771076,70.3424737720757,-2.96357627349971,-1.23529037023991,-2.95857534833885,-2.63564628158065,-2.82294097289764,-0.651157187103991,-3.0707849484952,-3.0566343934222,-2.19219874559326,-3.02329201553653,-3.05433117115581,-3.03925422676639,-3.02911935060274,28,464
-3.0350774062274,-1.16103075101478,4.77192518707898,12.3100439848574,18.9863304121898,56.1222404529908,87.0983844765331,-1.52098060643766,-3.05304361023718,-2.83697191825945,-2.34817854575954,-2.44320474492451,-3.03348902152106,-3.05595669335435,-2.88007611764851,-2.97641418105263,-2.40627589632413,-2.68757767898796,-3.06824094521244,-2.20226191639085,29,464
-0.658534925946014,-2.37877898179386,0.550379684221753,15.7318195510663,31.2869840511626,50.3827283954361,87.9404990749838,-3.0198049092387,-2.63355889468016,-2.98794382315509,-2.81511587507111,-1.33938355524424,-2.54207430987594,-2.46481312094397,-2.66354834600816,-2.93420834496237,-3.05187683718123,-2.73614534049784,-2.80519553111753,-3.00541375107741,30,464
