"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-90.5250256952531,-85.056490335493,-77.9722997524118,9.31769475939063,35.766892024466,210.402133733081,364.757110372119,-90.8095243220696,-91.2687717704689,-90.7054412943035,-91.1050130831563,-90.6771802067015,-90.6120908981197,-91.300014736948,-91.2967355514106,-90.4190544393209,-91.1492343178775,-91.2920586070645,-90.2910393296634,-90.1768401453101,11,2154
-88.8577562322021,-89.6331160130317,-68.7628982924407,-27.4345183036271,44.7633358118264,147.833412346726,314.011488227163,-89.9850461489491,-88.8391340163621,-91.0550070621453,-91.0111244808559,-91.006933703135,-91.0223680353688,-91.0591394101361,-91.0342172125625,-90.5062957499272,-91.0333465564386,-91.0832018143765,-90.475186945187,-90.6932638058224,12,2154
-90.3039583687009,-88.0938146694616,-72.7451604173953,-4.34272508730055,28.705106195318,189.072272849711,378.90062705346,-90.5239985872045,-91.0057197172027,-91.2837080830864,-90.4374773445447,-90.3296009263449,-90.0734140998065,-91.3096231965624,-90.6460913515411,-91.2175597171008,-91.2475452249128,-91.1837144687101,-90.9990202918802,-91.2897550353832,13,2154
-91.0473240530446,-87.0971812905236,-72.7415683002359,-11.5306832412166,48.4781257059926,118.160279127554,355.17655472029,-91.1410724239126,-91.0454013384278,-90.4721072381326,-91.1720814179735,-90.9994415124384,-90.4256836096292,-87.6486087405988,-91.1416717708098,-90.0765204313607,-91.2743930803013,-91.2498045444413,-90.8948665904222,-88.7053124216854,14,2154
-87.3283879124574,-90.6015876028041,-63.2814465909451,-25.766136185332,28.2697122216346,195.137126103222,315.28184836856,-88.3471509874457,-89.6866968166337,-90.8104526188281,-90.8775090535732,-90.768696251861,-89.4177232665606,-90.4024581678177,-89.8219579873694,-91.1051550619095,-90.9344699576277,-91.1137102075818,-90.8485120219107,-90.7885764081739,15,2154
-90.2917340098656,-88.6211736913951,-68.457204876885,13.6683890270674,56.4709613010782,174.042131279573,394.94062573452,-90.4141812414182,-91.1394949966275,-91.0835993942724,-91.0919781861953,-91.1599197732726,-91.1944467609128,-91.1928719034813,-91.1705657016769,-88.8316037307086,-91.1977019649166,-91.1782342054021,-91.1792408644428,-91.0234938110589,16,2154
-91.2273413840094,-81.7716196609372,-67.1683406125539,-8.32280118194922,75.8573142118094,199.6832938863,390.799686037874,-91.3825931912515,-91.1233973646326,-91.24206865828,-91.198198298272,-91.3683969910176,-90.1949230401337,-91.3770951404649,-91.178150771244,-91.3177097284129,-91.0331897572451,-91.4133986125753,-91.2333765251942,-88.8728848279484,17,2154
-90.5844060854356,-89.4632568876814,-80.1231224900066,7.76655624938303,36.0713689583126,174.900538211751,405.056209072869,-89.7654694022331,-88.6513179231742,-90.9365809734386,-90.6851708083186,-91.2267829570324,-90.1301466211644,-90.5229250675225,-88.7388916467457,-91.2891506230653,-90.921169616734,-91.1203984328567,-89.660275027044,-91.2597900330397,18,2154
-90.3524865686832,-87.7443304185645,-72.6382709550699,-15.5175126462173,56.9804197555482,220.140098605612,344.802551309102,-91.1177642210014,-89.1018451034779,-91.1765376109979,-91.1182743508716,-89.5902081596291,-91.1473332234837,-90.8487910576564,-90.6893244137432,-90.7423565903669,-90.5421719537649,-90.1250103617908,-89.951811365645,-91.179084304069,19,2154
-89.1735685238214,-81.2127346984303,-69.1341373684127,4.64645466231696,44.4713284728377,185.736867424412,346.105383745778,-91.158282717101,-91.1369968000377,-91.2697737018857,-90.882069594938,-91.2214924090972,-90.0449227922509,-90.6810281317271,-90.7849460928933,-91.012159419151,-91.2539223170625,-91.2322500305704,-90.9367173033138,-90.6114115507116,20,2154
-90.9349948261047,-76.3354136966273,-69.274063113498,-11.7746320989427,58.0108839668092,203.912067599798,337.601902132527,-90.4770010781949,-90.9793950692615,-91.1268340050005,-91.2206748505523,-90.528138087006,-91.2459576730225,-91.0195589626728,-90.6493938624203,-90.7056016051642,-90.5555184663522,-90.949013530002,-90.7875050791254,-90.9963245146214,21,2154
-90.3131052639233,-86.5485814569993,-68.9094645327164,20.5224704994321,56.5700192987365,187.419264581305,401.625316918375,-91.4286746447206,-91.3998638562762,-88.6046741141149,-91.3782584795163,-91.4199903279523,-91.3008865372726,-90.6255043018227,-91.2205853664141,-91.3046835676678,-91.4010857645608,-90.5369419825597,-91.2160922135167,-91.3834694467769,22,2154
-89.6672624957828,-82.1702368007304,-72.6134302690361,6.31591934368953,1.90509885598112,184.528102290367,334.884482930092,-89.8813669640135,-90.9686382569575,-91.004943424075,-91.0778143651191,-88.7980212263815,-90.9058382664884,-91.0692161400229,-91.0430455754781,-91.0994262233976,-90.6288246499325,-91.0648073839038,-90.9042490276729,-90.3846925497414,23,2154
-84.3241065586994,-80.2342888714702,-69.6215150095954,-12.4106500166345,24.2687682083756,169.741525129819,376.071145182494,-91.0347175060242,-89.9858021360201,-90.7878082531615,-89.8871340702444,-89.9936503846616,-90.8098046205869,-90.1821179118092,-90.9510891329924,-90.6606629364187,-91.0314786161252,-90.7074965359811,-90.9435628060678,-90.964965302308,24,2154
-86.8027976329367,-90.4058990144522,-65.5240289932608,-12.7557895733057,29.8023437472448,199.452520235865,352.747290813395,-91.0696161459791,-91.333434703969,-90.984163308096,-91.2151608675367,-91.2010964748829,-91.1607558902278,-90.6290285277687,-88.3019310382856,-90.5816526129329,-91.1728506924037,-89.7427070425488,-90.6782514174411,-90.7024731917072,25,2154
-91.1734119146918,-90.1163739118051,-59.8746322757152,-14.140107519313,66.3236152748841,213.342390849696,423.534884011504,-91.4820499632187,-89.3800416273984,-91.3167427517442,-90.1688227027985,-91.3918065783787,-91.480548325218,-90.962959516638,-89.1164507776634,-91.4687092185413,-90.0327771261527,-90.2860348285362,-90.9894410599063,-91.4657529754954,26,2154
-90.9727817763023,-82.6152396678708,-60.5207358146545,-5.10595163440212,45.8430214499936,183.579392364687,347.624783151005,-91.2003000368431,-91.4108575799123,-89.8377799081377,-91.2848097008368,-91.0475218376582,-91.2239234590229,-91.1925446540304,-91.3410642234971,-91.4075341386515,-90.2026739946691,-91.3035909476271,-91.0334776633904,-91.1572113850775,27,2154
-90.7962358592076,-85.7003128066272,-59.7857305293214,27.2688356797057,29.932477764884,178.068707315361,300.382305410754,-90.9623811369042,-90.8428278338247,-91.0978142948043,-91.2105150033026,-91.0959049127027,-91.2266742221323,-91.2337478425011,-87.1697857723584,-91.2353489440611,-90.9989960273597,-91.1292805865905,-91.2347802868399,-91.2269861364716,28,2154
-89.4334801788045,-87.6897416287766,-66.7616660826502,1.44470169711576,35.6235799987458,208.35536958328,377.049266682692,-91.1307010632804,-91.2053849148015,-91.3207903375528,-91.144773584444,-89.9477719836877,-91.1357885267516,-91.3381738004528,-91.1706756120193,-91.3376835332547,-91.3344294411995,-91.2483444332929,-90.9908393587025,-91.3059072200826,29,2154
-91.3467010509644,-83.8336178027757,-55.6751280473813,-27.7693996833705,44.5733848776431,221.02357541067,351.53660223848,-90.6558094840143,-91.385990741654,-91.1769081739221,-91.1099140348256,-91.2972203454588,-89.1396736988718,-90.8072523810251,-91.246155376868,-89.662762919399,-91.0825091941529,-90.9697995145489,-91.3755339802601,-91.3805033083509,30,2154
