"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
-72.9681337445589,-74.3575861142466,-64.2381427958528,-55.8130368987381,-41.8195318756692,-7.78399243719934,14.8801389265825,-74.5588623594372,-73.4184770785738,-73.8883696509433,-74.5055359626639,-74.2973622704777,-74.3983003022059,-73.7816545075431,-74.501616962236,-73.9543676878934,-74.349481291185,-73.8774225283328,-73.7919277251615,-74.4399767235809,20,464
-72.0828248386111,-72.5219246297059,-74.7336650583312,-44.8318868729478,-50.7754285952487,5.534360500547,19.1053712173275,-74.4083735130575,-73.8346459010762,-74.5916893386745,-74.4186394193038,-72.7496610753661,-73.0092489613895,-74.0748586984204,-74.6809164524166,-74.2281017911457,-74.5346362044024,-74.6920852149922,-74.4891079417348,-74.4743921744945,21,464
-73.2860252921871,-74.9643685673166,-68.9879976255614,-62.2943106072717,-37.7421083552144,-24.7574289183494,27.9950831719859,-73.8699322724838,-74.3501901948597,-73.6284357840242,-72.899694453764,-74.7804351211712,-74.797998226506,-74.9347644527151,-74.6746186707501,-75.0105014819991,-75.0122984132657,-74.9886845020801,-75.0079942074411,-74.3141203504323,22,464
-73.431271101529,-74.4085220645701,-65.2949909910209,-51.0140478428186,-43.9044500608475,-17.1724509370862,24.2961207955834,-74.0250774312094,-74.4365561423448,-73.8121017525174,-72.9090701803676,-73.5851373139358,-73.9242165484318,-74.2816136893736,-74.3045344874616,-74.4355773165466,-73.9611081510177,-74.0300525484569,-74.4123452787564,-73.9687110438998,23,464
-74.1282427216591,-69.8910610338118,-73.2677004090772,-59.2684114805949,-44.9325788058402,-22.9618256996573,33.2525669002132,-73.5462526180162,-74.4986277802578,-74.3617999127659,-74.5191201781148,-74.494751092621,-74.515865887107,-74.480770089233,-74.4480025492501,-74.5337629652166,-73.4940709930213,-74.4830353403586,-74.3820152254945,-74.0294498790186,24,464
-74.0477319614589,-72.1623419180802,-68.7377746932576,-48.6108064531038,-34.8758767695406,-10.849178269008,16.3347247044355,-74.531031272452,-72.9069932964342,-74.5242770384675,-74.4786068453515,-74.1390932751506,-74.4969488939706,-74.4608639135067,-73.8624912227452,-74.2349005844972,-74.2213952755441,-74.5340916550539,-74.3563764694366,-74.5468345986623,25,464
-73.8997657733123,-68.1517964341618,-73.8786107845411,-56.7014947170127,-58.6388810321109,-24.9000956405049,45.378392932924,-74.0857886671681,-72.9358002523127,-73.9995930910662,-74.1077624063838,-74.1475002189295,-73.9271578649209,-73.8186236946441,-73.4126793364012,-74.0766165764162,-73.8251792723112,-74.1265011718731,-73.6315064950423,-73.9757631526138,26,464
-74.9838344575766,-68.9385052916039,-72.9263403276793,-56.0884567718509,-37.231765034467,-4.67176011139702,35.1558938506195,-72.2576737982839,-75.0670050044814,-73.7888188759987,-75.084549540125,-74.8476076019004,-74.989877287537,-74.8386394718948,-75.0729772063255,-74.0130361723674,-75.0180912427059,-75.0705249155516,-74.661335511946,-74.8704112223568,27,464
-74.5210228634239,-74.5722409519982,-69.5124185619525,-52.8075278078811,-30.3950187227437,-10.9877741436443,-0.220960101385003,-74.4669359513836,-72.7128441220813,-74.4618600726022,-74.1340944361716,-74.3241934419838,-72.1200330314438,-74.5757518597555,-74.5613891214705,-73.6840164427127,-74.5275468369169,-74.5590513643409,-74.5437483625724,-74.5334615367199,28,464
-74.3656243705664,-72.4650163044719,-66.4493934498522,-58.8092912886851,-52.0454473159105,-14.4665140720491,16.8279975081875,-72.8300509397146,-74.3838462709665,-74.1647007633695,-73.6689645823971,-73.7653393680251,-74.3640133808155,-74.3868008152006,-74.2084179268904,-74.3061263859263,-73.7278863684045,-74.0131829553546,-74.3992599112793,-73.5209782350787,29,464
-71.8441751847981,-73.5879040602086,-70.6188618935307,-55.2387046528753,-39.4931612930642,-20.1807221715612,17.753989558432,-74.2377266058444,-73.8461772913788,-74.2054277160074,-74.0302259993949,-72.5342976450826,-73.753437902113,-73.6751173883341,-73.8765781879902,-74.1509539959344,-74.2702392963811,-73.9501714126739,-74.0201694553357,-74.2231376909622,30,464
