"(Intercept)","`1`","`10`","`11`","`12`","`13`","`14`","`15`","`16`","`17`","`18`","`19`","`2`","`20`","`3`","`4`","`5`","`6`","`7`","`8`","`9`","sim","n"
6.37913979032284e-117,2.2215441247434e-60,5.24721553095609e-115,6.56473437434757e-117,6.89661429091308e-117,8.02473455820215e-117,2.54733447522333e-116,1.34518104233802e-116,6.26740434611194e-117,6.82522055221248e-117,2.46358766208387e-116,5.31232868357089e-116,1.15814451177357e-12,6.42168364717577e-117,1.12354408530985e+97,Inf,Inf,Inf,Inf,2.84676093554993e-116,6.26272377167878e-117,23,1200
2.29385409623573e-112,4.91677152049943e-48,2.26228896392331e-112,2.45657976084163e-112,3.23374563711287e-112,1.52533776852193e-111,2.57020702207803e-112,2.04422689718405e-112,2.08330065936349e-112,4.21184602981464e-112,3.33482663160961e-112,2.07813861381703e-112,2.87988860754588e-18,5.25558515419544e-112,7.83917643656224e+73,Inf,Inf,Inf,Inf,2.49078260235827e-112,2.38453605702135e-112,24,1200
5.34278161025793e-112,1.09099923542501e-47,6.79343013507839e-112,5.25372430333531e-112,5.78697335100293e-112,5.2085983241389e-112,5.16441829033496e-112,5.13946392012623e-112,6.11557294726265e-112,5.13842682750667e-112,1.6115664673152e-111,1.17384957841488e-111,4.96209920309053e-15,9.1725972956671e-112,3.73457693201852e+70,Inf,Inf,Inf,Inf,5.23690885110369e-112,7.42127077419565e-112,25,1200
4.00750815477726e-114,3.15058238774935e-68,3.62108847047065e-114,3.74683829514693e-114,3.49224817066691e-114,3.60126203100617e-114,3.45010309288395e-114,5.92110359001591e-114,1.65811726943436e-111,4.9670094240574e-114,4.47294958646368e-114,1.26811735448926e-113,2.99336839552307e-11,3.42819079998964e-114,1.20787705367688e+76,Inf,Inf,Inf,Inf,3.43839576400016e-114,7.85067573376719e-114,26,1200
1.37566247492411e-113,6.23089646936817e-56,4.7204599993911e-114,9.07031766437236e-114,8.07017870403926e-114,7.18265290023152e-114,4.11730801915392e-114,4.00630668187346e-114,2.93985443378081e-113,4.43930701455882e-114,5.40836432870456e-114,6.25688781555516e-114,8.1012940858952e-10,9.0329879036316e-114,2.44203318258802e+79,8.96985673485762e+299,Inf,Inf,Inf,2.08762594390206e-113,4.42609877181947e-114,27,1200
7.03696606581641e-115,3.46315087098776e-67,5.67012580460421e-115,5.63029962189507e-115,5.58445895223203e-115,2.08009734070502e-114,5.98818609891134e-115,5.666829000492e-115,1.79939970486943e-114,5.5701603534525e-115,5.66323658694078e-115,1.34279215938753e-114,7.55812803142864e-17,6.77093489384951e-115,1.05089671265191e+84,Inf,Inf,Inf,Inf,9.40573922660959e-115,1.06074890332842e-114,28,1200
9.72111047205848e-112,5.15456768232892e-60,9.69816539141874e-112,1.05294742928526e-111,1.07755487323797e-111,1.04476089018098e-111,1.34471653403654e-111,9.92352176520706e-112,1.3453897031065e-111,2.64861160776774e-111,3.81465351825077e-111,1.23515669956671e-111,8.31145126006522e-26,9.75735770974006e-112,1.01417765450824e+81,5.83319365484618e+294,Inf,Inf,Inf,1.12317362539491e-111,1.31256536040136e-111,29,1200
5.8263015755783e-115,6.48648039914455e-49,5.19440265954718e-115,5.07155555759513e-115,1.43446587818496e-114,1.0677952682818e-114,5.34637927530339e-115,2.04564435274502e-114,5.10477518543833e-115,1.26403672036475e-114,1.85354645107148e-114,5.10390570844758e-115,3.10432834083793e-20,5.67486601795016e-115,3.12699999843696e+76,Inf,Inf,Inf,Inf,6.15730910994593e-115,5.20754134907037e-115,30,1200
1.61567709541173e-111,8.9926995663306e-41,1.08521797212306e-111,7.60213662473241e-112,8.146564150625e-112,6.71692306696406e-112,1.1734284707911e-111,4.61287600312842e-111,6.96479440664052e-112,1.20719077685354e-111,7.86003508451044e-112,6.77539995684479e-112,0.892988504070261,1.06641800540857e-111,4.67318078705084e+70,3.39916420539717e+292,Inf,Inf,Inf,3.09479089714987e-111,1.2870886009805e-111,31,1200
9.72824308997067e-115,3.65052594718636e-50,1.24186824794399e-114,9.10615597778544e-115,9.02529820523642e-115,3.6595439765471e-114,8.3665356042296e-115,8.23078732885616e-115,9.81940767383967e-115,1.33357541942545e-114,1.80921521049725e-114,1.42048884791914e-114,9.79613913345756e-21,1.4180003558894e-114,1.21914163173333e+72,Inf,Inf,Inf,Inf,1.06412665329209e-114,8.82189398520147e-115,32,1200
