"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
2.18454338887984e-58,2.06302633797869e+166,Inf,Inf,Inf,Inf,Inf,Inf,2.07936862571713e-58,2.756243599777e-58,3.63381214991102e-58,7.05689519362733e-58,2.24216243073492e-58,2.3866119123455e-58,2.21428482581571e-58,3.09774001252484e-58,2.46040741428197e-58,2.14806395567536e-58,2.95984570672947e-58,2.25298822318067e-58,3.22169810412913e-58,1,50000
7.84393606508098e-57,2.04785820429917e+171,Inf,Inf,Inf,Inf,Inf,Inf,2.48692147697945e-58,2.20090223778716e-58,2.37807228686614e-58,2.17223589266933e-58,3.74877465921356e-58,8.49366166276491e-58,2.27487803675006e-58,2.17278000319552e-58,3.14441427797812e-58,3.75772212471757e-58,8.79543716424948e-58,2.56734174080715e-58,2.30871193957673e-58,2,50000
2.11814570536618e-58,2.09514205133472e+175,Inf,Inf,Inf,Inf,Inf,Inf,1.22944504630754e-57,2.72977577679093e-58,1.9675721738976e-58,6.71446890621229e-58,2.1051467185293e-58,2.23615128293989e-58,6.00222492992388e-58,2.08502345230708e-58,2.03880772401935e-58,2.63737028555283e-58,2.46635530527817e-58,2.10610338194559e-58,2.50390566036487e-58,3,50000
3.74128010941693e-58,1.08024932624291e+187,Inf,Inf,Inf,Inf,Inf,Inf,4.74798744197836e-58,2.50476004873234e-58,2.10093053900812e-58,2.16830905007831e-58,2.9389844087585e-58,1.13744264742897e-57,1.99074343305509e-58,8.10205798849512e-58,3.77730318037464e-58,1.95833610702623e-58,6.42421186100123e-58,3.36633502522101e-58,2.5788105079117e-58,4,50000
2.09900597514835e-58,4.64997747867306e+167,Inf,Inf,Inf,Inf,Inf,Inf,2.12444708744136e-58,2.2252007582402e-58,3.2965161659356e-58,4.06821268912436e-58,2.10057197301108e-58,2.53010287373673e-58,2.09895139780493e-58,2.76690729379876e-58,5.0255347992269e-58,5.68422489096042e-58,2.11478837506853e-58,2.98980089545199e-58,3.92194333646055e-58,5,50000
2.06889488539996e-58,7.96241766549383e+135,Inf,Inf,Inf,Inf,Inf,Inf,3.08866962506193e-58,2.15442186900635e-58,7.35970699590853e-58,4.68653600332348e-58,2.45774718600395e-58,2.06305940215192e-58,3.47227650341999e-58,2.5575522759914e-58,2.24008531846885e-58,2.84192465734842e-58,5.93383738280899e-58,2.05311763840492e-58,2.72628990529207e-58,6,50000
2.58069285498121e-58,5.34676824333675e+171,Inf,Inf,Inf,Inf,Inf,Inf,1.99821019649492e-58,2.91769256218472e-58,2.08450631507071e-58,5.01040979869358e-58,2.25153210487385e-58,1.9915169734326e-58,2.49181410271008e-58,4.92604401313403e-57,2.19746815191641e-58,2.14556531017667e-58,1.98645454411852e-58,4.00049375275983e-58,3.55356300171463e-58,7,50000
3.7326895647649e-58,4.6850054040765e+164,Inf,Inf,Inf,Inf,Inf,Inf,2.47866492115287e-58,3.45409857117824e-58,2.41273837780076e-58,8.09806149875871e-58,2.50141576118589e-58,2.83481723031716e-58,3.31644590130914e-58,2.72865857151013e-58,2.53228484098028e-58,2.22768297030639e-58,3.42253897632864e-58,3.99671258504475e-58,2.44958442194387e-58,8,50000
2.45886544709952e-58,2.06738582393977e+159,Inf,Inf,Inf,Inf,Inf,Inf,2.84757045680583e-58,4.2412511049503e-58,2.58219930292655e-58,5.21831129970779e-58,3.97491890245637e-58,4.36568308782177e-58,2.6348679593418e-58,2.9527404318081e-58,2.4144621933091e-58,2.46670306546189e-58,5.32393081504053e-58,2.42892291213375e-58,6.12217300540615e-58,9,50000
1.87081892710415e-58,2.9922619468972e+163,Inf,Inf,Inf,Inf,Inf,Inf,2.98362595613973e-58,3.78031569373695e-58,1.83264164238413e-58,2.059032115508e-58,2.4019505906891e-58,3.12559161507657e-58,2.25486106986369e-58,2.81653124875277e-58,2.21569896987742e-58,1.87611665771957e-58,1.82976867122662e-58,3.04047351534901e-58,2.53616643140864e-58,10,50000
2.39047102190524e-58,7.2910372044282e+162,Inf,Inf,Inf,Inf,Inf,Inf,4.96290588598091e-58,4.39692730932752e-58,2.44566669242383e-58,2.20164927102851e-58,3.7890387821713e-58,2.3564282975581e-58,2.42077639976302e-58,2.55457053661702e-58,4.20539237979759e-58,3.87332468382048e-58,2.7257238782604e-58,2.28929637835416e-58,2.51398929762022e-58,11,50000
7.74188237409257e-58,8.53280272834943e+163,Inf,Inf,Inf,Inf,Inf,Inf,3.23758664242805e-58,2.48169316045699e-57,2.35424678008755e-58,2.8812125937414e-58,1.13756438682268e-57,2.46431612660539e-58,2.81329626778776e-58,2.15119742531797e-58,1.33797376634681e-57,2.2172980026644e-58,4.91092415092222e-58,2.17877563811098e-58,2.18977375043113e-58,12,50000
