"A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
3.33932836809799,11.1335697286286,59.4831982124724,220.451449787253,393.47421746799,802.977308728454,1310.27172916402,-4.34585302442974,-3.86423064410883,-3.81665129115027,-2.19866940637985,-3.96099539095121,-3.63055401398924,-4.06915306646806,-4.33586264285077,-3.67844702558614,-3.74959519440563,-1.90648321431036,-4.19169134058939,-4.23240365294805,1,5995
-2.830821148209,10.833712120364,64.0393297026185,247.987160982209,428.126050588833,782.606878923363,1239.52067799409,-3.81341739832533,-4.34095956207784,-4.34261959807372,-4.32039663279102,-4.21912135299681,-4.34574611544485,-3.61025374748169,-2.70159341806175,-4.32023045934147,-4.32524100223782,-4.27846751555808,-4.28985143627324,-4.34923291929044,2,5995
-3.07283230989015,16.556985764897,57.9344659649378,312.321941264099,352.813679612382,786.775020625124,1212.91813472283,-4.02856201051509,-4.02372223961902,-4.32693087598273,-4.04721983707532,-4.30271447318046,-2.99306582287863,-3.97391100592176,-4.27015372115966,-3.97482498948557,-1.79683432635102,-4.3431786208439,-4.30439874745753,-4.34843447190906,3,5995
-0.579090980952969,5.95409445737278,46.3369856789304,222.586384504915,397.913200015837,798.105552408515,1257.34068446706,-4.29752134084811,-4.24923604435935,-4.17006097422745,-3.28930482704345,-4.34662601336277,-4.21470414958276,-1.99396725136648,-3.56367930727902,-4.25741741583442,-2.54552924995187,1.93421545804631,-4.28146141512661,-3.67778178882327,4,5995
0.679901441797483,14.500514373407,58.9912022090848,230.996842400522,342.371989790021,794.806250495543,1273.29262829675,-3.79254475803646,-3.85097130122631,-4.1627463148161,-4.20366292129074,-4.29136509422642,-4.32711686868242,-4.25114406315879,-4.20646377854609,-4.27860988915381,-4.1728026691253,-4.08087462782896,-2.96041140632769,-2.36018231540766,5,5995
-3.26061730127367,5.51332951837867,52.8504517546116,237.764640845637,342.372532735999,755.738970323839,1321.21895699254,-4.09553492004306,-4.32479451415384,-4.13246364960105,-3.34842725026283,-3.13415188760155,-4.34938755456642,-3.90572247050113,-4.17612835747605,-3.61193961350546,-3.94115090527157,-4.28299028588481,-3.38476004230506,-3.36548306300938,6,5995
1.64770249658432,14.5153644623551,67.7984549590747,236.936700319724,349.131224073271,789.180586538603,1290.98433022108,-3.95276452721919,-4.23986498659178,-4.14398143334438,-4.34782410823209,-4.2172899574598,-3.84271908784103,-4.21898270344718,-2.80076402457962,-4.34811060115499,-4.30348401789706,-4.04381774436297,-3.58277735623233,-4.14847074716272,7,5995
-2.79807002845882,6.12378706784693,52.2463862587592,254.0559321048,379.20515090458,779.324284445398,1257.91004080964,-4.21144857886065,-1.85653943786201,-4.33692460196653,-4.26837026159228,-4.19919085892434,-4.20796820741634,-3.98546241639815,-4.06508828741244,-3.84378555163676,-3.61065644534938,-4.11501427197618,-4.11898083934466,-4.28104435831665,8,5995
-3.92537444718437,10.9729286196944,63.1227472888695,227.433886402445,338.703481303588,772.592422081763,1303.85964997916,-4.16884029639368,-2.50700467329989,-4.32309841602728,-4.33988606750245,-3.32280957443982,-3.40735386932829,-4.34844643032011,-4.15276117333815,-1.11210157746063,-4.25214344514643,-4.31549664426166,-4.34009675104789,-3.77400046432194,9,5995
-0.75922282672218,12.9196249384895,70.3942421844604,234.164701557269,326.20383013645,816.934164975084,1265.92538359334,-1.6427575080761,-4.34533153422126,-4.23331435706314,-4.24789854452865,-2.93429927677607,-4.32537601358672,-4.30447057151287,-4.33250298910025,-3.70308319969445,-3.98847525640849,0.73986853495262,-4.34141352327606,-3.63749453224045,10,5995
