"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
2.66991549061131e-48,1.43023994365173e-43,9.98007451723635e-36,241226042.310118,1.76725541303123e+139,Inf,Inf,Inf,1.46631639360646e-47,3.06783462758692e-48,2.68051417390014e-48,1.29923661603965e-47,9.74012877141025e-48,8.3539919446176e-48,2.88117371092629e-48,2.71592085140225e-48,3.77866311584651e-48,2.90958153433606e-48,7.20925335343204e-48,1.93805362881657e-47,2.56204413419327e-47,1,11101
9.0921827063572e-48,2.09994733053236e-43,2.0787785006886e-40,0.00010632204947776,3.68687209456987e+138,Inf,Inf,Inf,7.44492007842775e-48,2.88448293899385e-48,2.59800632996651e-48,3.29236763378853e-48,4.49217755482994e-48,5.34020985199059e-48,4.42497075535434e-48,1.52073571940767e-45,2.62328739254862e-48,1.76796001818424e-47,3.7296162148037e-48,2.9176275244372e-48,5.49661837096686e-48,2,11101
2.51088428814489e-48,3.04628220589617e-45,6.10457651921275e-34,771.296044824621,1.95732538072818e+139,Inf,Inf,Inf,2.36990159523285e-48,2.3525271070416e-48,7.51343766197169e-47,4.03657557489802e-48,4.16076796545811e-48,2.70568921710218e-48,3.68344259410684e-48,3.4620990332266e-48,2.69123193317437e-48,3.80186000320542e-47,4.24455969256132e-48,3.55463438889396e-48,2.33023260866617e-48,3,11101
2.66589221084486e-48,2.606675695506e-45,3.58052947575642e-42,0.0349623762028116,1.76924089153066e+153,Inf,Inf,Inf,2.5106209821102e-48,5.12617904521425e-46,2.69921838381138e-48,3.37055727277907e-48,3.04030598286221e-48,2.97663930648624e-48,3.16309717542891e-48,1.24914034943473e-47,2.06100372554567e-47,3.31704782052614e-48,3.72388614665592e-48,2.61821545532445e-48,3.96117601322852e-48,4,11101
5.93094333334592e-48,2.00265222418386e-45,3.64318578226285e-33,208.879428320485,4.18435487059514e+135,Inf,Inf,Inf,2.83326335792425e-48,6.44130035165151e-48,3.21801393110249e-48,4.07654591206491e-48,3.26369892142016e-48,3.82294271772548e-48,2.91743725503849e-48,3.03077035510521e-48,5.15347714303043e-48,5.46724183782183e-48,8.12063381059757e-47,9.53587494725316e-48,2.87102000064989e-48,5,11101
2.87028931406477e-48,3.94555923702134e-46,1.63793407421204e-34,1.00447561073679e-05,4.05110398890444e+137,Inf,Inf,Inf,2.35734080839359e-47,2.95251443049604e-48,3.71887762125774e-48,3.75203838867457e-48,2.82242975649781e-48,3.51390358829592e-48,3.25793607341818e-48,2.8910048660795e-48,6.82764258461777e-48,2.99598544128417e-48,4.67185846717711e-48,3.35973936454874e-48,3.62157470291e-48,6,11101
3.85284857449752e-48,7.8621993073925e-47,2.60619612476428e-33,6328420666314098,1.00296485653604e+152,Inf,Inf,Inf,2.77283848355803e-48,4.02744762287029e-48,5.92196417546529e-48,3.79596387209128e-48,2.869002710302e-48,2.88123936186796e-48,2.58069858605316e-47,3.46325595804975e-48,2.86701680089653e-48,4.33219441525553e-48,2.76811632311362e-48,2.99867402403808e-48,2.87146487804609e-48,7,11101
2.71226571912057e-48,3.28730679100456e-45,6.39029076847025e-41,2.11896986937623,1.96737496708569e+135,Inf,Inf,Inf,2.7897629571505e-48,2.98554010111701e-48,4.25597912351904e-48,4.88008743483562e-48,3.46738664254844e-48,1.78008147401667e-46,3.53277531285198e-48,3.11712507948762e-48,2.63155168195814e-48,2.68217672702538e-48,2.6273340837815e-48,2.58791271485865e-48,4.175017396608e-48,8,11101
2.49564735970606e-48,1.64730890660069e-43,3.74360164801244e-36,23878.1410518107,1.30175850417078e+153,Inf,Inf,Inf,6.85922726437476e-48,2.44919589008573e-48,3.19372480261881e-48,3.02227084604657e-48,2.8729018550281e-48,4.27137173816898e-48,1.08327440264404e-47,3.36057694750237e-48,2.53253104961093e-48,2.46749554803358e-48,5.03770242715685e-48,2.7320703427197e-48,1.85957898283916e-47,9,11101
1.18531682058221e-47,1.57400059630537e-44,7.60285093790246e-34,23.6212531184261,7.28249199343591e+136,Inf,Inf,Inf,3.0240884968594e-48,1.7818848881282e-47,3.89457121374651e-48,3.35871018775771e-48,6.58458420303179e-48,4.40647109132587e-48,3.26727311076368e-48,6.08093921609034e-48,3.01441764458595e-48,3.53433265106716e-48,3.57300413264028e-48,5.8758364723886e-48,5.35994533379058e-48,10,11101
1.13862117138148e-47,2.45024942228991e-45,5.39566982321837e-43,16247.1675110104,6.36973507641057e+143,Inf,Inf,Inf,2.72705415126837e-48,2.88651275979123e-48,2.790260470258e-48,3.88926602186883e-48,1.16029093650736e-47,1.01966597806155e-47,8.60109537696054e-48,1.93099144254633e-47,2.89062845099833e-47,3.36713331020108e-48,4.39353601182462e-48,3.1817689898387e-48,3.59890726343498e-48,11,11101
5.71900837414009e-48,4.92497696064711e-44,3.6197415150817e-32,4397.28994579152,1.42560376788801e+131,Inf,Inf,Inf,4.65477404233596e-48,3.74338524619907e-48,2.56407290391443e-48,2.33247848318557e-47,7.16388127075588e-48,2.87939667110777e-48,2.56425945397002e-48,7.80556127164111e-48,3.93458618360892e-48,3.75706903167139e-48,6.9927282842472e-48,2.5657686112205e-48,4.29698800822382e-48,12,11101
3.12853242032804e-48,2.64905490366176e-45,6.18633900239518e-35,90839788533276.7,1.18014527470611e+134,Inf,Inf,Inf,6.46412392671532e-48,4.00230484905855e-48,6.64467439408269e-48,5.39205151746417e-48,2.90016405451359e-48,2.67293628575953e-48,5.73723019779911e-48,6.03612333049879e-48,4.02723745197198e-48,2.90279788359901e-48,2.74689189144071e-48,2.79523831791259e-48,6.63078398022089e-48,13,11101
3.66325702280151e-48,1.0172970832136e-40,1.11254502795286e-35,25.8025484842562,2.39638732681932e+172,Inf,Inf,Inf,3.64556858530522e-48,2.78035581454408e-48,2.65368309030339e-48,2.63831978264937e-48,1.86727089279685e-46,3.58101978408907e-48,4.05961705538858e-48,3.16321464482116e-48,9.79960295050503e-48,7.5507293796741e-48,3.59960422056624e-48,8.243415353919e-48,4.36782274371956e-48,14,11101
2.81947390575267e-48,3.52403806173269e-43,2.02080892892125e-41,5.09390260272319e-10,3.84623695813772e+149,Inf,Inf,Inf,3.77953522192499e-48,8.59152289162273e-48,7.42341409295144e-48,4.43635717169099e-48,5.39591607863278e-48,3.10964361975805e-48,3.28613771204849e-48,2.95174617896783e-48,3.34556021027925e-48,3.62379444092909e-48,7.87881712758604e-48,7.73843302889535e-48,2.87197968389519e-48,15,11101
4.51013466531961e-48,3.08215572431898e-42,1.94730848575251e-37,229832181886087872,5.22418018261494e+153,Inf,Inf,Inf,3.83339287147442e-48,9.18959068170956e-48,2.54387498477291e-48,4.35361760389566e-48,1.24155320441778e-47,4.22931336510226e-48,2.54712276666963e-48,2.90173195172167e-48,2.54569155397356e-48,1.83097948858914e-47,5.97557093927928e-48,3.42389051077378e-48,3.19624829691562e-48,16,11101
2.83585065295886e-48,7.68893584839926e-47,3.19777162464042e-37,1561950473233.78,1.61463446109505e+132,Inf,Inf,Inf,4.32906301443886e-48,2.78251610474834e-48,2.84979265572755e-48,4.79539113316559e-48,2.71501971747861e-48,6.91665363509451e-48,3.16895798543019e-48,3.43649844591012e-47,6.03109438531316e-48,3.98977688625758e-48,3.56340932128694e-48,4.82354321442164e-48,2.69760734948582e-48,17,11101
6.39811396075435e-48,2.1492953697498e-43,4.92782349818308e-36,0.000336153573777086,2.30674866431661e+137,Inf,Inf,Inf,2.76299021052442e-48,2.81739330288265e-48,3.02047407704139e-48,2.12920377307619e-47,7.62913366222631e-47,2.67368793204969e-48,1.06710585051114e-47,3.48806956705404e-48,3.55976797395374e-48,2.61831515472669e-48,5.04492521729004e-47,2.54947044862099e-48,2.91745056175877e-48,18,11101
2.63122128960416e-48,7.57552677306451e-45,2.22601741522139e-40,3.72311829712252,2.52438942223273e+134,Inf,Inf,Inf,2.66768576792151e-48,2.6090921685388e-48,4.65095457637279e-48,7.34921504869076e-48,2.73827277506501e-48,3.19980530395773e-48,3.8291474847814e-48,4.28564298481754e-48,4.30559677532454e-48,1.57162008292799e-47,3.038689270477e-48,3.26416206448829e-48,2.75251535163675e-48,19,11101
2.81781609671692e-48,3.31807642941927e-46,4.64142238034051e-34,0.0150188840996182,7.15204554664997e+138,Inf,Inf,Inf,7.31676501616057e-48,2.94106769762978e-48,4.16694160061803e-48,2.7920630492218e-48,2.76342434780566e-48,2.65682127906016e-48,4.25736496174817e-48,9.61581687530906e-48,1.1238577358445e-47,2.73560926201511e-48,3.20735180331276e-48,2.68282116878985e-48,2.65149898957031e-48,20,11101
2.80462998563452e-48,1.56273193040188e-44,1.00153359406951e-37,0.143442030272202,1.30974670765144e+148,Inf,Inf,Inf,3.244682549136e-48,1.26446785289606e-47,2.87264828704358e-48,3.23387769177393e-48,2.67838392050787e-48,3.45116302486515e-48,2.91396921826185e-48,3.36955154310664e-48,2.7412516360409e-48,2.71353376141783e-48,2.65437097245333e-48,2.76042741954375e-48,6.20097003932804e-48,21,11101
4.12821930210233e-48,8.01306315161803e-46,5.40187545026733e-41,23513326577.9341,1.62723825467962e+140,Inf,Inf,Inf,2.61578964632258e-48,2.63857462519622e-48,2.65399994662155e-48,4.82704395386237e-48,1.16652797657194e-47,2.8690181733402e-48,6.18283665420807e-48,3.47228558639948e-48,3.6115918062774e-48,6.61083635308049e-48,2.71843778535081e-48,2.44007717738578e-47,1.52421583421527e-47,22,11101
1.24482564304062e-47,4.94963771863322e-45,1.04025586400114e-36,2.42994992135024e-05,1.49771339865e+154,Inf,Inf,Inf,6.73867858549492e-48,8.38407543540667e-48,1.02403510419441e-47,3.93868419877412e-48,2.80659351068409e-48,3.09938438679701e-48,6.25707825515314e-48,3.01852856991584e-48,2.79362468598953e-48,2.92342371385947e-48,8.49407166361965e-48,3.2597357882055e-48,4.01750953540003e-48,23,11101
4.13843529109937e-48,2.56595295612893e-47,5.74204938180501e-38,6209.96887312137,1.52596473272564e+119,Inf,Inf,Inf,2.91939715449893e-48,3.04657946792602e-48,1.13981045372716e-47,1.39394658698781e-47,3.49155476485461e-48,2.97514404481618e-48,2.81940854183151e-48,4.0558524381177e-48,4.51958197475019e-48,3.45566974979076e-48,2.97360218705769e-48,3.39091149851397e-48,4.35149727894173e-48,24,11101
