"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
4.91330684278529e-55,1.31426938912662e+49,Inf,Inf,Inf,Inf,Inf,Inf,7.84744219886105e-55,7.46341862244245e-55,4.40266958928068e-55,7.74541126329899e-55,7.02570030187052e-55,5.22833198665731e-55,4.40273208155251e-55,5.23690601252044e-55,7.26436807475961e-55,4.13997097947756e-55,4.92706636156505e-55,4.83339199082071e-55,1.09656625390164e-54,1,25066
5.54624440711943e-55,1.08233733895533e+60,Inf,Inf,Inf,Inf,Inf,Inf,4.83425445762834e-55,7.6003803022875e-55,4.04111211290954e-55,5.28572215434509e-55,3.87149593038908e-55,4.22780256211874e-55,4.64744546184328e-55,7.78160565540823e-55,4.25164361784817e-55,6.29399462607839e-55,6.76382581829567e-55,1.14758266586869e-54,4.95212329162968e-55,2,25066
9.65549208862621e-55,1.26378588556975e+63,Inf,Inf,Inf,Inf,Inf,Inf,4.02397177170881e-55,1.84133273267922e-54,5.1693187907872e-55,5.68449701167168e-55,3.94716092410375e-55,4.54800713572739e-55,6.83885399330466e-55,4.17832904155986e-55,7.0296777427996e-55,8.68498449596429e-55,4.13010211646354e-55,4.61020213119576e-55,4.13841506321214e-55,3,25066
6.21301426460282e-55,3.46169504973523e+73,Inf,Inf,Inf,Inf,Inf,Inf,9.96569693481803e-55,6.105645730542e-55,9.10766346908079e-55,4.7789463323109e-55,5.57265468689574e-55,4.33175553584808e-55,4.44523718940311e-55,5.08124134136535e-55,5.39011218839713e-55,4.82981685656183e-55,4.4535650128746e-55,1.5677505268015e-54,9.95625944728463e-55,4,25066
4.3039255898176e-55,1.71550847047256e+50,Inf,Inf,Inf,Inf,Inf,Inf,3.94900012596518e-55,7.41122507997252e-55,5.42446164818441e-55,3.97053273309098e-55,3.89319245042977e-55,4.39534510663753e-55,9.30723282140687e-55,3.87026791535889e-55,4.05788419982247e-55,6.09047949983071e-55,5.6736538034256e-54,4.03770775026528e-55,5.26204450292473e-55,5,25066
4.75195056218273e-55,5.74340292283954e+46,Inf,Inf,Inf,Inf,Inf,Inf,3.92539690737561e-55,3.16396499356174e-54,4.64916569248258e-55,6.82062433729117e-55,4.58100601130278e-55,7.2611159975073e-55,3.98985134334288e-55,3.98994077804919e-55,1.01018692290447e-54,4.01008120231323e-55,4.46890419002164e-55,4.25284945520364e-55,3.86838881401891e-55,6,25066
4.76468245266514e-55,4.80190173484302e+62,Inf,Inf,Inf,Inf,Inf,Inf,4.08252560393382e-55,3.74776769562752e-55,4.23228842839179e-55,4.53179348684935e-55,3.66722306173129e-55,3.70297545582037e-55,8.55375528741975e-55,4.14291811493336e-55,3.67696067683999e-55,7.2844155255187e-55,4.18919957232123e-55,3.86720449507395e-55,3.94471936732727e-55,7,25066
3.7751331996657e-55,1.41390243850776e+76,Inf,Inf,Inf,Inf,Inf,Inf,1.37621137481643e-54,1.02960049302169e-54,5.17228427165151e-55,6.00466377408399e-55,8.79978015588565e-55,1.38560589285296e-54,5.26471424934013e-55,3.51213634083411e-54,3.9063682897039e-55,3.62877899025454e-55,4.49818849000518e-55,7.19208489923194e-55,9.96637909530088e-55,8,25066
4.08023786960078e-55,7.23244743519904e+72,Inf,Inf,Inf,Inf,Inf,Inf,4.33118720686511e-55,3.84896283597386e-55,4.99464828268845e-55,4.71770628371408e-55,6.96600437553304e-55,4.19430910376644e-55,4.04632814720535e-55,4.06089367471941e-55,5.47029501044135e-55,4.16187536967507e-55,7.12717688227446e-55,5.09390085853129e-55,1.20118305357792e-54,9,25066
1.10664166349893e-54,1.65764473874107e+52,Inf,Inf,Inf,Inf,Inf,Inf,4.72716528892646e-55,4.62559162566334e-55,4.50846835189428e-54,4.90193645387854e-55,5.77221065242574e-55,6.26893445178179e-55,6.35832258768476e-55,4.53704522595363e-55,6.19360532307676e-55,1.20214163336495e-54,4.57688443651984e-55,4.58334560398522e-55,1.17463120878738e-54,10,25066
