"(Intercept)","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X3","X4","X5","X6","X7","X8","X9","sim","n"
2.75780045415505e-47,1.76981489055477e-46,9.64068169986658e-47,4.11711980727206e-47,2.5748133007304e-47,1.0546227288778e-46,2.3242261028944e-47,6.54653047078928e-47,2.29389657782076e-47,5.8026934179931e-47,2.34847443179857e-47,1.15621206025081e-46,1.73799953269522e-35,4.95773414660649e-47,4.80857710752786e-31,0.0146063506284827,270864320.443178,52491881272618096,2.27104655246564e+21,2.48688291717154e-47,1.93416968236705e-46,1,200
1.28593391657652e-48,1.24408589265236e-44,2.65060509404217e-48,1.40155401445506e-48,1.42395920904266e-48,1.213310171332e-48,1.17691628364124e-48,1.89243673136192e-48,1.17785293052332e-48,1.95707308136618e-48,1.30412709274223e-48,4.99073195137984e-48,7.89656584007817e-32,1.17290273552604e-48,1.20110617342575e-30,2.33516718683102e-12,3197.69965959347,8265878861617497,3.82589388306684e+22,2.17177690440461e-48,1.86068095357825e-48,2,200
2.85619559141496e-49,2.08904247054878e-43,3.73045327608156e-49,2.04722108677741e-49,2.30082104603711e-49,2.12693297436044e-49,2.73333427242102e-49,2.23821642469888e-49,2.05286498754418e-49,3.96438489326862e-49,2.05238704982679e-49,5.85169389226685e-49,1.11051085134072e-41,2.10117221583997e-49,5.81016644515884e-34,2.2989643352886e-10,78901.6474306313,3281829.21470906,1.52328338805761e+30,2.73517286195503e-49,4.17724906248683e-49,3,200
5.36431628669632e-48,6.75692129260815e-44,2.47268208560775e-48,8.41459634419684e-48,1.81643275776427e-48,1.67414767801546e-48,2.50104602508467e-48,1.87773264836632e-48,1.68084738963305e-48,1.67032266380273e-48,1.77670608410825e-48,1.7745997538913e-48,1.39152089262763e-36,2.07001566603549e-48,9.25798611772084e-32,3.4614033356922e-09,34873.584429928,125611987576.527,9.86630207421408e+21,2.5018803314508e-48,2.328783598809e-48,4,200
1.60532896940073e-47,3.75343186285091e-40,3.62796129089115e-47,1.11442459162906e-47,1.02539962236232e-47,1.3755868519372e-47,6.46365349703261e-47,8.60989891546566e-47,1.66599528379293e-47,8.66412217224953e-46,1.09694667419691e-47,1.06406609727412e-47,4.21315567561128e-35,2.65207270041542e-47,1.54725703185242e-32,7.56975777424332,572744014.53739,5828226946151353,2.57412864579291e+25,2.00387542775641e-47,1.02401764252716e-47,5,200
3.79755418178029e-50,3.31870121507386e-47,4.35771848735871e-50,8.43092453793904e-50,5.68912328656616e-50,4.08352849931993e-50,1.69142526185968e-49,3.84527121774976e-50,8.15643814323201e-50,4.02688778168042e-50,2.05335214211907e-48,4.48077051149391e-50,1.47471521628023e-36,3.79151081243397e-50,1.06948388492787e-25,0.000894626327133533,6852752854207.24,1.95200333855794e+22,3.26924700528869e+28,6.05295969762229e-50,1.13897480695788e-48,6,200
4.50511252974039e-49,2.06810113106001e-43,6.23059535452936e-48,4.7906401470339e-49,4.23230607944902e-49,7.78480261745091e-49,4.54983280628402e-49,9.51801533092774e-49,4.00203415230212e-48,5.53069705535955e-49,4.50454128199322e-49,5.78671602367545e-49,1.00286489540967e-38,3.69555768354819e-48,2.16451688045465e-33,1.87477810546193,1255373466.80421,53284481846758916096,8.1690163569909e+29,5.03319046707914e-49,1.07352037110795e-48,7,200
1.26039791615515e-48,1.1549951452049e-44,1.57832286253218e-48,9.74952771243021e-49,6.79260392451001e-49,6.74809305442618e-49,8.01509494233565e-49,1.06767617347067e-47,6.75732664282229e-49,7.15424095308403e-49,7.15493706203701e-49,6.83915151962697e-49,2.23424804768941e-34,7.11417458402681e-49,2.2852989809554e-38,1.32360849240521e-10,418.678350356233,91902554795.0467,2.58615401329907e+27,8.10425875947153e-49,6.93395423780219e-49,8,200
1.43886439173123e-47,7.48034075417382e-43,1.60926818345062e-47,8.49013941639041e-48,9.91382902115671e-48,5.49457913886679e-47,2.07537556939099e-47,4.43413761167309e-47,9.72809728019751e-48,1.11581060973088e-47,3.05426292232161e-47,9.34251699386719e-48,1.79858813844002e-38,3.67530598417165e-46,9.46698265760208e-32,4.88424598239482e-05,1.09625471503901,5057102526208873472,6.70353253877352e+27,1.01782336405241e-47,1.07886775207625e-47,9,200
5.08914409594798e-47,2.52353173419252e-43,4.78419016466948e-47,5.31843334195467e-46,5.97640245945779e-47,6.85735376860587e-47,6.04159355016946e-47,4.77432096068639e-47,6.88717259946498e-47,1.07394630302191e-46,1.4323460182579e-46,4.00973155866245e-45,4.46308896350118e-39,5.20463439893986e-47,1.60677093707413e-31,1.94720488424439e-13,13797852.5219664,6587944110817184768,3024443747813.2,9.39501356729056e-47,4.73969835138278e-47,10,200
6.0745317310464e-48,1.0279982868304e-43,6.01548093325369e-48,1.35970291022704e-47,6.2881466304113e-48,9.51400344666797e-48,5.0871394124164e-48,1.61638736532251e-47,3.3352026451804e-47,1.14951587618132e-47,7.17728078418094e-48,2.04511165086085e-47,3.42882232381426e-34,5.52216910470692e-48,1.98971724110055e-31,1.68598993846678e-07,238052051127.525,1335593844883.62,6.75048426087094e+26,4.87066633881883e-48,4.77887899540596e-48,11,200
9.09601476778048e-48,7.0701585110564e-39,2.34510723312482e-47,3.11778606357031e-47,5.22263450504918e-48,1.44978105248166e-47,5.59539991376007e-48,1.2565142694921e-47,3.11606945074698e-47,5.19731261283416e-48,7.43843900917829e-48,5.20540948360083e-48,8.67260389983595e-34,1.56059605396623e-47,2.33264802653155e-30,0.000273939296997706,230690.825855511,8362957366841276,5.42188462434299e+35,1.35831645193554e-47,5.37883991321261e-48,12,200
5.62727530352973e-49,2.41084079167129e-43,1.38771231485367e-48,6.97409822246922e-49,5.69659760686342e-49,8.59515046459462e-49,2.82151264234686e-48,5.63764700560213e-49,1.34604550637134e-48,8.81500118062426e-49,1.69194261137159e-48,5.63926163588231e-49,1.34734343846301e-40,6.640319203924e-49,8.37020999372676e-36,0.054968020990366,3.88665743010083,4.10971806394404e+22,5.07657341189008e+25,8.57574164362131e-49,7.30220269051502e-49,13,200
1.41989217856414e-48,1.57464153113086e-45,1.52194890210303e-48,1.30433636526852e-48,1.50804086811646e-48,2.53176090795977e-48,2.49860106566469e-48,4.26070936027729e-48,2.15561552732199e-48,1.52834034902438e-48,6.23015986682986e-48,1.37030773744576e-48,2.13159741911824e-38,1.33281684955254e-48,1.41495260826866e-32,1.18890450541903e-10,6.54520716761529,528214828981997312,9043988908037206,1.36978799790026e-48,3.47118422737528e-48,14,200
4.26970633594024e-45,3.29099472826762e-40,6.4224421169659e-45,7.077181758086e-44,1.70533044678568e-45,3.53559941735202e-45,7.17191159953025e-45,3.87587955589806e-45,2.19248817766448e-45,4.14351625094255e-45,2.7451959744393e-45,2.02703896672273e-45,3.8480643617806e-34,1.71968898569858e-45,2.2330115905087e-27,2.49614792450808e-08,414271.652236076,1.38662177355588e+26,7.50676541586069e+21,7.2039152434618e-45,1.47536242113761e-45,15,200
1.3797336652639e-48,1.29017071594523e-45,1.06170518129309e-48,1.3028873330844e-48,9.86289727793741e-49,1.0868888232113e-48,1.13672903972277e-48,1.26186239543714e-48,9.87390687125741e-49,9.94227785711252e-49,1.09902502590507e-48,1.80099528277681e-48,6.89151205165992e-41,1.02211690125704e-48,3.73264226496536e-33,1.37186519676972e-15,143629433.654224,2970824158369.19,280394333193855840,1.01136075442137e-48,1.28420606544991e-48,16,200
1.02809993714426e-44,5.01160887386828e-42,1.83596914219571e-46,2.14863531691631e-46,1.58649896958204e-46,2.3758920395119e-46,3.13203731606052e-46,1.55443762837218e-46,3.34582433752835e-46,1.58801185282378e-46,1.72989677278751e-46,2.00308727126958e-46,1.9136690259789e-40,2.38868694848394e-46,7.56418387591149e-27,4.96868759391887e-11,0.00203195219316269,16139482159437.5,62616880804485768,1.77595048426626e-46,6.4923579169165e-45,17,200
1.61334645733336e-49,9.58736340042757e-44,7.3222493888393e-49,1.55718759147579e-49,4.50339041043661e-49,8.98849590416389e-49,2.99440194427081e-49,1.54715330443879e-49,3.68052326034601e-49,1.58052791575854e-49,1.71712541898767e-49,2.30956653665458e-49,5.3632851891006e-34,1.54825182084011e-49,5.52883259520804e-34,2.43525074733692e-07,11217722.8824846,31359376435627016,9.26747733073767e+30,1.56624020285972e-48,3.16308555632478e-49,18,200
1.30903242839524e-45,3.54471521243818e-42,3.44087020098718e-46,3.80895804078715e-46,3.25083312478015e-46,2.41603159654556e-46,1.87899496412507e-45,1.84155208872829e-45,2.8075399949173e-46,2.46702616304457e-46,6.3941438449665e-45,3.14014208109292e-46,1.12092582129795e-35,2.40062728601827e-46,3.49885399773843e-30,3.80116427912183e-10,13635772.7820173,354558973646431552,7.18210660611096e+24,1.17431698375858e-45,3.15676470317597e-46,19,200
4.14015616494567e-48,8.05972175805242e-46,4.58878328127978e-48,9.39576149210831e-48,8.26294138779662e-48,4.35692795959314e-48,4.04385639968885e-48,5.20921660216358e-48,2.41569979145869e-47,4.499904057596e-48,1.27743754083971e-47,3.84248166842994e-48,2.04176178917337e-36,5.76058495036146e-48,1.31864538830071e-36,5.84139978193227e-09,1588.10075497621,2093172752860894,2.33637363383632e+25,6.71092858734654e-48,2.24114801201579e-47,20,200
2.80325437692875e-49,1.6977975256574e-45,2.5442224139083e-49,1.44501928067646e-49,1.10420790034916e-48,1.42784904189851e-49,1.4810444404153e-49,1.93164118611817e-49,1.56835225630625e-49,1.42970504333101e-49,1.83993838639454e-49,1.57239868558857e-49,2.05526093160598e-35,1.5671665543393e-49,2.10744113926917e-35,2.64259087988968e-08,2766457.07215938,401969.726052985,2.88155574484406e+26,1.25981195371995e-48,2.19440965418773e-49,21,200
2.45958271710707e-45,5.8265927576296e-43,3.99324600811777e-45,4.62947493208577e-45,2.35678124869635e-45,2.16090166680544e-44,2.41468191006106e-45,2.70486337156428e-45,2.69009762587333e-45,1.81546208767683e-44,2.39351692396047e-45,3.17445143512397e-45,2.74257048526499e-35,2.31528809237854e-45,1.10495455398064e-36,1.16863355738693e-10,0.0525996531794865,44097206.3769701,20553167477922279424,6.40202414157194e-45,5.19730179593343e-45,22,200
8.26311254349136e-49,3.21414161205744e-44,2.28892717323486e-48,2.41566685409788e-49,2.52705036485597e-49,3.3244678298881e-49,2.55905567078504e-49,2.45917423975272e-49,4.43978189030059e-49,3.41445137536161e-49,2.43508477722499e-49,2.61762792993793e-49,6.07572739784504e-36,3.76072682484914e-49,6.59989070634821e-36,8.47828836501599e-07,76615.5477373903,3.33373219306946e+20,1022758687088774016,3.47925036364599e-49,6.19308397875236e-49,23,200
2.10728861820285e-51,7.91754361376803e-43,7.85917191107234e-52,1.02261155394095e-51,8.19929701984281e-52,8.48725639041676e-51,8.23382742438163e-52,7.78541133341513e-52,1.64186253937064e-51,9.04599741923838e-52,7.79566067923534e-52,8.93569652538296e-52,8.94868171468501e-38,8.32475460657732e-52,4.85985739627442e-34,0.363151838259794,1608842809661.64,9974479629514.52,1.24582019004208e+32,8.76145174034056e-52,7.80186374007529e-52,24,200
2.19651541084666e-46,4.20302113383375e-42,3.5532948805471e-46,2.01133538778414e-45,1.95003333098892e-46,9.84954269471996e-46,4.49993519758984e-46,3.57589120443759e-46,7.5620774749532e-46,2.03202287949917e-46,2.39493695321804e-46,2.59230505360554e-46,1.02315883604187e-36,2.07773140157417e-46,1.95570512475251e-28,0.000688703284242157,6691526.46661877,652032340976.833,2.98424431025099e+20,3.71889109822607e-46,3.75420243518879e-46,25,200
8.56078474324418e-46,9.84584489613613e-43,2.99671961551585e-46,3.08644471191031e-46,5.01488533697037e-46,3.97165124913982e-46,8.23706040215841e-44,6.02781944662302e-45,5.63153274631296e-46,2.99663034933509e-46,2.99691642800606e-46,3.37965965899027e-46,6.3809339901791e-39,3.6957108133934e-46,1.41023301348808e-28,1.75125613277085e-10,29446.9912014491,1128396469.51906,1.50609160985467e+21,4.65307848496949e-46,3.56758158912377e-46,26,200
