"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
1.94541138208273e-35,2.78355791874548e-32,6.50098944588898e-31,6.10985141725263e-21,2.98790307248763e-08,1341.3581431739,6.19213127244677e+27,1.89108554313018e+34,7.53448846407829e-36,2.94170059614516e-35,1.25968584078239e-35,3.308239490237e-35,1.36847613560422e-35,1.82304394967368e-35,1.19820597380847e-35,1.18128971280469e-35,3.08303166154632e-35,8.85200452039312e-36,7.53853761013765e-36,3.68939309052609e-35,1.61768899613066e-35,1,398
3.82439375134179e-36,1.63620869314237e-35,7.61986861789444e-24,1.09320727095796e-20,1.02832762304741e-11,16.790778578145,6.10229823588674e+21,1.83493659202063e+39,1.11536782295424e-35,1.25644507604578e-35,5.4905773769163e-36,6.96367917689634e-36,3.46211981764057e-35,7.83437152465101e-36,4.48918175468055e-36,5.00129009682814e-36,1.40485937862241e-35,3.64254384838917e-36,7.64417400062619e-36,1.96120669813736e-35,3.74187048270428e-36,2,398
2.32033291243628e-35,9.90914435313209e-34,3.99007491350904e-29,4.38062192041419e-17,0.0773024932922325,249257545.114333,401399426520.297,3.19743809847008e+28,2.63922675433655e-35,1.77240754800766e-35,1.24463355356329e-35,1.33985406741421e-35,1.32637676156835e-35,9.62153560888009e-35,1.78162796795422e-35,1.19063497923098e-35,1.12108467283705e-35,2.63748417639009e-35,1.17267583428186e-35,5.73407089173409e-35,1.12515516202431e-35,3,398
4.17482934823709e-35,4.17398268346594e-33,2.78292971460021e-28,1.89227140034306e-18,8.07975239860525e-08,0.000150460379023865,1870648158.82955,2.4798516650087e+26,2.21902282988944e-35,1.98482406423959e-35,8.32711417067906e-35,2.95373282608299e-35,1.92426537272539e-35,1.94241837260024e-35,2.2948926693615e-35,4.63254381550753e-35,2.95105629047845e-35,3.64738486413077e-35,1.2149828664586e-34,1.72824134833319e-34,2.97961475116334e-35,4,398
1.88662249730847e-35,1.20393500925625e-33,7.30440950713448e-32,2.65102839127591e-18,0.00229536873977853,28.5537299624979,52499472.9626332,1.78355034496739e+34,4.19612944657038e-35,2.23823963401098e-35,1.97664722551953e-35,1.96570985606e-35,1.88413686062009e-35,7.57663632433529e-35,8.09407003456146e-35,1.03871254963596e-34,1.87308165611913e-35,2.75922515624595e-35,3.13914117257383e-35,4.22487101989406e-35,4.83550502892955e-35,5,398
6.47143551592569e-35,4.7482440834214e-33,3.9703578821209e-26,9.88977939403041e-24,1.5803483589846e-08,5.9088977367724e-09,150270764.908244,9.49380643946462e+27,1.18866166305876e-34,4.58152917917062e-35,4.8189870600436e-35,4.9642471465243e-35,1.17913880699269e-34,4.94839798141168e-35,6.21121924472472e-35,4.51505838835388e-35,6.28979419623852e-35,5.336508768639e-35,4.71846691706592e-35,4.84000446382729e-35,6.28197717639482e-35,6,398
7.22175587314046e-36,7.27108551840894e-33,6.38703868808228e-31,5.21564459993466e-18,7.71173699959554e-10,438061732110.389,15679595350484154,1.52573128332323e+37,7.70590926410275e-36,6.53677799727814e-36,5.25107759002854e-36,1.38981062675587e-34,5.23360685386028e-36,2.37217957262394e-35,2.45711713345481e-35,5.23338791237123e-36,8.76308253825281e-34,2.12446712959955e-35,5.64850110054902e-36,6.91862804591085e-36,1.63867768376832e-35,7,398
4.32481715402759e-35,1.92840173408896e-33,5.81458732510038e-27,1.85410436596685e-19,1.25856943666389e-08,158.137371265501,1.49329526078221e+21,2.81160727120622e+35,4.44576155034997e-35,3.21564464201224e-35,7.26327389701658e-35,1.94859986243779e-35,7.94115330303022e-35,1.95937218547012e-35,4.93692127399566e-35,8.1958143680121e-35,1.20106491569487e-34,3.43007872394539e-35,2.15291040179429e-35,2.04600145427816e-35,4.2789900288328e-35,8,398
1.84213473370529e-35,5.8642983262448e-35,1.46801089376191e-31,1.50336914684406e-22,7.37298969567404e-13,0.00023860177100923,52278041103227568138,2.32933987997482e+29,1.70302102116946e-35,2.43569862619364e-35,2.6281701555406e-35,1.78113161519063e-35,1.7063303988413e-35,1.47424576964921e-35,4.04248288648415e-35,1.40890733966398e-35,2.06121131166187e-35,1.48415272476456e-35,2.46474885916601e-35,2.28567451341764e-35,1.53197245047147e-35,9,398
9.24163234918205e-35,1.8803987845741e-33,1.85019912661154e-31,3.84214834360009e-21,3.1283140221226e-13,0.0217458767550313,1284600622241572,2.61380963904253e+26,5.7253182423363e-35,3.94286611057908e-35,2.69261858398236e-35,2.78050662341611e-35,3.05171766477872e-35,2.02704801895125e-35,1.77072529886449e-35,1.65659496850244e-35,3.42580795472752e-35,1.67885776121638e-35,2.26068936864246e-35,1.66726052978749e-35,2.04404359506334e-35,10,398
