"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
1.98255722658033e-28,2.99398983018709e-28,2.79532687632514e-28,5.30726035631961e-26,1.6647472545681e-27,2.17923820679102e-22,4.49189141208385e-19,3.75161936110011e-13,2.04248778017396e-28,1.91965302649387e-28,2.94641538636912e-28,2.84339599457161e-28,2.54539320386871e-28,4.12495926700898e-28,1.88436837609175e-28,1.90650834873021e-28,1.92832172818414e-28,2.45515194784297e-28,1.97012940264078e-28,1.87388672626902e-28,5.32019315731778e-28,1,167
1.35373144200632e-28,2.58591391024439e-28,1.26581419139771e-28,1.38439808551824e-28,3.76156665648535e-26,1.45576683672346e-24,1.42501661581244e-17,8.30850855641702e-12,1.74009775030016e-28,1.43379008217915e-28,7.00795280880617e-28,2.00072522955354e-28,1.34451542503566e-28,1.36413671424057e-28,5.61296536776548e-28,1.38443948391165e-28,2.28045489706536e-28,1.27866024520308e-28,1.80202085153052e-28,1.78983768063375e-28,1.59650593074039e-27,2,167
4.31190456670428e-28,2.60540021700063e-27,1.56960829821423e-28,2.31873400964623e-27,2.73249689924789e-24,7.6544744877167e-27,1.24675920159252e-10,8.09595891506163e-09,1.9324958802119e-28,2.16597145188491e-28,1.65207559464001e-28,1.49948304824799e-28,2.17060661229341e-28,1.54323216554615e-28,1.83935547059921e-28,1.5271684884357e-28,1.54513706691022e-28,3.21983072334645e-28,1.75089859536949e-28,1.506963558102e-28,5.61427003604109e-28,3,167
6.35225900780123e-28,1.89444504204299e-27,2.10973470010419e-28,1.38734536256536e-27,1.11022920129875e-24,3.27589066804695e-19,2.60921238372827e-20,9.38002526741882e-13,2.21465016552819e-28,1.2610797061612e-27,3.0069647809627e-28,4.76047864476246e-28,1.77979955731673e-28,2.12941208580674e-28,1.82403673718805e-28,1.70824695519923e-28,1.10232200849672e-27,4.18582508345327e-28,2.08573532085043e-28,4.35294909811666e-28,2.07415550914284e-28,4,167
6.51129915989669e-28,2.71825011052757e-28,2.4498036260712e-28,9.77493027200599e-28,3.23435569410077e-26,9.53599225904504e-23,9.1010852938885e-17,1.56215412678524e-17,2.40063110451554e-28,2.71825629712555e-28,3.54843856246217e-28,2.27722132282975e-28,3.48631594989753e-28,3.88831390349736e-28,2.79261586677726e-28,1.18312501774112e-27,2.06948445420853e-28,3.40054873007669e-28,3.82687993946197e-28,2.15422338898608e-28,2.79815814488274e-28,5,167
1.36244782407159e-28,1.76056241206352e-28,4.45678555605851e-28,3.83449560684065e-27,1.25013415485017e-26,2.52225553233784e-20,5.10767987999732e-16,6.9001553127465e-13,2.29007766253288e-28,1.7566501431902e-28,1.3362172903578e-28,3.34840271780321e-28,1.98845299441161e-28,1.8639730452269e-28,1.00441130271153e-27,1.60917594439475e-28,1.34670530961995e-28,2.56987968113009e-28,8.88828728105324e-28,1.39178313543183e-28,2.64409599345503e-28,6,167
1.9447883964708e-28,1.08597524859476e-27,5.03177685468658e-28,3.22224116729385e-28,6.14940482240399e-25,8.72917994170149e-22,1.22891051784471e-17,6.18476846641985e-15,2.49215467095511e-28,5.785035592709e-28,1.9312724160652e-28,2.55613167565583e-28,2.15869340696554e-28,2.2887000178029e-28,3.5394656750854e-28,2.04213579040936e-28,3.9612183126227e-28,2.25992033063265e-28,2.78560162223587e-28,6.53256397284704e-28,1.90402369187895e-28,7,167
2.01285559655704e-28,3.90442855440271e-28,2.35084034323053e-28,7.09414096452329e-28,1.31550877000295e-25,3.70443948046566e-23,1.41501349482841e-20,1.87960715968073e-18,3.96115536964452e-28,2.58469743571293e-28,6.21325261538973e-28,2.35453254743571e-28,2.0383663006856e-28,2.29559481283828e-28,1.14996417731918e-27,1.05758928287318e-27,2.58916281727987e-28,2.30586273346805e-28,1.82969783239728e-28,1.91266153341647e-28,1.81089761628634e-28,8,167
2.50645411636762e-28,8.27791063489416e-27,7.83216616683289e-28,2.06394026773739e-28,1.40128662993314e-24,9.11723692246891e-20,3.10341641283995e-22,7.36176901842803e-16,2.70093150303754e-28,2.29668373270897e-28,3.33425478646011e-28,2.15604109732133e-28,2.0838713505729e-28,4.60362200371594e-28,5.33941045788019e-28,2.07508959777403e-28,2.2668557625239e-28,4.06587742394173e-28,2.25688491683087e-28,3.83619714662615e-28,2.08961849031032e-28,9,167
3.02956997268412e-28,8.20320104566052e-29,1.15717306286533e-27,9.72785457013223e-28,3.29607296616533e-25,1.56657628539386e-18,4.58992013412791e-10,2.34272380665797e-12,3.8954400506031e-28,8.34610120081338e-29,9.19713221240356e-29,1.03659817611675e-28,8.71632293908105e-29,8.99971936235646e-29,4.10962604955378e-28,7.68503494315485e-29,1.06700216447546e-28,1.19904495384877e-28,7.82718082677469e-29,6.82593907977203e-27,7.7127740169454e-29,10,167
1.87842725569216e-28,1.94064395192806e-28,4.18939571196207e-28,5.99618953748781e-28,2.66986610676823e-23,5.64012102854533e-20,3.27530927001007e-10,1.27720081626452e-05,6.12050097920242e-27,3.57671875938099e-28,1.88994861277308e-28,8.79027215736148e-28,1.82588515674574e-28,1.91094256625222e-28,1.99143608683209e-28,1.82043007722669e-28,3.03693850430057e-28,5.48912285979776e-28,2.31655055145946e-28,1.90647213287705e-28,1.99906928420572e-27,11,167
1.93229356705722e-28,1.25520434632962e-28,2.19481824947143e-28,1.23074722640146e-28,1.4637872716469e-27,2.10886551422486e-20,3.42221056715529e-14,3.74243102827527e-12,1.17286217794391e-28,1.62968965986411e-28,1.19130023369622e-28,7.88132892216584e-28,3.07220179136969e-27,1.18078689335715e-28,1.36841645229612e-28,1.31495893602511e-28,1.70031349889963e-28,5.5049075462566e-28,3.44810175228191e-28,1.29187258302119e-28,4.49214924582318e-28,12,167
3.29609533285202e-28,3.31399353681119e-28,4.56628227857331e-28,5.15585796988185e-28,1.06377062724675e-25,2.30867307681188e-23,5.32613860838262e-18,1.56478447717784e-10,3.36806479524896e-28,2.81312035459157e-28,2.90590968881089e-28,2.78823200334476e-28,4.07536753708216e-28,4.3322782514042e-28,2.81538221177169e-28,3.16639183799643e-28,4.14310045015936e-28,4.00084570131517e-28,7.99970880066053e-28,1.81483192644495e-27,3.62419026676686e-28,13,167
2.52896903901733e-28,2.61089686129573e-28,9.01055183765916e-28,2.54814246987735e-28,4.58670302651768e-23,1.24799427521873e-24,7.10918997827498e-20,6.60141354272663e-10,2.51753104961333e-28,2.94725319206136e-28,4.98614081540063e-28,5.53000962019348e-28,1.95492049932682e-27,3.34388273810514e-28,2.48833260045022e-28,6.41096111523992e-28,5.6276611318653e-28,4.92423652975338e-28,8.38209129626858e-28,2.60162797840697e-28,3.73881902825489e-28,14,167
1.38552531483585e-28,1.86996084172069e-28,7.43240306703817e-29,1.41907424431569e-26,2.8936979291374e-26,8.62038899165415e-16,4.78256838695639e-12,1.04561503870122e-11,7.50455936718976e-28,3.06698852434907e-28,8.3822000420421e-29,6.53620844653183e-29,8.53694018010344e-29,8.84827879908396e-29,1.65822013381482e-28,6.41275575501238e-29,6.28761625581073e-29,6.24768909321632e-29,1.8000792430648e-28,6.24425116543091e-29,1.92002303039347e-28,15,167
5.37659085292428e-28,2.20463721753106e-28,2.72146777963622e-28,8.10716416883245e-28,3.02990719544696e-27,5.11456995874923e-25,7.83666342710377e-19,2.91144241247842e-16,2.26273633044248e-28,4.99310603219771e-28,2.2370557037109e-28,5.60122994607205e-28,2.35885906390968e-28,3.4541229776697e-28,2.44977998526234e-28,1.3472197625215e-27,2.2050724343959e-28,2.9589051413352e-28,2.58913706037775e-28,7.30725798947456e-28,2.28039746878398e-28,16,167
1.40401824994335e-28,5.55407936759732e-28,2.55637464780579e-28,3.3606211277214e-25,1.96359801238313e-26,8.87618906621611e-16,5.6960850293078e-14,3.96499177956646e-06,1.17070208846108e-28,4.13650762061766e-28,1.16813688555231e-28,1.27122717282538e-28,2.53588730894502e-28,1.23244963045079e-28,1.628569125776e-27,1.20066989679993e-28,1.71316945536638e-28,2.59687854103217e-28,1.26665879406708e-28,2.09278967160472e-28,3.68024330087063e-28,17,167
3.79190775774617e-28,3.08375221882331e-28,4.89152963357922e-28,5.33031631083827e-28,5.34498349546805e-25,3.21282121112077e-22,8.33095962260241e-14,2.7851577283588e-13,4.14847738234165e-28,5.25537714238496e-27,2.67341099073388e-28,1.11284301709947e-27,3.27452649018547e-28,4.96301889594703e-28,3.91032948654742e-27,5.23633466800318e-28,2.77691130799416e-28,2.85238272946586e-28,4.00933011761397e-28,3.60384437316955e-28,2.81234629188761e-28,18,167
4.57200931382473e-29,1.3447154548685e-28,2.19335734490359e-28,2.69401357348512e-28,4.49686532690202e-26,1.28269083831835e-12,8.26048758065656e-19,0.0589519343066068,3.20327524501794e-28,3.35992928064073e-29,2.7357308926802e-29,3.48197792552172e-29,2.61176180476569e-29,3.75299712682336e-29,2.61768378876614e-29,3.09933220364811e-27,2.6131528763412e-29,5.42946812157233e-26,2.57049984769345e-29,2.58956359529725e-29,2.73554613453482e-29,19,167
2.04873327170536e-28,2.2659820121052e-28,2.24123495044162e-28,1.11485420182682e-27,1.49695322274364e-26,2.48175308514031e-23,3.9945807779388e-15,3.20294419004872e-12,1.98041401889083e-28,2.31876971715888e-28,1.99527699494118e-28,2.78313956111462e-28,7.54941310524148e-28,5.91307223740407e-28,2.87285376682089e-28,2.02726262731142e-28,2.2899019923626e-28,2.10817536684646e-28,8.25743468397462e-28,2.1566685817448e-28,2.15400018737117e-28,20,167
3.10104979807064e-28,2.50213785272683e-27,1.95144355739632e-28,3.97273146197819e-28,1.56180798304955e-27,1.81378470508371e-17,1.32090684854469e-20,1.11285965007018e-09,1.82952762248023e-28,1.81959142167577e-28,3.29918537908632e-28,6.45087783600312e-28,5.08181581422006e-28,2.8016277696972e-28,1.8170932750614e-28,2.31487383370665e-28,1.81693910756202e-28,2.86969975346646e-28,2.44264627132392e-28,2.48615348126676e-28,1.78281079695398e-25,21,167
2.22172787338927e-28,2.49986438250694e-28,9.73718188226201e-28,3.21800775332479e-26,9.54117653345392e-26,1.2634340469563e-22,1.49331590050741e-17,1.57008853986508e-16,2.23710868922571e-28,2.9490908523387e-28,2.3256827365156e-28,2.25559588794022e-28,6.38236899550849e-28,2.86707512568476e-28,7.9868655939871e-28,2.36034530462212e-28,2.55831985072797e-28,1.45363056041118e-27,2.33045645266001e-28,2.21103721623966e-28,7.45530850222866e-28,22,167
8.68315814372449e-29,3.09322254745541e-28,2.04811191200542e-26,8.95927679842251e-28,1.3909702376305e-25,2.08102001661779e-25,2.50595924611121e-15,6.60508867822471e-08,1.24258872451837e-28,8.2356929886639e-29,1.94591170730265e-28,1.44155074762541e-28,1.26232286725899e-28,7.94519249096744e-29,1.27637309978904e-28,9.33198585484858e-29,1.47614194882613e-28,7.3290209672166e-27,1.12807941560683e-28,4.65596360363559e-28,1.91787952619446e-28,23,167
1.41887820828756e-28,1.31017713820885e-28,1.25250454055059e-28,1.28988816969593e-27,1.01331987406058e-25,4.52441458072325e-24,7.90772959102716e-12,5.67760323812447e-06,1.27044272330105e-28,1.31890607945676e-28,1.25395277325962e-28,1.27715038304242e-28,1.53046476686613e-28,1.59617141666131e-28,1.49404768789096e-28,2.9038852621852e-28,1.38132056069426e-28,1.38340131952809e-28,3.44529283562776e-28,1.50998279660202e-28,1.31764005086458e-28,24,167
2.91339373075007e-28,1.70994509705514e-28,3.97806484491071e-27,4.84645821323254e-24,4.7100889270861e-26,6.23385233983481e-21,8.75851690910945e-18,3.29163727382187e-10,2.38873937071429e-28,1.31154640820922e-28,1.82022899367792e-28,2.4986517705035e-27,2.00809861190636e-28,1.29927802120613e-25,2.17203390711025e-28,2.02711014636389e-28,3.07584824798205e-28,3.2437737216997e-27,1.32596310256593e-28,1.31089762874328e-28,1.30873794843201e-28,25,167
2.46450109314932e-28,4.69838206940861e-28,2.46108035861609e-28,2.04198772408216e-26,3.99479049353744e-25,5.54526090406451e-20,4.94043495541765e-20,8.38508511569563e-17,2.69362473503334e-28,5.07963187782349e-28,3.47059723915939e-28,8.38298428083866e-28,3.3666908004673e-28,2.50814545743595e-28,2.58439679147943e-28,4.34187393608676e-28,2.65222586738633e-28,1.17337747581034e-27,2.46311042078479e-28,2.86023050338642e-28,5.59375461793668e-28,26,167
2.3836743224266e-27,1.28546959888645e-28,3.77563350174674e-28,1.9590354163116e-28,6.70214825351414e-28,2.15387154683592e-22,9.40324054482025e-24,8.27886129706633e-10,1.73361877731734e-28,1.55500107207182e-28,1.28535716826903e-28,3.74922793738947e-28,1.28815902615481e-28,2.38807564771711e-28,5.29399043887923e-28,2.19801845781838e-28,1.62306790765158e-28,1.30795864063031e-28,1.37658569125383e-28,2.32912212897404e-28,1.28526939562699e-28,27,167
