"(Intercept)","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","sim","n"
1.79589901130392e-40,1.57581771874734e-40,9.12518286307231e-37,1.7931791874663e-29,11918343539.711,2.87330947401262e+54,1.34522641406316e+109,9.58534025724453e+164,1.50745386395231e-40,1.50226085173288e-40,1.98257506486185e-40,4.02025402355578e-40,2.89864889031976e-40,3.56425313165522e-40,2.18920271968305e-40,2.1514420337314e-40,1.75630805562802e-40,2.08843928259359e-40,2.24247591565888e-40,1.47872259784747e-40,1.58592206995228e-40,1,2154
3.13095672581565e-40,9.55224687895231e-40,1.74674698087171e-37,2.75260549611289e-24,0.000668029277392728,3.17993690374035e+46,1.07692562777406e+95,2.24006226095362e+149,1.89579372554635e-40,2.87408542218986e-40,1.06702445302228e-39,2.17630924863411e-40,2.42561788932645e-40,1.9002710501491e-40,3.28010233802883e-40,1.90710633312287e-40,6.74923116754501e-40,1.93899199685338e-40,1.97775677784095e-40,2.18980678642297e-40,2.16754040769621e-40,2,2154
5.87141752627645e-40,4.00762832855261e-40,1.33012359817498e-36,6.90327288512181e-27,0.0175359343353792,3.78265331911428e+29,7.53813926219524e+92,1.44011617526612e+172,1.86021330946674e-40,2.86083117139047e-40,1.90346538077042e-40,1.80458408281375e-40,1.5694640821669e-40,1.95617445078481e-40,2.95421307280123e-40,4.79049054961284e-39,2.84909909773603e-40,3.86320561503728e-40,1.83764841561394e-40,1.93013490128479e-40,4.86829680803628e-40,3,2154
1.98973843370571e-40,1.33373616509538e-39,3.46348330578837e-40,9.5984286063095e-24,6.63346508891778e-06,1.2155673559747e+33,1.37866550342873e+95,4.16211714418644e+159,1.74589594592009e-39,1.89983635557575e-40,1.87585136157915e-40,1.86656048523811e-40,1.86851429722556e-40,1.47392396127755e-39,2.70672451726377e-40,2.659925014698e-40,3.02746728885335e-40,2.4242526119755e-39,2.03751082520481e-40,5.5620815282166e-40,3.38094170199142e-40,4,2154
5.41607546845685e-39,7.70245710849752e-40,4.08875752476671e-38,4.31019397773056e-32,1.91073776494213e-07,1.073502138074e+42,6.29889113521548e+84,1.4526953281452e+157,1.85122821055198e-40,1.83875536304474e-40,8.45875165965279e-39,2.5096470867128e-40,3.4828920794324e-40,1.88405342152464e-40,1.94641802433296e-40,6.93524701867512e-39,3.00452306971022e-40,1.8833800868527e-40,6.75652989209342e-40,2.42493525399987e-40,2.18947065080979e-40,5,2154
2.89858327679644e-38,9.03110559455157e-40,1.182375241565e-39,1.46447845390661e-31,0.214919313304577,3.48856681012622e+44,3.86316556936186e+102,6.61990300721985e+150,1.72393872530559e-40,6.26492359923284e-40,1.8865606869131e-40,1.66417833431985e-40,2.31245049444394e-40,2.09509637367835e-40,2.18409612597651e-40,1.86387649997325e-40,5.55490250454849e-40,1.7366183369119e-40,1.68981365098486e-40,3.25584958387533e-40,3.00274897403026e-40,6,2154
2.54136342438334e-40,1.68486546798624e-40,5.28425149605299e-36,1.76874838759963e-27,122613474628.68,1.2196441351985e+37,1.19569079322619e+102,1.09956778565394e+165,1.60650353176435e-40,1.49309911115872e-40,1.55178684311306e-40,1.65781781524531e-40,1.4362773776929e-40,1.77953125825194e-40,1.74572812530809e-40,2.3137176906239e-40,1.79967788618322e-40,2.22026541794859e-40,1.48941902546524e-40,1.73327479276022e-40,1.44340707021073e-40,7,2154
2.10931729668932e-40,1.84622402286754e-39,2.05161160344602e-37,1.2344810042028e-28,0.000706127847158638,4.7071054261935e+29,3.01896914838073e+106,5.29448827327664e+146,1.97380579946919e-40,2.66561421393879e-40,2.83841515238379e-40,2.81302140869988e-39,2.80200227131083e-40,2.05836751661686e-40,2.12429155208152e-40,4.22737213685091e-40,2.06595742132564e-40,2.31142464819868e-40,3.1857466287496e-40,2.18772368545205e-40,5.47639087849232e-40,8,2154
3.10937871878219e-40,5.70951908865418e-39,7.58137290149998e-35,1.35173035856832e-33,25.6306155903524,7.16405731829051e+35,5.12334612636311e+83,7.4166164014242e+167,1.68014425029131e-40,2.27627859072773e-40,3.27959924509839e-40,2.25628334269367e-40,5.63853277364669e-40,1.56105559480177e-40,2.0956842257854e-40,1.70021195194887e-40,2.55428032398254e-40,1.57737006384755e-40,1.70653714331048e-40,2.60350479299612e-40,1.16939883415606e-39,9,2154
2.31461328382193e-40,2.30470532641479e-40,2.07565967844734e-33,4.21518622166475e-31,0.0302801369513673,5.96935570270135e+34,3.7264185969884e+87,6.5983199858464e+154,4.61091178800719e-40,4.51761725926047e-40,2.08085520795832e-40,2.12867910803145e-40,2.27011816194218e-40,2.58027686049025e-40,7.43334909136459e-40,2.32773843741942e-40,2.83422211743254e-40,2.06250330937236e-40,2.23817902873706e-40,5.54571298688703e-40,3.57088837904274e-40,10,2154
