"","2.5 %","97.5 %"
"(Intercept)",1.42660839899476e-119,1.03702830416703e-101
"TV",0.520461502994567,1.39263888751495
"Electronic_games",1.40069338925219,3.10661106939391
"Social_media",0.390334495811411,1.13555728257944
"Other_internet",0.768004290671853,2.13252649522183
"Own_computer",0.619440556751558,1.03982277544034
"Male",1.13849685882769,1.8577078456015
"Age",0.765377596880945,1.17303146066502
"BMI",0.968623568162125,1.01808073714377
"Motivation",0.533651151631364,0.839101116098867
"Ethnicity",0.668841490617025,1.25448166020641
"Closeness",0.459192156068398,0.626128166326969
"Father",1.8587551592583e+79,6.04760259232295e+82
"Score",0.976664969458469,1.03081539780775
"Employed",0.765157444729179,1.30329000631704
"Illness",1.13747917877521,1.86291719260708
"Time",0.856106221119114,1.08352466387289
"Distress",1.0287394470011,1.07977478771936
"Siblings",1.07244507858273,1.31450432249482
"Income",0.999037443910012,1.00063217838023
