"","0.5 %","99.5 %"
"(Intercept)",-285.813292162288,-250.950601962607
"TV",-0.206657772566147,0.666155602641223
"Electronic_games",-0.0258178749291908,0.658611602444253
"Social_media",-0.966996740241995,-0.0423927432135141
"Other_internet",0.317496667560642,1.21014391281575
"Own_computer",-0.22635508828908,0.263921111014666
"Male",-0.225468189802862,0.18985034419202
"Age",-0.310641619811846,0.0570966375893178
"BMI",0.0278160221376436,0.0684983492320046
"Motivation",-0.416316482033437,-0.0166603150117519
"Ethnicity",-0.393968468559003,0.127656318290864
"Closeness",-0.380763737804039,-0.102865903124527
"Father",224.458027623369,239.144951533797
"Score",-0.0673872838947602,-0.0207612160374805
"Employed",-0.436519162556987,0.0158310795694452
"Illness",0.382548091011738,0.817592435450571
"Time",-0.136882929392661,0.066526608104931
"Distress",0.0590004070082817,0.101959317179395
"Siblings",-0.214036271834902,-0.0238388550550012
"Income",-0.00169226463614742,-0.000318602027592097
