"","var","down","up"
"1","TV",0.300793407700252,1.35870191404355
"2","Electronic_games",0.867119641889122,2.84687450064113
"3","Social_media",0.434342727766717,2.12410369087329
"4","Other_internet",0.331039034838021,1.65427587778538
"5","Own_computer",0.548126229475178,1.2296888522665
