"","0.5 %","99.5 %"
"(Intercept)",-285.835107524688,-250.981031870117
"TV",-0.951331603036733,0.0565297689786936
"Electronic_games",0.057421683536438,0.846221726060204
"Social_media",-0.573921361212003,0.483349920866675
"Other_internet",-0.835518980534036,0.233363377000843
"Own_computer",-0.471249672802008,0.066761171746134
"Male",-0.135186540734889,0.347100320934928
"Age",-0.400956219117085,0.0274212852842259
"BMI",0.011431574740409,0.0586706652631079
"Motivation",-0.611448975681078,-0.157161527604644
"Ethnicity",-0.172911188693462,0.451797503325857
"Closeness",-0.903975079411252,-0.585967667314978
"Father",248.559849365798,278.610131325262
"Score",-0.0747770584519467,-0.0198852469469092
"Employed",-0.32407624330556,0.205902277032773
"Illness",0.134543461560403,0.646365944836441
"Time",-0.201758776483877,0.0348972020727951
"Distress",0.0553964181260748,0.10368800886545
"Siblings",-0.0244831546543695,0.185737569114197
"Income",-0.00180313183386185,-0.0001666258422871
