"","var","down","up"
"1","TV",0.32418833174572,2.26452195202838
"2","Electronic_games",0.953651742214511,4.57050640997326
"3","Social_media",0.232732516167183,1.9076621652347
"4","Other_internet",0.470573541876475,3.52086600259748
"5","Own_computer",0.488176499946067,1.35553707767428
