"","0.5 %","99.5 %"
"(Intercept)",7.46215660789309e-125,1.03166414556092e-109
"TV",0.813297935231765,1.94673887857269
"Electronic_games",0.974512556616041,1.93210793739041
"Social_media",0.380223234232246,0.958493264915345
"Other_internet",1.37368466713687,3.35396729669644
"Own_computer",0.797434891595051,1.30202547678049
"Male",0.79814244911273,1.20906863997269
"Age",0.732976513065203,1.05875812128439
"BMI",1.02820649978517,1.07089885714396
"Motivation",0.65947152656456,0.983477700512749
"Ethnicity",0.674375319930815,1.13616245733406
"Closeness",0.683339317797271,0.902247954001314
"Father",3.02609679596503e+97,7.23323918149446e+103
"Score",0.934833085422199,0.979452814272662
"Employed",0.646282113349732,1.01595705500741
"Illness",1.46601537482493,2.26504003766164
"Time",0.872072314191703,1.06878940215739
"Distress",1.06077567248455,1.10733842116121
"Siblings",0.807319101546437,0.976443045941536
"Income",0.998309166436287,0.999681448720644
