"","2.5 %","97.5 %"
"(Intercept)",-273.720256016614,-232.519755756556
"TV",-0.33766181359738,0.405993063124873
"Electronic_games",-0.19245181496476,0.386281287530367
"Social_media",-0.610447560214641,0.178166943376104
"Other_internet",0.108309172490518,0.887006164968747
"Own_computer",-0.060768685529896,0.370813573836525
"Male",-0.847363753367425,-0.488828193870354
"Age",-0.123408218749777,0.19600806362987
"BMI",-0.00195950894835669,0.0331018004346018
"Motivation",-0.763225381828318,-0.429311613588889
"Ethnicity",-0.147296757050893,0.310452823129605
"Closeness",-0.247440049181687,-0.0135984373983132
"Father",247.006657636982,280.919376551131
"Score",-0.0674034262974388,-0.0274802200543963
"Employed",-0.340353623203807,0.0444173082963123
"Illness",0.783454560628916,1.1309334607353
"Time",-0.106108965039879,0.0660347692220958
"Distress",0.0931657393113063,0.128547276249164
"Siblings",-0.11049061951592,0.0492978275719108
"Income",-0.0010852133440215,8.68865117424214e-05
