"","2.5 %","97.5 %"
"(Intercept)",-273.686289556312,-232.522262253519
"TV",-0.622260072779721,0.234418175230757
"Electronic_games",-0.0840243055655689,0.5957792860535
"Social_media",-0.684409719819129,0.221987848953921
"Other_internet",-0.681338577527413,0.215436579225423
"Own_computer",-0.359713884861558,0.105803241837379
"Male",0.761322918289598,1.19748988292746
"Age",-0.372349657671426,-0.00491124282335097
"BMI",-0.0106042555892139,0.031008022066169
"Motivation",-0.871379262636656,-0.485325445186543
"Ethnicity",-0.00550052646194218,0.56275895780632
"Closeness",-0.600800647780915,-0.329369288272386
"Father",186.175361196424,194.575634472991
"Score",-0.0594140166351197,-0.0124008563589749
"Employed",-0.343465155736571,0.11053896672407
"Illness",0.564044831408067,0.969843481489794
"Time",-0.234034148142995,-0.0306155634552081
"Distress",0.0621891566867896,0.102778730730228
"Siblings",-0.127159352615425,0.0594293372889596
"Income",-0.00170678251631376,-0.000310151809645717
