"","var","down","up"
"1","TV",0.354789970098535,1.91526061900283
"2","Electronic_games",0.66326477471671,2.54215003097234
"3","Social_media",0.324137252447208,1.94422126468623
"4","Other_internet",0.328776784503965,1.90872763327399
"5","Own_computer",0.559618018649305,1.40723430619565
