"","2.5 %","97.5 %"
"(Intercept)",-273.347192780175,-232.545824063081
"TV",-0.659570436036079,0.193424405162424
"Electronic_games",0.0994096473119697,0.751766684177056
"Social_media",0.637485426106416,1.57944276954828
"Other_internet",0.555233218737112,1.5138151897213
"Own_computer",-0.409051112647455,0.0728292460964842
"Male",-1.47922357252172,-1.04458178918586
"Age",-0.141198661819718,0.233184365901326
"BMI",0.0159576010313996,0.0575301711201122
"Motivation",-1.94484357485404,-1.54896883562927
"Ethnicity",-0.655709670765797,-0.104145953356988
"Closeness",-0.927871184878747,-0.661842193949329
"Father",193.095656846366,206.289863250302
"Score",-0.0124207413620917,0.0343219451837569
"Employed",-0.275035818948894,0.203174892262483
"Illness",0.271141259539652,0.706779681091929
"Time",-0.134259378627543,0.0693625785992049
"Distress",-0.000768985999060333,0.0437042468142132
"Siblings",-0.218750273635545,-0.0256929633275243
"Income",-0.000136746758241358,0.00118669535279212
