"","var","down","up"
"1","TV",0.401615517250253,1.68947558362135
"2","Electronic_games",0.730501272697066,2.28365969624347
"3","Social_media",0.36994174938995,1.70231288835876
"4","Other_internet",0.37107963955891,1.6911970287191
"5","Own_computer",0.594690673635687,1.31758859221072
