"","var","down","up"
"1","TV",0.333547460411105,1.45392322030964
"2","Electronic_games",1.04073331581991,3.31083429294412
"3","Social_media",0.230131591906534,1.10534901855876
"4","Other_internet",0.502375795323153,2.31545363762159
"5","Own_computer",0.664671960215512,1.52841400359874
