"","2.5 %","97.5 %"
"(Intercept)",-273.652326188026,-232.524735169245
"TV",-0.653039355248253,0.331200427533208
"Electronic_games",0.336967392048807,1.13353244375141
"Social_media",-0.940751225889387,0.127123528300707
"Other_internet",-0.263959959037762,0.757307424795062
"Own_computer",-0.478938536105871,0.0390502904017035
"Male",0.129708847473226,0.619343386693973
"Age",-0.267385976237372,0.159591389997965
"BMI",-0.0318792171160463,0.0179192245549798
"Motivation",-0.628012927597013,-0.175424059992748
"Ethnicity",-0.402208181730046,0.226722467511749
"Closeness",-0.778286515855258,-0.46820019029663
"Father",182.524129340978,190.611639553289
"Score",-0.0236116033964776,0.0303501374103029
"Employed",-0.267673656228093,0.264891841541591
"Illness",0.128814567301995,0.622143642218862
"Time",-0.155360820446511,0.0802193048850712
"Distress",0.0283342148773987,0.0767524895012662
"Siblings",0.0699411617281522,0.273459653501005
"Income",-0.00096301964459036,0.000631978639654795
