"","0.1 %","99.9 %"
"(Intercept)",-286.575885417571,-261.820518960097
"TV",-0.896562319066354,0.432492169246733
"Electronic_games",-0.0822063956911707,0.934220393783533
"Social_media",0.377397996339874,1.84513142308786
"Other_internet",0.289431825857756,1.78310281988712
"Own_computer",-0.539442926800155,0.211840381374176
"Male",-1.6028772260643,-0.925594150459698
"Age",-0.244018944356937,0.339392082192376
"BMI",0.00422538576346337,0.069014732421909
"Motivation",-2.05741955540249,-1.44054739833106
"Ethnicity",-0.805334720652934,0.0546772582416339
"Closeness",-1.00294770369619,-0.588424739998961
"Father",262.666636956488,162.707762613408
"Score",-0.0254363133543729,0.0473942082756094
"Employed",-0.405975138078237,0.33929208677265
"Illness",0.14699263644468,0.825984383278297
"Time",-0.190985548194857,0.126283087119358
"Distress",-0.01338391860545,0.0559228383322532
"Siblings",-0.273740430726302,0.0270693878672468
"Income",-0.000507779732925937,0.00155429278798789
