"","2.5 %","97.5 %"
"(Intercept)",1.33290564418112e-119,1.04219726096479e-101
"TV",0.450241977180541,1.07709281307762
"Electronic_games",1.3098669616249,2.60439449820445
"Social_media",0.316920604665313,0.802648125456795
"Other_internet",0.684951776075719,1.698262422792
"Own_computer",0.77999977095633,1.27663868790987
"Male",0.784181366516766,1.19618695159026
"Age",0.684271732267907,0.993938075666786
"BMI",1.03400175609913,1.07577717089653
"Motivation",0.380925280017673,0.563009714288996
"Ethnicity",0.690018125623297,1.16564835818273
"Closeness",0.493814232236065,0.649106632046152
"Father",7.04069431811299e+91,1.26688400878749e+103
"Score",0.922642736138836,0.968010335431465
"Employed",0.612496145203212,0.957521730036793
"Illness",2.35881832996257,3.51179427355194
"Time",0.801624868629929,0.983216243065287
"Distress",1.10470221484356,1.14985115159338
"Siblings",0.88903243038474,1.07155312420682
"Income",0.998498022211898,0.999917139245501
