"","0.5 %","99.5 %"
"(Intercept)",-285.856919337171,-251.011472094081
"TV",-0.934556016496542,0.211980492678207
"Electronic_games",0.162291352159488,1.06570806459311
"Social_media",-1.29527596337367,-0.0737542777605823
"Other_internet",-0.52103111847357,0.672551178947707
"Own_computer",-0.323252417334995,0.324614961402219
"Male",-0.309500236754813,0.245552376052582
"Age",-0.437373637832188,0.0533844564027131
"BMI",0.0271483423834695,0.079219831330809
"Motivation",-1.02658627740949,-0.513014996645853
"Ethnicity",-0.451412103443152,0.237949885719586
"Closeness",-0.748763144277658,-0.389328615210579
"Father",217.556414428849,225.270872240477
"Score",-0.0881009796535848,-0.0250055310721776
"Employed",-0.559625141316792,0.0277085554382719
"Illness",0.794829650055964,1.31800541547223
"Time",-0.253207037144704,0.0151955906721962
"Distress",0.093293128242168,0.145952898617572
"Siblings",-0.147423176360087,0.0980259757019567
"Income",-0.00172865185602736,0.000138189433709052
