"","var","down","up"
"1","TV",0.652686881367561,2.42578601711921
"2","Electronic_games",0.822161957348345,2.29013691146344
"3","Social_media",0.302100136050014,1.20635963273979
"4","Other_internet",1.10240776785017,4.2213032729253
"5","Own_computer",0.707261302306982,1.48278356876939
