"","0.5 %","99.5 %"
"(Intercept)",7.30113201408231e-125,1.00074381136494e-109
"TV",0.469433186555679,1.44752283649277
"Electronic_games",0.826478801992774,2.01982362221241
"Social_media",0.437539525079351,1.44031453791641
"Other_internet",0.439386332235725,1.42823134840939
"Own_computer",0.650183376914518,1.1991659736448
"Male",2.00120170556111,3.55057080112903
"Age",0.650948863287749,1.05517474191736
"BMI",0.982850445552755,1.03811771557178
"Motivation",0.393775863183674,0.654095597396947
"Ethnicity",0.912734456632718,1.92710879562445
"Closeness",0.525441245804858,0.750721535843968
"Father",1.02334406211894e+90,2.6003050501784e+68
"Score",0.935352887720696,0.994977983911391
"Employed",0.661194042818112,1.20094121889226
"Illness",1.64708633152631,2.80809190098639
"Time",0.766442398835568,1.00139308698725
"Distress",1.05734749796017,1.11530358284575
"Siblings",0.8546599790665,1.09220564832812
"Income",0.998073198429532,0.999907111659349
