"","0.5 %","99.5 %"
"(Intercept)",7.30112977272938e-125,1.00074354252441e-109
"TV",0.38622638065924,1.05815811461773
"Electronic_games",1.05910232225823,2.33082370382842
"Social_media",0.563312151565136,1.6214972014579
"Other_internet",0.433649367442855,1.26284028307746
"Own_computer",0.624221707771038,1.06904013069599
"Male",0.87355294328038,1.41495866822687
"Age",0.669679379550641,1.02780070888237
"BMI",1.01149716488554,1.0604259481256
"Motivation",0.542564136994391,0.854566011667898
"Ethnicity",0.841212320692489,1.57113376700093
"Closeness",0.404956720960663,0.556567029426006
"Father",8.8750539608217e+107,9.9733862074865e+120
"Score",0.927950341955091,0.980311160551157
"Employed",0.723195101492705,1.2286331324532
"Illness",1.14401437857196,1.9085922813231
"Time",0.817292054228553,1.03551325471191
"Distress",1.05695952955333,1.10925432340854
"Siblings",0.975814126706192,1.20410622424759
"Income",0.998198492831701,0.999833388039028
