"","2.5 %","97.5 %"
"(Intercept)",1.93563083470171e-119,1.01538751653199e-101
"TV",0.517073402892578,1.21339765648563
"Electronic_games",1.10451867000057,2.12074339275291
"Social_media",1.89171802877563,4.85225123562357
"Other_internet",1.74234728542729,4.54403411785443
"Own_computer",0.664280278330807,1.07554686740798
"Male",0.227814501172438,0.351838931459964
"Age",0.86831679316759,1.2626142408825
"BMI",1.01608560351119,1.05921722794285
"Motivation",0.14300959188483,0.21246694925554
"Ethnicity",0.519073560513745,0.901093770162299
"Closeness",0.395394536941002,0.515900070565944
"Father",7.25067180883022e+83,3.89537508517292e+89
"Score",0.987656077667207,1.03491773988187
"Employed",0.759544916637164,1.2252867426801
"Illness",1.31146031358076,2.0274516935318
"Time",0.874363244050188,1.07182475942395
"Distress",0.999231309594899,1.04467334372566
"Siblings",0.803522353816753,0.974634292143264
"Income",0.99986326259117,1.00118739975433
