"","2.5 %","97.5 %"
"(Intercept)",1.47587560973729e-119,1.03449409143415e-101
"TV",0.391876206874526,1.00780321857814
"Electronic_games",0.748045004458611,1.54267993952354
"Social_media",1.38279389809656,3.96554448749875
"Other_internet",2.47200209066091,7.1760621092375
"Own_computer",0.614797143291795,1.04999460215069
"Male",0.179465105590277,0.296945248720087
"Age",0.773208300404354,1.16855603476656
"BMI",1.03799044763258,1.08595996675242
"Motivation",0.123269322008833,0.190891334702033
"Ethnicity",0.689562903446959,1.30372472569513
"Closeness",0.416545376292594,0.558253043907882
"Father",1.65097652445399e+78,2.81141582103211e+79
"Score",0.981144011761884,1.03402938549154
"Employed",0.719076519831465,1.2221643592785
"Illness",1.31936178071393,2.13502083880884
"Time",0.850873114912823,1.06828610893335
"Distress",0.963314262991736,1.01385537969183
"Siblings",0.806386381643977,0.999244718682258
"Income",0.999134857780056,1.00063249080798
