"","var","down","up"
"1","TV",0.55562492172166,1.94642248229106
"2","Electronic_games",0.675398889687828,1.79729235925273
"3","Social_media",0.414597312889016,1.56544001368123
"4","Other_internet",0.850704178215498,3.18039742363393
"5","Own_computer",0.818101648418011,1.70031507791106
