"","2.5 %","97.5 %"
"(Intercept)",1.37896913494363e-119,1.03959570309367e-101
"TV",0.435568037383102,0.93768441589704
"Electronic_games",1.16363919878198,2.12051125241294
"Social_media",0.639034773409807,1.42839008335637
"Other_internet",0.49288892098592,1.1114892496705
"Own_computer",0.66464738429035,1.00071966826004
"Male",0.925346795932338,1.33553079345758
"Age",0.704488384507847,0.975896460588725
"BMI",1.01729326326709,1.05451191358239
"Motivation",0.572746924335002,0.809206371995327
"Ethnicity",0.904708285538275,1.45502783648568
"Closeness",0.420777556263589,0.535945724960345
"Father",1.73061380044732e+100,3.88079792146517e+117
"Score",0.934088824578589,0.973923466451161
"Employed",0.769861104164659,1.15216379612005
"Illness",1.21789667290741,1.79758962645148
"Time",0.840723005268689,1.00657274433517
"Distress",1.06309907574864,1.10287838847398
"Siblings",1.0008899265572,1.17444752698643
"Income",0.998395710597881,0.999639545753391
